              MeasureTime  Rel. Humidity%  Precipitation Type Lufftlogic  Wind Direction  Air TemperatureF  Dew PointF  Wind Speed (act)mph  Wind Speed (avg)mph  Absolute Atmospheric PressurehPa  Precipitation Intensityin/h  Wind Direction (max)  Wind Direction (avg)  Saline Concentration%  Road Condition Lufftlogic  Surface TemperatureF  Freezing TemperatureF  Sub Surface Temperature 1F  Water Film Heightmil  Ice Percent%  Road Condition Lufft IRS31Prologic
2023-10-01T04:01:00+00:00       82.233948                            0.0       191.686859          70.614647    64.930130             8.592701             8.478494                        996.755432                     0.000000             189.482285             194.007294              85.000000                        0.0              70.430664               85.000000                    70.722610              0.185718     85.000000                                10.0
2023-10-01T04:11:00+00:00       82.965256                            0.0       197.319290          70.358536    64.934189             5.618763             7.764342                        996.794617                     0.000000             180.805466             195.278046              85.000000                        0.0              70.192596               85.000000                    70.728653              0.123812     85.000000                                10.0
2023-10-01T04:21:00+00:00       84.714767                            0.0       194.829208          69.998184    65.181107             6.096283             6.851626                        996.741943                     0.000000             193.263306             196.442307              85.000000                        0.0              70.033463               85.000000                    70.734741              0.000000     85.000000                                10.0
2023-10-01T04:31:00+00:00       85.666359                            0.0       202.059067          69.643913    65.154800             3.933543             5.240873                        996.687561                     0.000000             200.475021             201.014282              85.000000                        0.0              69.782654               85.000000                    70.740784              0.000000     85.000000                                10.0
2023-10-01T04:41:00+00:00       85.994896                            0.0       213.182053          69.470947    65.095055             3.298270             4.184224                        996.808167                     0.000000             202.035797             200.827545              85.000000                        0.0              69.600807               85.000000                    70.746864              0.000000     85.000000                                10.0
2023-10-01T04:51:00+00:00       85.728966                            0.0       212.234558          69.470947    65.006081             4.803737             3.392550                        996.835571                     0.000000             208.486435             211.548996              85.000000                        0.0              69.371338               85.000000                    70.752945              0.000000     85.000000                                10.0
2023-10-01T05:01:00+00:00       85.020088                            0.0       204.180573          69.470947    64.767700             4.315370             3.869433                        996.943054                     0.000000             205.422119             201.264679              85.000000                        0.0              69.158844               85.000000                    70.752945              0.000000     85.000000                                10.0
2023-10-01T05:11:00+00:00       84.842964                            0.0       179.486786          69.470947    64.707863             3.012125             3.968366                        997.026367                     0.000000             179.920456             189.584747              85.000000                        0.0              68.945694               85.000000                    70.746864              0.000000     85.000000                                10.0
2023-10-01T05:21:00+00:00       85.883324                            0.0       166.967209          69.123497    64.716728             5.052300             3.752288                        996.982117                     0.000000             176.452408             172.648987              85.000000                        0.0              68.779427               85.000000                    70.734741              0.000000     85.000000                                10.0
2023-10-01T05:31:00+00:00       85.853767                            0.0       171.215561          69.123497    64.706848             2.499853             3.326801                        997.037537                     0.000000             190.580597             165.777954              85.000000                        0.0              68.636612               85.000000                    71.067696              0.061906     85.000000                                10.0
2023-10-01T05:41:00+00:00       83.156158                            0.0       187.549393          69.643913    64.301559             2.699356             2.845510                        997.246887                     0.000000             182.583374             184.728729              85.000000                        0.0              68.648514               85.000000                    71.067696              0.000000     85.000000                                10.0
2023-10-01T05:51:00+00:00       83.776108                            0.0       161.989777          69.643913    64.514374             3.132535             3.199158                        997.273743                     0.000000             168.726257             172.882660              85.000000                        0.0              68.648514               85.000000                    71.073753              0.000000     85.000000                                10.0
2023-10-01T06:01:00+00:00       85.233734                            0.0       126.271690          69.123497    64.499008             4.300482             4.573875                        997.370850                     0.000000             130.072784             126.687019              85.000000                        0.0              68.582993               85.000000                    71.073753              0.000000     85.000000                                10.0
2023-10-01T06:11:00+00:00       86.067360                            0.0       138.035385          68.973969    64.631332             3.583892             3.979358                        997.365234                     0.000000             134.164185             122.420822              85.000000                        0.0              68.577019               85.000000                    71.079765              0.000000     85.000000                                10.0
2023-10-01T06:21:00+00:00       86.591385                            0.0       141.989334          68.924042    64.756424             2.045769             3.054455                        997.467407                     0.000000             137.542099             141.358780              85.000000                        0.0              68.541260               85.000000                    71.079765              0.000000     85.000000                                10.0
2023-10-01T06:31:00+00:00       87.034508                            0.0       126.586746          68.924042    64.902924             4.577304             3.286875                        997.549072                     0.000000             133.291626             128.539261              85.000000                        0.0              68.535278               85.000000                    71.067696              0.000000     85.000000                                10.0
2023-10-01T06:41:00+00:00       87.900368                            0.0       146.281311          68.598480    64.866882             3.763803             4.384078                        997.725159                     0.000000             126.922081             132.618744              85.000000                        0.0              68.499451               85.000000                    71.067696              0.000000     85.000000                                10.0
2023-10-01T06:51:00+00:00       88.136841                            0.0       152.786789          68.598480    64.944016             2.974360             3.370100                        997.698547                     0.000000             146.849503             147.270599              85.000000                        0.0              68.368057               85.000000                    71.061676              0.000000     85.000000                                10.0
2023-10-01T07:01:00+00:00       87.277382                            0.0       157.562958          68.774002    64.835396             4.287526             3.100444                        997.737305                     0.000000             171.385513             155.281311              85.000000                        0.0              68.158432               85.000000                    71.061676              0.000000     85.000000                                10.0
2023-10-01T07:11:00+00:00       86.417953                            0.0       161.425476          68.949005    64.723434             2.730095             3.166823                        997.851563                     0.000000             154.575745             150.861954              85.000000                        0.0              67.893440               85.000000                    71.055618              0.000000     85.000000                                10.0
2023-10-01T07:21:00+00:00       86.155136                            0.0       140.782150          68.774002    64.464226             1.089959             2.585648                        997.892944                     0.000000             169.436172             159.972702              85.000000                        0.0              67.658073               85.000000                    71.055618              0.000000     85.000000                                10.0
