              MeasureTime  Rel. Humidity%  Wind Direction  Brightnesslx  Air TemperatureF  Wind Speed (act)mph  Precipitation Intensityin/h  Visibilitymiles  Saline Concentration%  Friction  Ice Percent%  Road Condition Lufft IRS31Prologic  Surface TemperatureF  Freezing TemperatureF  Sub Surface Temperature 3F  Water Film Heightmil  ground temperature (0")F  ground temperature (3")F  ground temperature (6")F  ground temperature (9")F  ground temperature (12")F  ground temperature (18")F  ground temperature (24")F  ground temperature (30")F  ground temperature (36")F  ground temperature (42")F
2023-10-01T04:10:00+00:00       71.463678         0.574863           0.0          74.906600                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              72.837082                   85.00                         84.0              0.000000                        40.0                   67.639999                   67.045998                   66.289993                    65.858002                    65.084000                    64.543999                    64.076004                    63.968002                    63.769997
2023-10-01T04:19:00+00:00       72.161176         0.581044           0.0          74.538469                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              72.638428                   85.00                         84.0              0.000000                        40.0                   67.604004                   67.045998                   66.289993                    65.912003                    65.119995                    64.580002                    64.076004                    63.968002                    63.751999
2023-10-01T04:30:00+00:00       71.747565         0.581044           0.0          74.557695                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              72.476578                   85.00                         84.0              0.000000                        40.0                   67.550003                   67.063995                   66.343994                    65.912003                    65.101997                    64.580002                    64.057999                    63.931999                    63.769997
2023-10-01T04:39:00+00:00       71.942920         0.574863           0.0          74.387363                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              72.320663                   85.00                         84.0              0.000000                        40.0                   67.514000                   67.045998                   66.343994                    65.912003                    65.138000                    64.561996                    64.057999                    63.931999                    63.733997
2023-10-01T04:50:00+00:00       72.577844         0.574863           0.0          74.071429                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              72.170624                   85.00                         84.0              0.000000                        40.0                   67.459999                   66.992004                   66.362000                    65.930000                    65.138000                    64.580002                    64.093994                    63.949997                    63.769997
2023-10-01T05:00:00+00:00       72.716730         0.574863           0.0          73.989021                  0.0                     0.000000         4.330956                   85.0  0.820000          85.0                                10.0              71.926262                   85.00                         84.0              0.000000                        40.0                   67.442001                   67.010002                   66.326004                    65.930000                    65.138000                    64.580002                    64.039993                    63.968002                    63.733997
2023-10-01T05:00:00+00:00       72.716730         0.574863           0.0          73.989021                  0.0                     0.000000         4.330956                   85.0  0.820000          85.0                                10.0              71.926262                   85.00                         84.0              0.000000                        40.0                   67.442001                   67.010002                   66.326004                    65.930000                    65.138000                    64.580002                    64.039993                    63.968002                    63.733997
2023-10-01T05:09:00+00:00       73.608063         0.574863           0.0          73.626373                  0.0                     0.000000         4.250178                   85.0  0.820000          85.0                                10.0              71.737701                   85.00                         84.0              0.000000                        40.0                   67.369995                   66.919998                   66.343994                    65.912003                    65.138000                    64.580002                    64.057999                    63.949997                    63.751999
2023-10-01T05:20:00+00:00       74.439868         0.574863           0.0          73.288467                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              71.507141                   85.00                         84.0              0.000000                        40.0                   67.369995                   66.955994                   66.343994                    65.930000                    65.209999                    64.598000                    64.112000                    63.968002                    63.751999
2023-10-01T05:30:00+00:00       74.055255         0.581044           0.0          73.335169                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              71.387039                   85.00                         84.0              0.000000                        40.0                   67.316002                   66.938004                   66.380005                    65.966003                    65.209999                    64.634003                    64.112000                    63.949997                    63.751999
2023-10-01T05:40:00+00:00       74.027783         0.574863           0.0          73.285720                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              71.278809                   85.00                         84.0              0.000000                        40.0                   67.279999                   66.919998                   66.343994                    66.001999                    65.192001                    64.598000                    64.093994                    63.949997                    63.787998
2023-10-01T05:50:00+00:00       74.110199         0.581044           0.0          73.170331                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              71.164375                   85.00                         84.0              0.000000                        40.0                   67.262001                   66.901993                   66.343994                    65.966003                    65.246002                    64.634003                    64.112000                    63.986000                    63.733997
2023-10-01T06:00:00+00:00       73.756110         0.574863           0.0          73.310439                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              71.170380                   85.00                         84.0              0.000000                        40.0                   67.244003                   66.938004                   66.343994                    66.019997                    65.246002                    64.615997                    64.093994                    63.968002                    63.751999
2023-10-01T06:00:00+00:00       73.756110         0.574863           0.0          73.310439                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              71.170380                   85.00                         84.0              0.000000                        40.0                   67.244003                   66.938004                   66.343994                    66.019997                    65.246002                    64.615997                    64.093994                    63.968002                    63.751999
2023-10-01T06:10:00+00:00       73.382178         0.574863           0.0          73.423081                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              71.278809                   85.00                         84.0              0.000000                        40.0                   67.190002                   66.865997                   66.343994                    66.019997                    65.227997                    64.651993                    64.112000                    63.968002                    63.751999
2023-10-01T06:20:00+00:00       73.261603         0.574863           0.0          73.392859                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              71.242676                   85.00                         84.0              0.000000                        40.0                   67.153999                   66.848000                   66.343994                    66.001999                    65.281998                    64.651993                    64.039993                    63.949997                    63.733997
2023-10-01T06:30:00+00:00       73.757635         0.574863           0.0          73.181329                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              71.110077                   85.00                         84.0              0.000000                        40.0                   67.136002                   66.830002                   66.343994                    66.001999                    65.246002                    64.634003                    64.093994                    63.949997                    63.751999
2023-10-01T06:40:00+00:00       74.592493         0.581044           0.0          72.813187                  0.0                     0.000000         4.256391                   85.0  0.820000          85.0                                10.0              70.886543                   85.00                         84.0              0.000000                        40.0                   67.099998                   66.811996                   66.326004                    66.019997                    65.300003                    64.669998                    64.093994                    63.949997                    63.733997
2023-10-01T06:50:00+00:00       76.034802         0.574863           0.0          72.271980                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              70.704742                   85.00                         84.0              0.000000                        40.0                   67.045998                   66.793999                   66.343994                    65.983994                    65.318001                    64.651993                    64.112000                    63.968002                    63.751999
2023-10-01T06:59:00+00:00       76.074487         0.581044           0.0          72.162093                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              70.613670                   85.00                         84.0              0.000000                        40.0                   67.045998                   66.830002                   66.326004                    65.966003                    65.281998                    64.688004                    64.112000                    63.949997                    63.733997
2023-10-01T07:10:00+00:00       75.743286         0.581044           0.0          72.365385                  0.0                     0.000000         4.206682                   85.0  0.820000          85.0                                10.0              70.534637                   85.00                         84.0              0.000000                        40.0                   67.010002                   66.776001                   66.326004                    66.019997                    65.335999                    64.688004                    64.166000                    63.968002                    63.751999
2023-10-01T07:20:00+00:00       75.796710         0.581044           0.0          72.381875                  0.0                     0.000000         4.188041                   85.0  0.820000          85.0                                10.0              70.461624                   85.00                         84.0              0.000000                        40.0                   66.973999                   66.739998                   66.326004                    66.037994                    65.318001                    64.705994                    64.147995                    63.949997                    63.733997
2023-10-01T07:30:00+00:00       75.370880         0.581044           0.0          72.538462                  0.0                     0.000000         4.194254                   85.0  0.820000          85.0                                10.0              70.351990                   85.00                         84.0              0.000000                        40.0                   66.955994                   66.703995                   66.307999                    66.019997                    65.335999                    64.688004                    64.147995                    63.931999                    63.716003
2023-10-01T07:40:00+00:00       76.282056         0.574863           0.0          72.219783                  0.0                     0.000000         4.014057                   85.0  0.820000          85.0                                10.0              70.309296                   85.00                         84.0              0.000000                        40.0                   66.901993                   66.703995                   66.307999                    65.983994                    65.318001                    64.669998                    64.112000                    63.968002                    63.751999
2023-10-01T07:49:00+00:00       76.529309         0.574863           0.0          72.076928                  0.0                     0.000000         4.169399                   85.0  0.820000          85.0                                10.0              70.199387                   85.00                         84.0              0.000000                        40.0                   66.884003                   66.703995                   66.307999                    66.037994                    65.335999                    64.705994                    64.147995                    63.949997                    63.751999
2023-10-01T08:00:00+00:00       76.491150         0.581044           0.0          72.090660                  0.0                     0.000000         4.181827                   85.0  0.820000          85.0                                10.0              70.034218                   85.00                         84.0              0.000000                        40.0                   66.830002                   66.686005                   66.272003                    66.056000                    65.354004                    64.723999                    64.147995                    63.968002                    63.769997
