              MeasureTime  Rel. Humidity%  Precipitation Type Lufftlogic  Wind Direction  Air TemperatureF  Dew PointF  Wind Speed (act)mph  Wind Speed (avg)mph  Wind Speed (max)mph  Absolute Atmospheric PressurehPa  Precipitation Intensityin/h  Saline Concentration%  Friction  Ice Percent%  Road Condition Lufft IRS31Prologic  Surface TemperatureF  Freezing TemperatureF  Sub Surface Temperature 1F  Water Film Heightmil
2023-04-01T04:03:00+00:00       84.413017                            0.0       220.323120          53.283112    48.701530            16.943779            17.452509            27.431690                        968.302307                     0.000000                    0.0  0.820000           0.0                                10.0              51.332481                   31.82                    47.460297              0.000000
2023-04-01T04:13:00+00:00       83.951508                            0.0       228.136642          53.227348    48.500206            27.446505            20.088072            30.267641                        968.763733                     0.000000                    0.0  0.820000           0.0                                10.0              51.328506                   31.82                    47.488174              0.000000
2023-04-01T04:23:00+00:00       83.954269                            0.0       220.410522          53.059296    48.336479            19.145041            20.489735            33.821064                        968.826416                     0.000000                    0.0  0.820000           0.0                                10.0              51.168655                   31.82                    47.511414              0.000000
2023-04-01T04:33:00+00:00       83.643860                            0.0       224.307648          52.691269    47.877167            22.749237            22.822172            32.778641                        968.938660                     0.000000                    0.0  0.820000           0.0                                10.0              51.049812                   31.82                    47.534637              0.000000
2023-04-01T04:43:00+00:00       83.495491                            0.0       219.808319          52.085140    47.236473            29.343760            20.220730            34.272228                        969.081970                     0.000000                    0.0  0.820000           0.0                                10.0              50.856956                   31.82                    47.557846              0.000000
2023-04-01T04:53:00+00:00       80.893417                            0.0       211.937653          51.283257    45.613922            17.781597            24.589478            38.617256                        969.375122                     0.000000                    0.0  0.820000           0.0                                10.0              50.475349                   31.82                    47.581043              0.000000
2023-04-01T05:03:00+00:00       83.247826                            0.0       226.018143          50.263210    45.374496            18.488974            22.833729            40.849304                        969.291199                     0.000000                    0.0  0.820000           0.0                                10.0              49.965897                   31.82                    47.599583              0.000000
2023-04-01T05:13:00+00:00       83.785004                            0.0       236.503036          49.169830    44.473331            19.804300            19.247864            31.986336                        969.190002                     0.000000                    0.0  0.820000           0.0                                10.0              49.540581                   31.82                    47.618141              0.000000
2023-04-01T05:23:00+00:00       84.564560                            0.0       227.990646          48.023460    43.592720            19.905081            17.668081            27.863451                        969.326538                     0.000000                    0.0  0.820000           0.0                                10.0              48.995167                   31.82                    47.632050              0.000000
2023-04-01T05:33:00+00:00       85.009071                            0.0       233.952209          46.906448    42.633972            15.155222            19.073135            32.687988                        969.409607                     0.000000                    0.0  0.820000           0.0                                10.0              48.438461                   31.82                    47.645920              0.000000
