              MeasureTime  Rel. Humidity%  Precipitation Type Lufftlogic  Wind Direction  Air TemperatureF  Dew PointF  Wind Speed (act)mph  Wind Speed (max)mph  Absolute Atmospheric PressurehPa  Wind Speed (vct)mph  Precipitation Intensityin/h  Saline Concentration%  Road Condition Lufftlogic  Friction  Ice Percent%  Surface TemperatureF  Freezing TemperatureF  Water Film Heightmil  Road Condition Lufft IRS31Prologic  Sub Surface Temperature 1F
2023-05-01T04:09:00+00:00             0.0                     323.913391         8.838466                0.0          0.0                241.0                  0.0                               0.0            19.075890                          0.0              36.148224                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T04:19:00+00:00             0.0                     320.063904        10.269117                0.0          0.0                241.0                  0.0                               0.0            25.104189                          0.0              35.971039                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T04:30:00+00:00             0.0                     318.594360        11.653851                0.0          0.0                241.0                  0.0                               0.0            21.768711                          0.0              35.877689                        0.0       0.0           0.0                   51.0                    51.0                  51.0                                 0.0                          0.0
2023-05-01T04:39:00+00:00             0.0                     319.686279         9.507200                0.0          0.0                241.0                  0.0                               0.0            22.439919                          0.0              35.752827                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T04:49:00+00:00             0.0                     317.478943         9.585147                0.0          0.0                241.0                  0.0                               0.0            20.441477                          0.0              35.228947                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T04:59:00+00:00             0.0                     311.580536         9.516301                0.0          0.0                241.0                  0.0                               0.0            20.812414                          0.0              35.382591                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T05:09:00+00:00             0.0                     333.962311        21.984375                0.0          0.0                241.0                  0.0                               0.0            29.485128                          0.0              35.416656                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T05:19:00+00:00             0.0                     322.042114        10.869655                0.0          0.0                241.0                  0.0                               0.0            26.929497                          0.0              35.450684                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T05:29:00+00:00             0.0                     316.028168         8.754584                0.0          0.0                241.0                  0.0                               0.0            19.571295                          0.0              35.250328                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T05:39:00+00:00             0.0                     359.160889         6.049041                0.0          0.0                241.0                  0.0                               0.0            12.469586                          0.0              35.408150                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T05:49:00+00:00             0.0                     316.999084         9.928328                0.0          0.0                241.0                  0.0                               0.0            19.451847                          0.0              35.352772                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T05:59:00+00:00             0.0                     323.974670        10.544335                0.0          0.0                241.0                  0.0                               0.0            21.881031                          0.0              35.357048                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T06:09:00+00:00             0.0                     305.889526        10.259650                0.0          0.0                241.0                  0.0                               0.0            13.540459                          0.0              35.207550                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T06:19:00+00:00             0.0                     316.300598         9.185816                0.0          0.0                241.0                  0.0                               0.0            19.555506                          0.0              35.091793                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T06:29:00+00:00             0.0                     316.899536        11.290323                0.0          0.0                241.0                  0.0                               0.0            21.444557                          0.0              35.181873                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T06:39:00+00:00             0.0                     304.893158        11.941494                0.0          0.0                241.0                  0.0                               0.0            19.511080                          0.0              34.997192                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T06:49:00+00:00             0.0                     313.115143        10.354777                0.0          0.0                241.0                  0.0                               0.0            20.573677                          0.0              35.040226                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T06:59:00+00:00             0.0                     307.434113         9.954107                0.0          0.0                241.0                  0.0                               0.0            27.335344                          0.0              35.087517                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T07:09:00+00:00             0.0                     297.701965        11.258962                0.0          0.0                241.0                  0.0                               0.0            21.912903                          0.0              35.066032                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T07:19:00+00:00             0.0                     314.783112        10.161875                0.0          0.0                241.0                  0.0                               0.0            21.747890                          0.0              35.053131                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T07:29:00+00:00             0.0                     316.220490        10.468733                0.0          0.0                241.0                  0.0                               0.0            22.958303                          0.0              34.988586                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T07:39:00+00:00             0.0                     301.236206         4.881042                0.0          0.0                241.0                  0.0                               0.0            10.143284                          0.0              34.992901                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T07:49:00+00:00             0.0                     314.232025        10.403622                0.0          0.0                241.0                  0.0                               0.0            23.412813                          0.0              34.992901                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T07:59:00+00:00             0.0                     316.344849         9.899267                0.0          0.0                241.0                  0.0                               0.0            19.041620                          0.0              34.962749                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T08:09:00+00:00             0.0                     320.436676         9.084913                0.0          0.0                241.0                  0.0                               0.0            11.547379                          0.0              34.923916                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T08:19:00+00:00             0.0                     317.158569         9.226089                0.0          0.0                241.0                  0.0                               0.0            22.598156                          0.0              34.854828                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T08:29:00+00:00             0.0                     312.115936        10.062725                0.0          0.0                241.0                  0.0                               0.0            18.994905                          0.0              34.880741                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T08:39:00+00:00             0.0                     307.383331         6.581900                0.0          0.0                241.0                  0.0                               0.0             9.750074                          0.0              34.898033                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
2023-05-01T08:49:00+00:00             0.0                     312.647156         9.303167                0.0          0.0                241.0                  0.0                               0.0            19.244961                          0.0              34.867798                        0.0       0.0           0.0                    0.0                     0.0                   0.0                                 0.0                          0.0
