              MeasureTime  Rel. Humidity%  Precipitation Type Lufftlogic  Wind Direction  Air TemperatureF  Dew PointF  Wind Speed (act)mph  Wind Speed (avg)mph  Wind Speed (max)mph  Absolute Atmospheric PressurehPa  Precipitation Intensityin/h  Saline Concentration%  Friction  Ice Percent%  Road Condition Lufft IRS31Prologic  Surface TemperatureF  Freezing TemperatureF  Sub Surface Temperature 1F  Water Film Heightmil
2023-02-01T05:03:00+00:00       68.193039                            0.0       224.917648           2.145872    -5.945328             7.751985             6.611688             9.883917                       1001.230713                     0.000000               0.000000  0.820000      0.000000                                10.0               2.704771               31.820000                    26.438206              0.000000
2023-02-01T05:13:00+00:00       68.670425                            0.0       221.619598           2.424994    -5.532417             5.272191             5.785223             9.196135                       1001.190491                     0.000000               0.000000  0.820000      0.000000                                10.0               2.662584               31.820000                    26.417271              0.000000
2023-02-01T05:23:00+00:00       68.909355                            0.0       204.450348           2.285839    -5.594135             3.682302             4.775940             8.103068                       1000.984192                     0.000000               0.000000  0.820000      0.000000                                10.0               2.573141               31.820000                    26.396317              0.000000
2023-02-01T05:33:00+00:00       69.386772                            0.0       229.911575           2.563335    -5.183731             7.186014             5.744942             9.683721                       1000.953735                     0.000000               0.000000  0.820000      0.000000                                10.0               2.457596               31.820000                    26.371147              0.000000
2023-02-01T05:43:00+00:00       69.560898                            0.0       214.962967           2.700891    -4.999184             6.875070             5.744888             8.611681                       1000.879822                     0.000000               0.000000  0.820000      0.000000                                10.0               2.393951               31.820000                    26.350168              0.000000
2023-02-01T05:53:00+00:00       69.424911                            0.0       210.351456           2.837641    -4.908298             5.258267             6.203936            11.319613                       1000.762756                     0.000000               0.000000  0.820000      0.000000                                10.0               2.385080               31.820000                    26.324986              0.000000
2023-02-01T06:03:00+00:00       69.775681                            0.0       223.475815           2.759594    -4.878483             4.084849             5.046127             8.807803                       1000.800903                     0.000000               0.000000  0.820000      0.000000                                10.0               2.237677               31.820000                    26.299751              0.000000
2023-02-01T06:13:00+00:00       69.915787                            0.0       235.899963           2.837641    -4.761524             5.532918             5.246688             8.383907                       1000.674316                     0.000000               0.000000  0.820000      0.000000                                10.0               2.333359               31.820000                    26.278721              0.000000
2023-02-01T06:23:00+00:00       70.270729                            0.0       223.270126           2.973614    -4.524944             6.602072             5.051271             9.171173                       1000.623779                     0.000000               0.000000  0.820000      0.000000                                10.0               2.159534               31.820000                    26.253479              0.000000
2023-02-01T06:33:00+00:00       69.604935                            0.0       219.442062           3.388283    -4.324280             8.330608             7.616243            11.599495                       1000.529175                     0.000000               0.000000  0.820000      0.000000                                10.0               2.053259               31.820000                    26.228191              0.000000
2023-02-01T06:43:00+00:00       69.521141                            0.0       229.404099           3.529758    -4.213264             7.661066             8.303950            11.706190                       1000.466675                     0.000000               0.000000  0.820000      0.000000                                10.0               2.033583               31.820000                    26.202908              0.000000
2023-02-01T06:53:00+00:00       69.831581                            0.0       221.480606           3.529758    -4.120140             7.745770             7.500667            11.535680                       1000.373291                     0.000000               0.000000  0.820000      0.000000                                10.0               1.964592               31.820000                    26.177574              0.000000
2023-02-01T07:03:00+00:00       70.007011                            0.0       227.789520           3.489416    -4.106541             5.571394             6.571428             9.636456                       1000.376709                     0.000000               0.000000  0.820000      0.000000                                10.0               1.861498               31.820000                    26.152250              0.000000
2023-02-01T07:13:00+00:00       70.348915                            0.0       229.964722           3.529758    -3.965778             5.883709             6.581617             9.914739                       1000.283936                     0.000000               0.000000  0.820000      0.000000                                10.0               1.808535               31.820000                    26.126873              0.000000
2023-02-01T07:23:00+00:00       70.619209                            0.0       216.518005           3.246014    -4.159092             4.611279             5.096904             8.628721                       1000.361328                     0.000000               0.000000  0.820000      0.000000                                10.0               1.774532               31.820000                    26.101503              0.000000
2023-02-01T07:33:00+00:00       71.187836                            0.0       249.048050           3.246014    -3.991394             4.101722             3.955251             6.500422                       1000.259338                     0.000000               0.000000  0.820000      0.000000                                10.0               1.678885               31.820000                    26.071867              0.000000
2023-02-01T07:43:00+00:00       70.589073                            0.0       225.744904           3.949379    -3.489941             5.970452             6.372055            10.476321                       1000.416321                     0.000000               0.000000  0.820000      0.000000                                10.0               1.754608               31.820000                    26.046427              0.000000
2023-02-01T07:53:00+00:00       70.310753                            0.0       224.478836           3.810301    -3.706787             6.840269             7.171145            11.714133                       1000.349854                     0.000000               0.000000  0.820000      0.000000                                10.0               1.687222               31.820000                    26.020992              0.000000
2023-02-01T08:03:00+00:00       70.330284                            0.0       232.357712           3.949379    -3.566952             4.969454             6.961267            10.069113                       1000.576782                     0.000000               0.000000  0.820000      0.000000                                10.0               1.677223               31.820000                    25.991245              0.000000
2023-02-01T08:13:00+00:00       70.349709                            0.0       224.269836           4.087690    -3.427879             6.100973             6.364009             9.541973                       1000.455872                     0.000000               0.000000  0.820000      0.000000                                10.0               1.793610               31.820000                    25.965763              0.000000
2023-02-01T08:23:00+00:00       70.401482                            0.0       224.318024           4.087690    -3.412445             6.597658             6.413708            10.226034                       1000.518188                     0.000000               0.000000  0.820000      0.000000                                10.0               1.751278               31.820000                    25.935993              0.000000
2023-02-01T08:33:00+00:00       70.480812                            0.0       219.879684           4.283915    -3.199688             7.230254             7.793022            11.051548                       1000.596008                     0.000000               0.000000  0.820000      0.000000                                10.0               1.801901               31.820000                    25.910439              0.000000
2023-02-01T08:43:00+00:00       70.699066                            0.0       239.624710           4.361982    -3.059479             5.267339             6.495372             9.629593                       1000.588074                     0.000000               0.000000  0.820000      0.000000                                10.0               1.745476               31.820000                    25.880615              0.000000
2023-02-01T08:53:00+00:00       70.529938                            0.0       232.396820           4.633224    -2.848366             7.132201             7.355300            11.796196                       1000.568848                     0.000000               0.000000  0.820000      0.000000                                10.0               1.849091               31.820000                    25.855042              0.000000
2023-02-01T09:03:00+00:00       70.548851                            0.0       225.804031           4.767712    -2.713089             8.200159             7.006359            11.494926                       1000.553772                     0.000000               0.000000  0.820000      0.000000                                10.0               1.908558               31.820000                    25.825163              0.000000
2023-02-01T09:13:00+00:00       70.230576                            0.0       227.032715           4.901466    -2.679405             5.679018             8.522368            13.454154                       1000.596436                     0.000000               0.000000  0.820000      0.000000                                10.0               1.831713               31.820000                    25.799511              0.000000
2023-02-01T09:23:00+00:00       70.527229                            0.0       211.719513           4.613953    -2.867748             6.002573             7.197422            10.385013                       1000.458313                     0.000000               0.000000  0.820000      0.000000                                10.0               1.983501               31.820000                    25.769579              0.000000
2023-02-01T09:33:00+00:00       70.718239                            0.0       229.910385           4.497972    -2.922665             6.587413             7.343880            12.452872                       1000.389038                     0.000000               0.000000  0.820000      0.000000                                10.0               1.902781               31.820000                    25.739616              0.000000
2023-02-01T09:43:00+00:00       70.400421                            0.0       221.907898           4.633224    -2.887032             9.403895             6.998837            11.117287                       1000.296692                     0.000000               0.000000  0.820000      0.000000                                10.0               1.905258               31.820000                    25.713894              0.000000
2023-02-01T09:53:00+00:00       69.393394                            0.0       234.244431           5.036724    -2.801605             9.212493             8.202333            11.939291                       1000.342651                     0.000000               0.000000  0.820000      0.000000                                10.0               1.894533               31.820000                    25.683876              0.000000
2023-02-01T10:03:00+00:00       68.608116                            0.0       222.951141           5.177641    -2.905529            11.166809             8.841354            14.890944                       1000.181030                     0.000000               0.000000  0.820000      0.000000                                10.0               1.948118               31.820000                    25.653828              0.000000
2023-02-01T10:13:00+00:00       68.107780                            0.0       224.866638           5.317772    -2.924847             7.302606             8.892467            12.593775                       1000.230164                     0.000000               0.000000  0.820000      0.000000                                10.0               2.222227               31.820000                    25.628036              0.000000
2023-02-01T10:23:00+00:00       67.554840                            0.0       232.155777           5.457151    -2.962479             7.451590             8.489307            13.963286                       1000.285461                     0.000000               0.000000  0.820000      0.000000                                10.0               2.184786               31.820000                    25.597931              0.000000
2023-02-01T10:33:00+00:00       66.855835                            0.0       228.370483           5.870731    -2.784679             9.905028             8.601919            13.094693                       1000.364685                     0.000000               0.000000  0.820000      0.000000                                10.0               2.469667               31.820000                    25.567802              0.000000
