              MeasureTime  Rel. Humidity%  Precipitation Type Lufftlogic  Wind Direction  Air TemperatureF  Dew PointF  Wind Speed (act)mph  Wind Speed (avg)mph  Wind Speed (max)mph  Absolute Atmospheric PressurehPa  Precipitation Intensityin/h  wind direction max  wind direction avg  Saline Concentration%  Road Condition Lufftlogic  Friction  Ice Percent%  Surface TemperatureF  Freezing TemperatureF  Water Film Heightmil  ICE Layer Thicknessmil  NIRS Service Level%  SubSurface Temp 0"F  SubSurface Temp -3"F  SubSurface Temp -6"F  SubSurface Temp -9"F  SubSurface Temp -12"F  SubSurface Temp -18"F  SubSurface Temp -24"F  SubSurface Temp -30"F  SubSurface Temp -36"F  SubSurface Temp -42"F  SubSurface Temp -48"F  SubSurface Temp -54"F  SubSurface Temp -60"F  SubSurface Temp -66"F  SubSurface Temp -72"F
2023-09-01T04:08:00+00:00       85.544060                            0.0       175.056030          55.958996    51.684792             1.642552             3.110876             4.906675                        963.494568                     0.000000           179.706482           173.325745                    0.0                       99.0  0.820000           0.0              92.300003                    32.0              0.000000                     0.0                -41.0             73.112000              72.356003              71.113998              70.501999               69.835999               69.386002               69.205994               68.972000               68.774002               68.557999               68.089996               67.604004               67.225998               66.739998               66.037994
2023-09-01T04:18:00+00:00       86.204765                            0.0       180.102295          55.560680    51.502220             0.000000             2.295542             6.042091                        963.563477                     0.000000           178.203613           168.668594                    0.0                        0.0  0.820000           0.0              62.419998                    32.0              0.000000                     0.0                -41.0             73.093994              72.320000              71.149994              70.519997               69.854004               69.403999               69.188004               68.936005               68.755997               68.557999               68.054001               67.604004               67.225998               66.757996               66.056000
2023-09-01T04:28:00+00:00       87.944260                            0.0       184.084747          54.857071    51.351311             0.000000             1.870502             4.017918                        963.690918                     0.000000           160.953659           174.155533                    0.0                        0.0  0.820000           0.0              92.479996                    32.0              0.000000                     0.0                -41.0             73.039993              72.320000              71.149994              70.537994               69.872002               69.440002               69.205994               68.953995               68.792000               68.557999               68.035995               67.585999               67.225998               66.757996               66.074005
2023-09-01T04:38:00+00:00       88.974030                            0.0       172.220261          54.601280    51.414536             0.700995             2.355183             5.055449                        963.792236                     0.000000           170.628952           158.248749                    0.0                       99.0  0.820000           0.0              92.300003                    32.0              0.000000                     0.0                -41.0             73.039993              72.320000              71.239998              70.574005               69.907997               69.440002               69.188004               68.989998               68.774002               68.539993               68.072006               67.604004               67.225998               66.722000               66.074005
2023-09-01T04:48:00+00:00       89.718948                            0.0       157.422485          54.192276    51.236740             0.000000             1.124455             4.174139                        963.831360                     0.000000           170.705673           146.883392                    0.0                        0.0  0.820000           0.0              61.699997                    32.0              0.000000                     0.0                -41.0             73.022003              72.337997              71.239998              70.610001               69.925995               69.475998               69.169998               68.972000               68.774002               68.593994               68.072006               67.657997               67.207993               66.722000               66.056000
2023-09-01T04:58:00+00:00       89.953865                            0.0       168.897003          54.211952    51.326965             0.000000             1.409522             3.218870                        963.779053                     0.000000           146.312698           130.891708                    0.0                        0.0  0.820000           0.0              92.839996                    32.0              0.000000                     0.0                -41.0             72.949997              72.337997              71.239998              70.627998               69.944000               69.475998               69.205994               68.953995               68.774002               68.576004               68.054001               67.604004               67.225998               66.739998               66.091995
2023-09-01T05:08:00+00:00       89.211693                            0.0        25.742996          54.278625    51.168503             0.000000             2.748315             4.837759                        963.786987                     0.000000           175.707886           156.145309                    0.0                       99.0  0.820000           0.0              93.199997                    32.0              0.000000                     0.0                -41.0             72.914001              72.337997              71.276001              70.627998               69.944000               69.475998               69.205994               68.953995               68.774002               68.557999               68.054001               67.585999               67.244003               66.739998               66.019997
2023-09-01T05:18:00+00:00       88.790482                            0.0       190.661865          54.358665    51.119389             0.000000             2.370673             5.274806                        963.880554                     0.000000           179.147125           166.833740                    0.0                        0.0  0.820000           0.0              61.160000                    32.0              0.000000                     0.0                -41.0             72.877998              72.337997              71.293999              70.718002               70.033997               69.494003               69.223999               68.953995               68.774002               68.522003               68.035995               67.585999               67.207993               66.722000               66.019997
2023-09-01T05:28:00+00:00       90.045021                            0.0       192.098175          53.880852    51.027393             0.000000             0.940983             3.069470                        963.798523                     0.000000           144.031403           147.024414                    0.0                        0.0  0.820000           0.0              92.479996                    32.0              0.000000                     0.0                -41.0             72.841995              72.337997              71.293999              70.699997               70.033997               69.494003               69.205994               68.972000               68.774002               68.557999               68.054001               67.657997               67.244003               66.722000               66.074005
2023-09-01T05:38:00+00:00       90.520523                            0.0       166.144562          53.597984    50.890324             0.821706             2.154711             4.436171                        963.846252                     0.000000           160.026337           157.479935                    0.0                       99.0  0.820000           0.0              93.020004                    32.0              0.000000                     0.0                -41.0             72.787994              72.320000              71.293999              70.789993               70.033997               69.529999               69.188004               68.953995               68.755997               68.557999               68.035995               67.568001               67.225998               66.776001               66.037994
