              MeasureTime  Rel. Humidity%  Precipitation Type Lufftlogic  Wind Direction  Air TemperatureF  Dew PointF  Wind Speed (act)mph  Wind Speed (avg)mph  Wind Speed (max)mph  Absolute Atmospheric PressurehPa  Precipitation Intensityin/h  Saline Concentration%  Friction  Ice Percent%  Road Condition Lufft IRS31Prologic  Surface TemperatureF  Freezing TemperatureF  Sub Surface Temperature 1F  Water Film Heightmil
2023-10-01T04:01:00+00:00       87.278412                            0.0        97.249619          67.488846    63.571812             4.163185             3.459630             4.356903                        999.191467                     0.000000                    0.0       0.0           0.0                                 0.0                    0.0                     0.0                    72.703949                   0.0
2023-10-01T04:11:00+00:00       86.024719                            0.0        61.385410          67.639343    63.306866             2.853531             2.499639             5.803170                        999.209900                     0.000000                    0.0       0.0           0.0                                 0.0                    0.0                     0.0                    72.716370                   0.0
2023-10-01T04:21:00+00:00       86.639969                            0.0        93.271797          67.109207    62.989239             2.066358             3.057613             4.915210                        999.319397                     0.000000                    0.0       0.0           0.0                                 0.0                    0.0                     0.0                    72.735016                   0.0
2023-10-01T04:31:00+00:00       86.029266                            0.0        74.043976          67.287003    62.962448             2.218631             1.988224             3.136028                        999.377808                     0.000000                    0.0       0.0           0.0                                 0.0                    0.0                     0.0                    72.747437                   0.0
2023-10-01T04:41:00+00:00       86.583694                            0.0       120.615852          66.930359    62.795017             2.826004             2.259947             4.606119                        999.325256                     0.000000                    0.0       0.0           0.0                                 0.0                    0.0                     0.0                    72.759842                   0.0
2023-10-01T04:51:00+00:00       85.505287                            0.0       100.087120          67.463692    62.961891             2.344406             2.854607             5.092943                        999.399597                     0.000000                    0.0       0.0           0.0                                 0.0                    0.0                     0.0                    72.772247                   0.0
2023-10-01T05:01:00+00:00       87.189278                            0.0       110.060165          67.287003    63.344151             1.958476             1.693556             3.162104                        999.375000                     0.000000                    0.0       0.0           0.0                                 0.0                    0.0                     0.0                    72.778473                   0.0
2023-10-01T05:11:00+00:00       88.526001                            0.0       147.043106          67.109207    63.603329             3.658355             2.277901             4.740114                        999.387329                     0.000000                    0.0       0.0           0.0                                 0.0                    0.0                     0.0                    72.784653                   0.0
2023-10-01T05:21:00+00:00       90.038658                            0.0       146.129654          66.750389    63.733356             2.436626             2.647745             5.155229                        999.320923                     0.000000                    0.0       0.0           0.0                                 0.0                    0.0                     0.0                    72.790886                   0.0
2023-10-01T05:31:00+00:00       93.271233                            0.0       161.018997          66.203873    64.201340             2.413486             3.646914             5.649666                        999.300598                     0.000000                    0.0       0.0           0.0                                 0.0                    0.0                     0.0                    72.790886                   0.0
2023-10-01T05:41:00+00:00       94.498695                            0.0       157.130539          66.203873    64.575905             3.273042             3.610729             5.843630                        999.327271                     0.000000                    0.0       0.0           0.0                                 0.0                    0.0                     0.0                    72.797066                   0.0
2023-10-01T05:51:00+00:00       95.025627                            0.0       162.238541          66.028885    64.561493             4.908450             4.343529             6.427225                        999.338440                     0.000000                    0.0       0.0           0.0                                 0.0                    0.0                     0.0                    72.797066                   0.0
