              MeasureTime  Rel. Humidity%  Precipitation Type Lufftlogic  Wind Direction  Air TemperatureF  Dew PointF  Wind Speed (act)mph  Wind Speed (max)mph  Absolute Atmospheric PressurehPa  Wind Speed (vct)mph  Precipitation Intensityin/h  Saline Concentration%  Road Condition Lufftlogic  Friction  Ice Percent%  Surface TemperatureF  Freezing TemperatureF  Water Film Heightmil  Road Condition Lufft IRS31Prologic  Sub Surface Temperature 1F
2023-01-01T05:09:00+00:00             0.0                     152.317749         4.053404                0.0          0.0                241.0                  0.0                               0.0             7.742032                          0.0              27.572548                        0.0       0.0           0.0              40.000000               40.000000             40.000000                           95.239960                          0.0
2023-01-01T05:20:00+00:00             0.0                     147.759094         3.580395                0.0          0.0                241.0                  0.0                               0.0             6.424731                          0.0              27.628084                        0.0       0.0           0.0               3.520317               98.686333              0.100000                           94.956688                          0.0
2023-01-01T05:30:00+00:00             0.0                     144.572815         2.133985                0.0          0.0                241.0                  0.0                               0.0             4.102111                          0.0              27.619526                        0.0       0.0           0.0               3.590724               98.441772              0.100000                           95.438423                          0.0
2023-01-01T05:40:00+00:00             0.0                     151.852341         2.932084                0.0          0.0                241.0                  0.0                               0.0             6.261709                          0.0              27.615273                        0.0       0.0           0.0               3.590724               98.440010              0.100000                           95.785408                          0.0
2023-01-01T05:50:00+00:00             0.0                     162.342224         3.641919                0.0          0.0                241.0                  0.0                               0.0             7.095812                          0.0              27.640865                        0.0       0.0           0.0               3.590724               98.416626              0.100000                           96.429848                          0.0
2023-01-01T05:59:00+00:00             0.0                     150.985504         4.362894                0.0          0.0                241.0                  0.0                               0.0             8.995930                          0.0              27.653666                        0.0       0.0           0.0               3.590724               98.327942              0.100000                           96.044617                          0.0
2023-01-01T06:09:00+00:00             0.0                     152.231735         4.841866                0.0          0.0                241.0                  0.0                               0.0             9.874433                          0.0              27.674980                        0.0       0.0           0.0               4.153974               98.325401              0.100000                           95.990021                          0.0
2023-01-01T06:19:00+00:00             0.0                     159.083511         5.095376                0.0          0.0                241.0                  0.0                               0.0            10.398754                          0.0              27.687767                        0.0       0.0           0.0               3.590724               98.310722              0.100000                           95.979858                          0.0
2023-01-01T06:29:00+00:00             0.0                     148.836899         4.886128                0.0          0.0                241.0                  0.0                               0.0             9.245364                          0.0              27.713301                        0.0       0.0           0.0               3.590724               98.416061              0.100000                           96.451492                          0.0
2023-01-01T06:40:00+00:00             0.0                     151.313599         5.036088                0.0          0.0                241.0                  0.0                               0.0            10.191799                          0.0              27.730337                        0.0       0.0           0.0               3.590724               98.296013              0.100000                           95.998940                          0.0
2023-01-01T06:50:00+00:00             0.0                     155.585144         5.202155                0.0          0.0                241.0                  0.0                               0.0            10.434021                          0.0              27.755835                        0.0       0.0           0.0               3.590724               98.183105              0.100000                           96.328438                          0.0
2023-01-01T07:00:00+00:00             0.0                     148.987518         4.874855                0.0          0.0                241.0                  0.0                               0.0             8.686151                          0.0              27.785568                        0.0       0.0           0.0               3.590724               98.347855              0.100000                           96.030060                          0.0
