              MeasureTime  Rel. Humidity%  Precipitation Type Lufftlogic  Wind Direction  Air TemperatureF  Dew PointF  Wind Speed (act)mph  Wind Speed (avg)mph  Wind Speed (max)mph  Absolute Atmospheric PressurehPa  Precipitation Intensityin/h  Saline Concentration%  Friction  Ice Percent%  Road Condition Lufft IRS31Prologic  Surface TemperatureF  Freezing TemperatureF  Sub Surface Temperature 1F  Water Film Heightmil
2023-08-01T04:02:00+00:00       72.690208                            0.0       130.406250          69.233490    60.085915             2.191955             1.491436             5.604761                        996.829224                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    82.339005              0.000000
2023-08-01T04:12:00+00:00       74.037727                            0.0         0.000000          69.058548    60.434479             0.000000             1.315964             4.565345                        996.969604                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    82.346123              0.000000
2023-08-01T04:22:00+00:00       76.138557                            0.0       289.131439          68.882553    61.053745             0.725420             2.021510             8.365564                        996.998962                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    82.353195              0.000000
2023-08-01T04:32:00+00:00       74.235008                            0.0       162.961700          69.008362    60.461060             4.132392             1.937868             5.307384                        997.163086                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    82.353195              0.000000
2023-08-01T04:42:00+00:00       74.422218                            0.0       147.059967          68.882553    60.410671             2.556586             1.674453             4.013489                        996.983093                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    82.353195              0.000000
2023-08-01T04:52:00+00:00       74.486153                            0.0       142.851364          68.705536    60.264084             2.302913             2.441263             5.495962                        997.013245                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    82.353195              0.000000
2023-08-01T05:02:00+00:00       75.019913                            0.0       195.730850          68.781540    60.538544             1.100354             1.443266             6.075835                        997.119080                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    82.346123              0.000000
2023-08-01T05:12:00+00:00       80.798409                            0.0       351.435394          66.750389    60.660118             2.840128             3.464099             6.424024                        997.036987                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    82.339005              0.000000
2023-08-01T05:22:00+00:00       83.063423                            0.0         5.697254          66.028885    60.735577             2.536660             2.128921             5.418418                        997.035156                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    82.331924              0.000000
2023-08-01T05:32:00+00:00       82.626884                            0.0       353.664886          66.203873    60.757977             2.840219             2.576165             7.121358                        997.025879                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    82.324814              0.000000
2023-08-01T05:42:00+00:00       83.413025                            0.0        17.318155          65.853073    60.682091             1.869931             1.992712             3.937022                        997.030029                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    82.310623              0.000000
2023-08-01T05:52:00+00:00       85.874962                            0.0        49.343678          65.318901    60.979408             2.858391             2.098281             6.510724                        997.158997                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    82.296425              0.000000
2023-08-01T06:02:00+00:00       84.855095                            0.0       358.895142          66.028885    61.338272             3.276582             2.068503             5.851768                        997.262268                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    82.282181              0.000000
2023-08-01T06:12:00+00:00       84.155106                            0.0       312.195496          66.569344    61.633362             1.623885             1.670778             5.250065                        997.133240                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    82.267975              0.000000
2023-08-01T06:22:00+00:00       85.138779                            0.0       324.847656          66.569344    61.962635             1.300569             1.056792             6.086957                        997.038391                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    82.246658              0.000000
