              MeasureTime  Rel. Humidity%  Precipitation Type Lufftlogic  Wind Direction  Air TemperatureF  Dew PointF  Wind Speed (act)mph  Wind Speed (avg)mph  Absolute Atmospheric PressurehPa  Precipitation Intensityin/h  Wind Direction (max)  Wind Direction (avg)  Saline Concentration%  Road Condition Lufftlogic  Surface TemperatureF  Freezing TemperatureF  Sub Surface Temperature 1F  Water Film Heightmil  Ice Percent%  Road Condition Lufft IRS31Prologic
2023-09-01T04:01:00+00:00       80.056564                            0.0       182.971252          63.847359    57.574455             3.713467             5.032282                        994.939880                     0.000000             184.352707             189.910141                   85.0                        0.0              67.990768                    85.0                    77.020538              0.000000          85.0                                10.0
2023-09-01T04:11:00+00:00       80.196846                            0.0       195.086639          64.010910    57.782410             6.907958             6.554599                        994.923828                     0.000000             186.899597             184.974258                   85.0                        0.0              67.818901                    85.0                    77.020538              0.000000          85.0                                10.0
2023-09-01T04:21:00+00:00       79.758308                            0.0       175.600891          64.010910    57.629753             7.312908             7.467232                        995.009094                     0.000000             188.734940             185.582428                   85.0                        0.0              67.669601                    85.0                    77.020538              0.000000          85.0                                10.0
2023-09-01T04:31:00+00:00       80.933456                            0.0       172.083939          63.847359    57.877762             4.903972             5.923958                        994.947754                     0.000000             169.855637             176.177231                   85.0                        0.0              67.456543                    85.0                    76.928375              0.000000          85.0                                10.0
2023-09-01T04:41:00+00:00       80.997528                            0.0       198.668045          63.683311    57.739891             6.103725             4.821599                        994.964355                     0.000000             180.581543             185.921463                   85.0                        0.0              67.242783                    85.0                    76.921837              0.000000          85.0                                10.0
2023-09-01T04:51:00+00:00       76.774712                            0.0       184.343979          64.010910    56.571121             7.096438             5.867716                        995.076172                     0.000000             182.418060             190.116104                   85.0                        0.0              67.045769                    85.0                    76.921837              0.000000          85.0                                10.0
2023-09-01T05:01:00+00:00       77.132751                            0.0       186.678314          63.847359    56.541553             3.510608             4.449415                        995.083374                     0.000000             178.913910             192.699387                   85.0                        0.0              66.923798                    85.0                    76.908813              0.000000          85.0                                10.0
2023-09-01T05:11:00+00:00       75.083580                            0.0       209.230164          63.847359    55.796902             5.439505             5.493428                        995.185974                     0.000000             194.690277             191.270523                   85.0                        0.0              66.644165                    85.0                    76.778336              0.000000          85.0                                10.0
2023-09-01T05:21:00+00:00       78.753403                            0.0       267.721619          62.688301    55.992146             2.221690             2.029320                        995.117859                     0.000000             215.712921             244.038879                   85.0                        0.0              66.316414                    85.0                    76.739182              0.000000          85.0                                10.0
2023-09-01T05:31:00+00:00       82.840919                            0.0       243.325241          61.721642    56.449749             1.382737             1.391936                        995.348633                     0.000000             237.792404             235.907486                   85.0                        0.0              65.959114                    85.0                    76.726120              0.000000          85.0                                10.0
2023-09-01T05:41:00+00:00       83.671501                            0.0       231.466919          61.233723    56.248604             3.069812             2.433503                        995.203674                     0.000000             227.583099             235.496796                   85.0                        0.0              65.628433                    85.0                    76.706512              0.000000          85.0                                10.0
2023-09-01T05:51:00+00:00       84.884605                            0.0       240.606979          60.587418    56.013489             1.851328             2.021856                        995.341675                     0.000000             239.549606             235.477463                   85.0                        0.0              65.290421                    85.0                    76.142563              0.000000          85.0                                10.0
2023-09-01T06:01:00+00:00       86.272980                            0.0       234.357300          59.955341    55.841354             1.583232             1.604585                        995.337402                     0.000000             237.753723             234.917725                   85.0                        0.0              65.041382                    85.0                    76.693451              0.000000          85.0                                10.0
2023-09-01T06:11:00+00:00       88.001183                            0.0       319.018860          59.269096    55.713959             1.682721             2.949670                        995.599060                     0.000000             284.205811             280.441040                   85.0                        0.0              64.768616                    85.0                    76.660767              0.000000          85.0                                10.0
2023-09-01T06:21:00+00:00       85.912521                            0.0       276.687195          59.315140    55.097126             1.753909             2.069345                        995.711426                     0.000000             275.846100             276.773346                   85.0                        0.0              64.643204                    85.0                    77.348373              0.000000          85.0                                10.0
2023-09-01T06:31:00+00:00       86.211761                            0.0       260.330475          58.992355    54.875771             2.735417             2.431927                        995.696350                     0.000000             275.130066             274.367126                   85.0                        0.0              64.483215                    85.0                    77.239258              0.000000          85.0                                10.0
2023-09-01T06:41:00+00:00       85.355469                            0.0       226.635742          58.904400    54.515118             1.715759             1.580554                        995.795410                     0.000000             234.862671             247.244125                   85.0                        0.0              64.326706                    85.0                    77.293854              0.000000          85.0                                10.0
2023-09-01T06:51:00+00:00       84.691742                            0.0       218.630966          59.315140    54.703506             3.201643             3.109184                        995.878967                     0.000000             211.527771             220.291351                   85.0                        0.0              64.212158                    85.0                    77.266541              0.000000          85.0                                10.0
2023-09-01T07:01:00+00:00       84.507904                            0.0       222.132751          59.636269    54.958504             4.399029             4.201397                        995.917297                     0.000000             212.878159             226.259018                   85.0                        0.0              64.102905                    85.0                    77.232407              0.000000          85.0                                10.0
2023-09-01T07:11:00+00:00       83.382500                            0.0       218.987183          60.272385    55.212357             2.691041             4.229712                        995.864563                     0.000000             217.178894             222.422226                   85.0                        0.0              64.070068                    85.0                    77.047943              0.000000          85.0                                10.0
2023-09-01T07:21:00+00:00       82.371185                            0.0       227.271271          60.905869    55.495419             3.299443             4.035952                        996.002808                     0.000000             206.620911             215.901016                   85.0                        0.0              64.042702                    85.0                    77.109467              0.000000          85.0                                10.0
2023-09-01T07:31:00+00:00       84.624138                            0.0       273.147430          59.636269    54.996323             1.999103             2.823731                        996.016418                     0.000000             280.632233             267.731628                   85.0                        0.0              63.845329                    85.0                    76.960953              0.000000          85.0                                10.0
2023-09-01T07:41:00+00:00       83.451599                            0.0       242.980057          59.567631    54.545563             1.194678             1.192769                        995.998169                     0.000000             239.147568             248.060684                   85.0                        0.0              63.713394                    85.0                    77.034218              0.000000          85.0                                10.0
2023-09-01T07:51:00+00:00       84.846153                            0.0       288.791412          58.992355    54.437088             1.893408             2.187996                        996.101807                     0.000000             256.650970             278.110657                   85.0                        0.0              63.553593                    85.0                    77.000000              0.000000          85.0                                10.0
2023-09-01T08:01:00+00:00       84.580147                            0.0       210.376114          59.153805    54.509148             3.852112             3.036534                        996.032837                     0.000000             184.560974             222.923935                   85.0                        0.0              63.465225                    85.0                    76.588791              0.000000          85.0                                10.0
2023-09-01T08:11:00+00:00       83.411644                            0.0       199.962173          60.272385    55.221985             3.584803             4.330687                        996.106445                     0.000000             193.594727             204.268738                   85.0                        0.0              63.459724                    85.0                    76.149155              0.000000          85.0                                10.0
2023-09-01T08:21:00+00:00       82.894928                            0.0       198.535233          60.905869    55.670261             3.073412             4.743876                        996.044128                     0.000000             200.312347             204.112152                   85.0                        0.0              63.432087                    85.0                    75.898758              0.000000          85.0                                10.0
2023-09-01T08:41:00+00:00       84.101082                            0.0       254.093613          59.636269    54.825790             0.801596             1.357111                        996.076050                     0.000000             276.648346             270.740692                   85.0                        0.0              63.105026                    85.0                    76.869713              0.000000          85.0                                10.0
2023-09-01T08:51:00+00:00       84.845078                            0.0       299.914063          59.176880    54.617661             1.169841             1.056217                        996.050476                     0.000000             322.626984             285.101532                   85.0                        0.0              62.949226                    85.0                    76.830559              0.000000          85.0                                10.0
2023-09-01T09:01:00+00:00       84.497643                            0.0       304.652161          58.992355    54.324135             1.329694             1.954617                        995.829468                     0.000000             275.834534             266.235718                   85.0                        0.0              62.759491                    85.0                    76.791428              0.000000          85.0                                10.0
2023-09-01T09:11:00+00:00       84.126030                            0.0       262.293457          58.838333    54.052376             1.650097             1.305511                        995.884338                     0.000000             258.602295             275.221405                   85.0                        0.0              62.517456                    85.0                    76.745728              0.000000          85.0                                10.0
2023-09-01T09:21:00+00:00       84.044731                            0.0       324.545074          58.683800    53.874542             1.127639             2.979921                        996.064270                     0.000000             326.291046             288.550446                   85.0                        0.0              62.368042                    85.0                    76.699959              0.804779          85.0                                10.0
2023-09-01T09:31:00+00:00       84.467323                            0.0       280.573822          58.217205    53.554665             2.018039             0.000000                        996.145020                     0.000000             272.589661             303.764954                   85.0                        0.0              62.266457                    85.0                    76.516800              0.000000          85.0                                10.0
2023-09-01T09:41:00+00:00       85.033539                            0.0       290.482666          57.746037    53.275299             2.017801             1.158739                        996.185974                     0.000000             283.359039             286.339783                   85.0                        0.0              62.127159                    85.0                    76.477463              0.000000          85.0                                10.0
2023-09-01T09:51:00+00:00       85.294418                            0.0       229.182816          57.746037    53.358971             1.255727             0.971079                        996.130737                     0.000000             216.539307             241.388092                   85.0                        0.0              62.035896                    85.0                    76.175461              0.000000          85.0                                10.0
2023-09-01T10:01:00+00:00       84.830612                            0.0       215.743393          57.746037    53.210052             0.888198             0.764050                        996.130310                     0.000000             216.207504             257.997345                   85.0                        0.0              61.885254                    85.0                    76.497131              0.000000          85.0                                10.0
2023-09-01T10:11:00+00:00       85.709755                            0.0         0.000000          57.429348    53.180813             0.000000             0.672963                        996.186157                     0.000000             322.801300               0.000000                   85.0                        0.0              61.772053                    85.0                    76.030624              0.000000          85.0                                10.0
2023-09-01T10:21:00+00:00       86.357285                            0.0       270.921173          57.678345    53.631035             1.358115             1.818352                        996.244080                     0.000000             215.575485             224.076767                   85.0                        0.0              61.734268                    85.0                    75.786469              0.000000          85.0                                10.0
2023-09-01T10:31:00+00:00       88.243454                            0.0       273.203217          57.115204    53.668003             1.317780             1.823039                        996.432190                     0.000000             281.145264             277.632050                   85.0                        0.0              61.528732                    85.0                    75.740189              0.000000          85.0                                10.0
2023-09-01T10:41:00+00:00       87.537712                            0.0       257.984619          57.429348    53.757626             0.879670             1.293207                        996.429016                     0.000000             278.128448             258.830688                   85.0                        0.0              61.463680                    85.0                    75.753418              0.000000          85.0                                10.0
2023-09-01T10:51:00+00:00       87.591629                            0.0       263.482330          57.587952    53.930584             1.154801             2.221927                        996.463135                     0.000000             218.598801             233.947464                   85.0                        0.0              61.382248                    85.0                    75.700485              0.000000          85.0                                10.0
2023-09-01T11:01:00+00:00       88.742470                            0.0       239.596771          56.963326    53.672600             0.799913             0.799913                        996.420288                     0.000000             219.998520             239.596771                   85.0                        0.0              61.164566                    85.0                    75.634293              0.000000          85.0                                10.0
2023-09-01T11:11:00+00:00       88.249710                            0.0       223.118484          57.338486    53.889908             1.769388             1.414472                        996.411743                     0.000000             219.583359             241.268723                   85.0                        0.0              61.049980                    85.0                    76.149155              0.000000          85.0                                10.0
2023-09-01T11:21:00+00:00       89.784981                            0.0         0.000000          57.115204    54.142258             0.000000             1.222404                        996.326233                     0.000000             234.661880             246.071655                   85.0                        0.0              60.984398                    85.0                    76.037224              0.000000          85.0                                10.0
2023-09-01T11:31:00+00:00       90.084366                            0.0       276.557129          56.985054    54.105003             3.127469             2.541458                        996.446411                     0.000000             274.786316             285.371857                   85.0                        0.0              61.011734                    85.0                    75.931755              0.000000          85.0                                10.0
2023-09-01T11:41:00+00:00       90.509277                            0.0       269.465607          57.270218    54.515797             1.573273             1.806313                        996.526001                     0.000000             286.370819             281.836426                   85.0                        0.0              61.093670                    85.0                    75.845917              0.000000          85.0                                10.0
2023-09-01T12:51:00+00:00       86.094734                            0.0       237.990677          61.070053    56.879051             4.429680             4.598760                        996.775818                     0.000000             215.736176             231.375046                   85.0                        0.0              65.897575                    85.0                    73.015503              0.123812          85.0                                10.0
2023-09-01T13:01:00+00:00       84.630119                            0.0       232.864975          62.182068    57.493420             6.560388             5.435533                        996.894897                     0.000000             245.037949             231.507568                   85.0                        0.0              67.167511                    85.0                    75.634293              0.309531          85.0                                10.0
2023-09-01T13:11:00+00:00       82.879044                            0.0       226.380432          63.164421    57.872940             7.138086             5.843376                        996.968994                     0.000000             221.392105             231.231140                   85.0                        0.0              68.415855                    85.0                    75.581284              0.000000          85.0                                10.0
2023-09-01T13:21:00+00:00       81.464989                            0.0       225.594406          63.683311    57.900177             8.914265             9.278693                        996.759277                     0.000000             219.608047             221.335159                   85.0                        0.0              69.759232                    85.0                    75.515030              0.000000          85.0                                10.0
2023-09-01T13:31:00+00:00       78.536430                            0.0       217.875885          63.847359    57.041656            11.741822            11.780934                        996.769287                     0.000000             211.778061             210.381790                   85.0                        0.0              71.061676                    85.0                    75.475204              0.000000          85.0                                10.0
2023-09-01T13:41:00+00:00       76.285637                            0.0       218.672012          64.503792    56.871162            10.081232            11.063991                        996.789490                     0.000000             209.380310             212.872192                   85.0                        0.0              71.723175                    85.0                    75.428757              0.000000          85.0                                10.0
2023-09-01T13:51:00+00:00       75.931244                            0.0       229.273453          65.349457    57.559986             6.529513             8.217876                        996.617004                     0.000000             215.381195             217.704468                   85.0                        0.0              72.879211                    85.0                    75.382271              0.000000          85.0                                10.0
2023-09-01T14:01:00+00:00       71.951118                            0.0       221.447754          66.182396    56.867218             8.552933             9.829370                        996.743408                     0.000000             217.698044             227.332382                   85.0                        0.0              74.424309                    85.0                    75.269264              0.185718          85.0                                10.0
2023-09-01T14:11:00+00:00       68.091797                            0.0       210.642441          67.045448    56.166813            10.397570             8.040593                        996.606689                     0.000000             213.306702             221.654892                   85.0                        0.0              75.938324                    85.0                    74.571655              0.557154          85.0                                10.0
2023-09-01T14:21:00+00:00       64.981415                            0.0       231.066605          67.460464    55.271309             7.920636             9.083801                        996.733032                     0.000000             218.497498             227.474197                   85.0                        0.0              77.198273                    85.0                    74.769760              0.680967          85.0                                10.0
2023-09-01T14:31:00+00:00       66.329292                            0.0       215.520081          68.245865    56.584824             9.506425             6.165576                        996.679016                     0.000000             204.383484             224.018494                   85.0                        0.0              78.472397                    85.0                    74.973755              0.619061          85.0                                10.0
2023-09-01T14:41:00+00:00       63.092163                            0.0       227.063263          68.774002    55.702179            10.888167             7.947253                        996.749878                     0.000000             224.221069             223.653458                   85.0                        0.0              79.786690                    85.0                    72.331558              0.557154          85.0                                10.0
2023-09-01T14:51:00+00:00       61.543686                            0.0       218.788513          68.949005    55.182369            11.436732             8.212157                        996.934937                     0.000000             227.421906             246.994278                   85.0                        0.0              80.971291                    85.0                    72.400223              0.619061          85.0                                10.0
2023-09-01T15:01:00+00:00       61.562984                            0.0       239.485291          69.123497    55.355526            11.044240            13.623900                        996.818237                     0.000000             223.867584             225.075821                   85.0                        0.0              82.124550                    85.0                    72.755112              0.619061          85.0                                10.0
2023-09-01T15:11:00+00:00       63.160515                            0.0       212.465164          69.643913    56.554760            10.154469             9.622050                        996.917847                     0.000000             227.488144             237.782288                   85.0                        0.0              83.458191                    85.0                    73.599289              0.371437          85.0                                10.0
2023-09-01T15:21:00+00:00       60.425785                            0.0       235.181107          70.358536    56.004036            12.844136            11.281752                        996.855591                     0.000000             224.751053             226.075012                   85.0                        0.0              84.478439                    85.0                    73.489059              0.619061          85.0                                10.0
2023-09-01T15:31:00+00:00       60.909374                            0.0       196.364944          70.895142    56.729622            15.466631             8.817608                        996.827026                     0.000000             194.147064             225.461060                   85.0                        0.0              85.755554                    85.0                    73.398262              0.557154          85.0                                10.0
2023-09-01T15:41:00+00:00       56.592220                            0.0       232.728378          71.072975    54.866478            12.663446            15.366372                        996.580688                     0.000000             219.764893             217.893845                   85.0                        0.0              86.775177                    85.0                    74.340942              0.557154          85.0                                10.0
2023-09-01T15:51:00+00:00       56.019085                            0.0       241.779434          71.788544    55.253613            11.050616            12.884662                        996.277222                     0.000000             220.533981             221.775497                   85.0                        0.0              87.812286                    85.0                    74.263885              0.557154          85.0                                10.0
