              MeasureTime  Rel. Humidity%  Precipitation Type Lufftlogic  Wind Direction  Air TemperatureF  Dew PointF  Wind Speed (act)mph  Wind Speed (avg)mph  Wind Speed (max)mph  Absolute Atmospheric PressurehPa  Precipitation Intensityin/h  wind direction max  wind direction avg  Saline Concentration%  Road Condition Lufftlogic  Friction  Ice Percent%  Surface TemperatureF  Freezing TemperatureF  Water Film Heightmil  ICE Layer Thicknessmil  NIRS Service Level%  SubSurface Temp 0"F  SubSurface Temp -3"F  SubSurface Temp -6"F  SubSurface Temp -9"F  SubSurface Temp -12"F  SubSurface Temp -18"F  SubSurface Temp -24"F  SubSurface Temp -30"F  SubSurface Temp -36"F  SubSurface Temp -42"F  SubSurface Temp -48"F  SubSurface Temp -54"F  SubSurface Temp -60"F  SubSurface Temp -66"F  SubSurface Temp -72"F
2023-10-01T04:08:00+00:00      100.000000                            0.0       338.784454          61.392437    61.392445             0.000000             0.698761             3.038546                        966.455017                     0.000000           333.451141             0.000000               0.000000                        1.0  0.796118      0.000000             103.639999               32.000000              1.823044                0.000000                -41.0             63.427998              63.374001              62.888000              62.905998               62.762001               63.049999               63.283997               63.445999               63.697998               63.823997               63.661999               63.589996               63.500000               63.391998               63.085999
2023-10-01T04:18:00+00:00      100.000000                            0.0       189.854492          61.761246    61.761246             1.427808             1.947991             2.375963                        966.759033                     0.000000           176.447159           168.159653               0.000000                       99.0  0.820000      0.000000             103.639999               32.000000              0.000000                0.000000                -41.0             63.391998              63.301998              62.888000              62.888000               62.798000               63.031998               63.283997               63.463997               63.643997               63.751999               63.661999               63.535999               63.535999               63.410000               63.031998
2023-10-01T04:28:00+00:00      100.000000                            0.0        91.836960          61.412788    61.412788             0.000000             1.504456             3.703875                        966.504822                     0.000000           116.674019            67.439659               0.000000                        0.0  0.804346      0.000000              64.399994               32.000000              1.180709                0.000000                -41.0             63.463997              63.337997              62.905998              62.924000               62.779999               63.085999               63.283997               63.410000               63.680000               63.769997               63.625999               63.607998               63.535999               63.410000               63.049999
2023-10-01T04:38:00+00:00      100.000000                            0.0       148.281021          61.418221    61.418217             0.837283             2.350724             5.841817                        966.679199                     0.000000           141.519333           141.301147               0.000000                        1.0  0.799784      0.000000             103.279999               32.000000              1.181102                0.000000                -41.0             63.481998              63.374001              62.959999              62.977997               62.798000               63.068001               63.265999               63.463997               63.643997               63.806000               63.661999               63.607998               63.517998               63.427998               63.049999
2023-10-01T04:48:00+00:00      100.000000                            0.0       139.111389          61.974464    61.974464             0.000000             1.375750             1.781101                        966.850281                     0.000000           125.610962           130.626022               0.000000                       99.0  0.820000      0.000000             102.199997               32.000000              0.000000                0.000000                -41.0             63.427998              63.374001              62.959999              62.942001               62.816002               63.031998               63.283997               63.427998               63.643997               63.806000               63.625999               63.589996               63.554001               63.410000               63.049999
2023-10-01T04:58:00+00:00      100.000000                            0.0       126.183723          61.610542    61.610542             0.000000             2.112965             5.474104                        966.553345                     0.000000           122.089600           136.449234               0.000000                        0.0  0.820000      0.000000              64.039993               32.000000              0.000000                0.000000                -41.0             63.463997              63.374001              62.942001              62.995998               62.834000               63.014000               63.265999               63.427998               63.643997               63.751999               63.643997               63.589996               63.535999               63.391998               63.049999
2023-10-01T05:08:00+00:00      100.000000                            0.0        89.254951          61.613255    61.613255             0.000000             1.795547             4.450525                        966.578430                     0.000000           144.752640           149.806519               0.000000                        0.0  0.820000      0.000000             101.299995               32.000000              0.000000                0.000000                -41.0             63.445999              63.427998              62.959999              62.995998               62.851997               63.068001               63.248001               63.445999               63.661999               63.751999               63.625999               63.589996               63.535999               63.410000               63.049999
2023-10-01T05:18:00+00:00      100.000000                            0.0       148.629150          61.947903    61.947903             0.730999             1.205347             1.690130                        966.688477                     0.000000           142.389771           130.073013               0.000000                       99.0  0.820000      0.000000             101.299995               32.000000              0.000000                0.000000                -41.0             63.445999              63.374001              62.959999              62.959999               62.834000               63.104000               63.248001               63.410000               63.643997               63.769997               63.625999               63.554001               63.517998               63.410000               63.068001
2023-10-01T05:28:00+00:00      100.000000                            0.0       183.627563          61.599686    61.599678             0.000000             1.206465             2.621260                        966.595276                     0.000000           166.373322           122.563164               0.000000                        0.0  0.820000      0.000000              64.039993               32.000000              0.000000                0.000000                -41.0             63.445999              63.410000              62.995998              62.959999               62.851997               63.049999               63.301998               63.374001               63.625999               63.806000               63.625999               63.643997               63.517998               63.374001               63.049999
2023-10-01T05:38:00+00:00      100.000000                            0.0       160.090118          61.601036    61.601040             0.000000             1.463699             2.549100                        966.597839                     0.000000           159.793640           156.053253               0.000000                        0.0  0.820000      0.000000             101.839996               32.000000              0.000000                0.000000                -41.0             63.481998              63.427998              62.995998              62.995998               62.888000               63.031998               63.301998               63.427998               63.643997               63.787998               63.607998               63.554001               63.517998               63.391998               63.031998
