              MeasureTime  Rel. Humidity%  Wind Direction  Brightnesslx  Air TemperatureF  Wind Speed (act)mph  Precipitation Intensityin/h  Visibilitymiles  Saline Concentration%  Friction  Ice Percent%  Road Condition Lufft IRS31Prologic  Surface TemperatureF  Freezing TemperatureF  Sub Surface Temperature 3F  Water Film Heightmil  ground temperature (0")F  ground temperature (3")F  ground temperature (6")F  ground temperature (9")F  ground temperature (12")F  ground temperature (18")F  ground temperature (24")F  ground temperature (30")F  ground temperature (36")F  ground temperature (42")F
2023-03-01T05:00:00+00:00       92.773206         0.574863           0.0          32.197804                  0.0                     0.000118         2.839665               0.086547  0.770945      0.000000                                20.0              33.022686               31.820000                         84.0              8.396999                        40.0                   31.837999                   31.856001                   31.837999                    32.360001                    32.414001                    33.007999                    33.386002                    33.980000                    34.358002
2023-03-01T05:10:00+00:00       93.441699         0.581044           0.0          31.958796                  0.0                     0.000118         2.690536               0.000000  0.759488      0.000000                                20.0              33.121559               31.820000                         84.0             10.358055                        40.0                   31.837999                   31.820000                   31.837999                    32.341999                    32.396000                    32.990002                    33.368000                    33.962002                    34.394001
2023-03-01T05:19:00+00:00       93.930103         0.568681           0.0          31.810442                  0.0                     0.000039         2.336355               0.056135  0.757076      0.000000                                20.0              32.685177               31.820000                         84.0             10.770909                        40.0                   31.837999                   31.802000                   31.856001                    32.341999                    32.414001                    33.026001                    33.386002                    33.998001                    34.358002
2023-03-01T05:30:00+00:00       94.383398         0.574863           0.0          31.645609                  0.0                     0.000472         1.317307               0.164928  0.750923      0.000000                                20.0              32.832699               31.820000                         84.0             11.824147                        40.0                   31.820000                   31.856001                   31.837999                    32.377998                    32.396000                    33.026001                    33.386002                    33.944000                    34.375999
2023-03-01T05:40:00+00:00       94.708490         0.581044           0.0          31.519233                  0.0                     0.000157         1.224101               0.432952  0.759790      0.000000                                30.0              32.945080               31.544033                         84.0             10.306448                        40.0                   31.820000                   31.820000                   31.837999                    32.377998                    32.396000                    33.007999                    33.368000                    33.980000                    34.375999
2023-03-01T05:49:00+00:00       94.977112         0.574863           0.0          31.491761                  0.0                     0.000000         2.199653               0.497483  0.751491      0.000000                                30.0              32.619888               31.475874                         84.0             11.727035                        40.0                   31.820000                   31.856001                   31.856001                    32.377998                    32.431999                    32.990002                    33.403999                    34.015999                    34.375999
2023-03-01T06:00:00+00:00       95.190784         0.574863           0.0          31.467036                  0.0                     0.000000         2.069165               0.424427  0.742981      0.000000                                30.0              32.667763               31.553034                         84.0             13.183727                        40.0                   31.837999                   31.820000                   31.820000                    32.324001                    32.431999                    33.026001                    33.422001                    33.980000                    34.340000
2023-03-01T06:00:00+00:00       95.190784         0.574863           0.0          31.467036                  0.0                     0.000000         2.069165               0.424427  0.742981      0.000000                                30.0              32.667763               31.553034                         84.0             13.183727                        40.0                   31.837999                   31.820000                   31.820000                    32.324001                    32.431999                    33.026001                    33.422001                    33.980000                    34.340000
2023-03-01T06:09:00+00:00       95.375464         0.574863           0.0          31.398355                  0.0                     0.000000         1.845472               0.393703  0.721179      0.000000                                30.0              33.070004               31.585463                         84.0             16.915600                        40.0                   31.820000                   31.802000                   31.837999                    32.377998                    32.414001                    32.990002                    33.368000                    33.944000                    34.375999
2023-03-01T06:20:00+00:00       95.537244         0.574863           0.0          31.392862                  0.0                     0.000000         2.516553               0.337268  0.784799      0.000000                                25.0              33.510056               31.644999                         84.0              6.025591                        40.0                   31.874001                   31.837999                   31.820000                    32.377998                    32.396000                    32.990002                    33.403999                    33.980000                    34.358002
2023-03-01T06:30:00+00:00       95.749396         0.581044           0.0          31.379124                  0.0                     0.000000         4.212895               0.355226  0.802747      0.000000                                25.0              33.543980               31.626059                         84.0              2.953277                        40.0                   31.837999                   31.837999                   31.856001                    32.396000                    32.396000                    33.007999                    33.368000                    33.998001                    34.358002
2023-03-01T06:39:00+00:00       96.001227         0.581044           0.0          31.497255                  0.0                     0.000000         4.411734               0.357161  0.800103      0.000000                                25.0              33.658287               31.624018                         84.0              3.405903                        40.0                   31.856001                   31.820000                   31.856001                    32.360001                    32.396000                    32.990002                    33.368000                    33.980000                    34.358002
