              MeasureTime  Rel. Humidity%  Precipitation Type Lufftlogic  Wind Direction  Air TemperatureF  Dew PointF  Wind Speed (act)mph  Wind Speed (avg)mph  Wind Speed (max)mph  Absolute Atmospheric PressurehPa  Precipitation Intensityin/h  wind direction max  wind direction avg  Saline Concentration%  Road Condition Lufftlogic  Friction  Ice Percent%  Surface TemperatureF  Freezing TemperatureF  Water Film Heightmil  ICE Layer Thicknessmil  NIRS Service Level%  SubSurface Temp 0"F  SubSurface Temp -3"F  SubSurface Temp -6"F  SubSurface Temp -9"F  SubSurface Temp -12"F  SubSurface Temp -18"F  SubSurface Temp -24"F  SubSurface Temp -30"F  SubSurface Temp -36"F  SubSurface Temp -42"F  SubSurface Temp -48"F  SubSurface Temp -54"F  SubSurface Temp -60"F  SubSurface Temp -66"F  SubSurface Temp -72"F
2023-03-01T05:05:00+00:00       57.010506                            0.0       180.154266          25.946423    12.787344             3.113968             5.013836             6.413549                        954.358154                     0.000000           183.390442           181.249207               0.000000                        0.0  0.808208      0.000000              24.799999               32.000000              0.879033                0.000000                -27.0             27.986000              28.202000              28.220001              28.670000               28.922001               29.695999               30.290001               30.848000               31.676001               32.396000               32.936001               33.692001               34.358002               35.150002               35.834000
2023-03-01T05:15:00+00:00       56.731930                            0.0       174.289780          26.214539    12.928040             3.178553             5.297218             7.348455                        954.482422                     0.000000           187.732864           179.844254               0.000000                        0.0  0.814949      0.000000              25.700001               32.000000              0.333790                0.000000                -27.0             27.931999              28.202000              28.220001              28.670000               28.940001               29.642000               30.290001               30.848000               31.676001               32.414001               32.953999               33.674000               34.340000               35.167999               35.834000
2023-03-01T05:25:00+00:00       56.663902                            0.0       173.090576          26.614981    13.276905             2.267259             4.861620             7.190423                        954.423462                     0.000000           178.457840           177.826202               0.000000                        0.0  0.815865      0.000000              26.240000               32.000000              0.303832                0.000000                -27.0             27.968000              28.220001              28.256001              28.670000               28.940001               29.642000               30.290001               30.865999               31.694000               32.431999               32.917999               33.709999               34.340000               35.167999               35.834000
2023-03-01T05:35:00+00:00       53.610523                            0.0       180.089996          27.873623    13.195116             1.456292             3.377248             5.323406                        954.412292                     0.000000           195.670807           177.726379               0.000000                        0.0  0.816290      0.000000              26.779999               32.000000              0.272343                0.000000                -27.0             27.986000              28.256001              28.238001              28.652000               28.958000               29.695999               30.308001               30.848000               31.712000               32.396000               32.936001               33.674000               34.375999               35.150002               35.798000
2023-03-01T05:45:00+00:00       54.072701                            0.0       167.687424          27.685757    13.214951             0.980247             2.418252             4.411798                        954.406799                     0.000000           180.727554           177.276276               0.000000                        0.0  0.808484      0.000000              27.139999               32.000000              0.858000                0.000000                -27.0             27.968000              28.256001              28.256001              28.688000               28.922001               29.677999               30.290001               30.848000               31.676001               32.396000               32.936001               33.709999               34.358002               35.150002               35.798000
2023-03-01T05:55:00+00:00       54.653866                            0.0       175.660873          28.094683    13.840801             0.000000             1.808308             2.857702                        954.421387                     0.000000           186.824432           176.210678               0.000000                        0.0  0.814335      0.000000              27.139999               32.000000              0.417404                0.000000                -27.0             28.021999              28.238001              28.256001              28.634001               28.958000               29.695999               30.290001               30.865999               31.694000               32.396000               32.953999               33.709999               34.358002               35.167999               35.815998
2023-03-01T06:05:00+00:00       55.783844                            0.0       220.292999          28.351067    14.548611             0.000000             0.967039             4.739961                        954.437378                     0.000000           229.354111           177.422989               0.000000                        0.0  0.811947      0.000000              26.959999               32.000000              0.631447                0.000000                -27.0             27.986000              28.202000              28.238001              28.670000               28.940001               29.624001               30.290001               30.848000               31.694000               32.396000               32.953999               33.709999               34.358002               35.132000               35.869999
2023-03-01T06:15:00+00:00       58.077637                            0.0       351.657501          27.472527    14.646002             0.000000             0.000000             1.565029                        954.341248                     0.000000           252.299850             0.000000               0.000000                        0.0  0.813721      0.000000              26.959999               32.000000              0.463212                0.000000                -27.0             28.021999              28.238001              28.274000              28.670000               28.903999               29.695999               30.271999               30.884001               31.639999               32.396000               32.953999               33.692001               34.375999               35.167999               35.815998
2023-03-01T06:25:00+00:00       57.054070                            0.0         0.000000          27.350676    14.124586             0.000000             0.000000             1.012086                        954.370789                     0.000000           355.111816             0.000000               0.000000                        0.0  0.805944      0.000000              27.139999               32.000000              0.977108                0.000000                -27.0             28.004000              28.256001              28.274000              28.688000               28.922001               29.677999               30.290001               30.865999               31.712000               32.377998               32.917999               33.728001               34.394001               35.167999               35.869999
2023-03-01T06:35:00+00:00       57.922192                            0.0       193.573975          27.585709    14.691172             0.000000             0.772465             2.353448                        954.521973                     0.000000           192.410324           176.326401               0.000000                        0.0  0.810606      0.000000              27.320000               32.000000              0.781797                0.000000                -27.0             28.021999              28.238001              28.238001              28.616001               28.903999               29.642000               30.308001               30.865999               31.676001               32.431999               32.936001               33.692001               34.358002               35.150002               35.852001
2023-03-01T06:45:00+00:00       57.930965                            0.0       210.735931          27.663839    14.768190             1.465761             2.499474             3.459380                        954.665100                     0.000000           182.101547           188.393402               0.000000                        0.0  0.812718      0.000000              27.320000               32.000000              0.563111                0.000000                -27.0             28.021999              28.238001              28.220001              28.652000               28.940001               29.677999               30.290001               30.865999               31.639999               32.396000               32.936001               33.692001               34.340000               35.132000               35.852001
2023-03-01T06:55:00+00:00       58.185593                            0.0         0.000000          27.933025    15.122246             0.000000             1.303247             3.444690                        954.505310                     0.000000           193.836823           177.351135               0.000000                        0.0  0.806078      0.000000              27.500000               32.000000              1.042133                0.000000                -27.0             28.040001              28.238001              28.256001              28.670000               28.940001               29.642000               30.290001               30.865999               31.658001               32.396000               32.900002               33.728001               34.375999               35.186001               35.834000
2023-03-01T07:05:00+00:00       57.526039                            0.0         0.000000          28.058823    14.979017             0.000000             0.000000             1.041549                        954.384521                     0.000000           116.307617             0.000000               0.000000                        0.0  0.812633      0.000000              27.500000               32.000000              0.503554                0.000000                -27.0             28.040001              28.238001              28.292000              28.705999               28.922001               29.642000               30.308001               30.865999               31.676001               32.377998               32.936001               33.692001               34.340000               35.150002               35.852001
2023-03-01T07:15:00+00:00       60.211800                            0.0        21.701759          27.314137    15.324507             0.000000             0.000000             1.131130                        954.276917                     0.000000             8.341957             0.000000               0.000000                        0.0  0.806279      0.000000              27.500000               32.000000              1.056126                0.000000                -27.0             27.986000              28.274000              28.256001              28.670000               28.922001               29.660000               30.326000               30.865999               31.658001               32.377998               32.917999               33.674000               34.340000               35.132000               35.815998
2023-03-01T07:25:00+00:00       59.189964                            0.0       358.421631          26.922493    14.561979             0.000000             0.000000             1.160026                        954.181763                     0.000000            26.739143            37.909550               0.000000                        0.0  0.807053      0.000000              27.500000               32.000000              0.967312                0.000000                -27.0             28.058001              28.256001              28.256001              28.688000               28.958000               29.642000               30.290001               30.865999               31.639999               32.396000               32.990002               33.709999               34.340000               35.186001               35.815998
2023-03-01T07:35:00+00:00       63.867016                            0.0       356.444244          24.531279    14.034887             0.000000             2.049612             4.645205                        953.872437                     0.000000           357.172729             5.146162               0.000000                        0.0  0.820000      0.000000              27.320000               32.000000              0.000000                0.000000                -27.0             28.040001              28.274000              28.238001              28.652000               28.940001               29.677999               30.308001               30.848000               31.676001               32.396000               32.936001               33.709999               34.375999               35.150002               35.834000
2023-03-01T07:45:00+00:00       60.279842                            0.0       350.547424          27.180340    15.223959             0.000000             2.591790             5.271595                        953.841309                     0.000000           166.141693           172.319351               0.000000                        0.0  0.810490      0.000000              27.139999               32.000000              0.725480                0.000000                -27.0             28.040001              28.274000              28.274000              28.670000               28.940001               29.642000               30.290001               30.865999               31.658001               32.377998               32.917999               33.709999               34.358002               35.203999               35.815998
2023-03-01T07:55:00+00:00       61.269745                            0.0       238.754944          26.840591    15.276596             0.000000             0.987542             2.094300                        953.785828                     0.000000             8.289084             0.000000               0.000000                        0.0  0.808430      0.000000              26.959999               32.000000              0.832540                0.000000                -27.0             28.058001              28.292000              28.292000              28.634001               28.958000               29.677999               30.290001               30.848000               31.694000               32.414001               32.917999               33.728001               34.358002               35.167999               35.798000
2023-03-01T08:05:00+00:00       60.569820                            0.0       321.772461          26.090481    14.303123             0.000000             1.309042             2.049808                        953.386169                     0.000000             3.118493           357.204620               0.000000                        0.0  0.810334      0.000000              27.139999               32.000000              0.793523                0.000000                -27.0             28.094000              28.274000              28.309999              28.652000               28.940001               29.660000               30.271999               30.812000               31.676001               32.396000               32.953999               33.728001               34.304001               35.150002               35.852001
2023-03-01T08:15:00+00:00       62.738422                            0.0        11.278506          25.451656    14.502352             1.219291             2.245433             3.636050                        953.056030                     0.000000            14.118662             0.530570               0.000000                        0.0  0.806325      0.000000              26.959999               32.000000              1.023131                0.000000                -27.0             28.076000              28.292000              28.292000              28.670000               28.903999               29.677999               30.271999               30.848000               31.694000               32.431999               32.936001               33.709999               34.375999               35.132000               35.852001
2023-03-01T08:25:00+00:00       64.320938                            0.0        31.344383          25.083132    14.722342             0.000000             1.728091             3.295562                        952.919739                     0.000000           345.653198           347.689972               0.000000                        0.0  0.806639      0.000000              26.420000               32.000000              0.999042                0.000000                -27.0             28.076000              28.274000              28.292000              28.670000               28.922001               29.677999               30.271999               30.830000               31.676001               32.396000               32.990002               33.709999               34.358002               35.167999               35.869999
2023-03-01T08:35:00+00:00       64.201675                            0.0       325.990387          24.788231    14.398985             0.000000             2.055756             4.224989                        952.933228                     0.000000           248.137543           295.135559               0.000000                        0.0  0.816064      0.000000              25.700001               32.000000              0.409137                0.000000                -27.0             28.129999              28.292000              28.309999              28.688000               28.886000               29.660000               30.326000               30.865999               31.658001               32.360001               32.917999               33.674000               34.375999               35.132000               35.815998
2023-03-01T08:45:00+00:00       63.481636                            0.0       348.139923          26.106827    15.395174             0.952587             2.753624             4.829673                        952.582031                     0.000000           344.485229             8.108942               0.000000                        0.0  0.813587      0.000000              24.980000               32.000000              0.473171                0.000000                -27.0             28.112000              28.274000              28.238001              28.652000               28.922001               29.624001               30.271999               30.848000               31.694000               32.450001               32.917999               33.709999               34.358002               35.167999               35.834000
2023-03-01T08:55:00+00:00       65.135658                            0.0       245.730331          25.213966    15.135736             0.000000             2.091365             4.102276                        952.610840                     0.000000           358.996521           340.196808               0.000000                        0.0  0.814542      0.000000              24.260000               32.000000              0.399713                0.000000                -27.0             28.112000              28.292000              28.327999              28.670000               28.886000               29.677999               30.254000               30.848000               31.658001               32.396000               32.953999               33.709999               34.358002               35.203999               35.798000
2023-03-01T09:05:00+00:00       65.313942                            0.0       152.476654          25.100655    15.090397             1.533892             3.556223             6.281858                        952.613953                     0.000000           190.167999           191.663635               0.000000                        0.0  0.812147      0.000000              24.260000               32.000000              0.581013                0.000000                -27.0             28.129999              28.327999              28.256001              28.652000               28.958000               29.660000               30.308001               30.865999               31.658001               32.396000               32.917999               33.709999               34.340000               35.150002               35.834000
2023-03-01T09:15:00+00:00       65.368874                            0.0       165.849442          25.536293    15.525352             0.000000             2.176192             3.291148                        952.563049                     0.000000           182.338562           176.482361               0.000000                        0.0  0.813223      0.000000              24.620001               32.000000              0.495389                0.000000                -27.0             28.148001              28.309999              28.292000              28.688000               28.922001               29.624001               30.254000               30.865999               31.676001               32.414001               32.953999               33.692001               34.358002               35.167999               35.815998
2023-03-01T09:25:00+00:00       65.330544                            0.0       172.347916          25.887497    15.846910             1.790706             3.337010             5.047109                        952.534302                     0.000000           160.176804           173.858231               0.000000                        0.0  0.814005      0.000000              25.160000               32.000000              0.445733                0.000000                -27.0             28.184000              28.327999              28.292000              28.670000               28.940001               29.677999               30.308001               30.865999               31.658001               32.450001               32.936001               33.728001               34.321999               35.150002               35.834000
2023-03-01T09:35:00+00:00       65.513893                            0.0       147.027130          26.030910    16.048344             0.893584             2.621153             3.679544                        952.569153                     0.000000           179.814880           174.520950               0.000000                        0.0  0.811633      0.000000              25.160000               32.000000              0.782963                0.000000                -27.0             28.148001              28.309999              28.292000              28.670000               28.922001               29.660000               30.290001               30.848000               31.694000               32.396000               32.953999               33.692001               34.375999               35.167999               35.815998
2023-03-01T09:45:00+00:00       65.737244                            0.0       114.917847          26.054897    16.149734             0.000000             2.881499             5.129945                        952.693420                     0.000000           183.579529           178.798904               0.000000                        0.0  0.820000      0.000000              25.880001               32.000000              0.000000                0.000000                -27.0             28.129999              28.309999              28.327999              28.705999               28.940001               29.642000               30.290001               30.830000               31.694000               32.377998               32.917999               33.709999               34.375999               35.150002               35.869999
2023-03-01T09:55:00+00:00       65.117523                            0.0        85.787598          26.165913    16.037201             0.000000             0.000000             1.361514                        952.602661                     0.000000           126.986420           128.218155               0.000000                        0.0  0.820000      0.000000              26.420000               32.000000              0.000000                0.000000                -27.0             28.129999              28.292000              28.274000              28.723999               28.940001               29.660000               30.290001               30.830000               31.639999               32.414001               32.953999               33.709999               34.358002               35.132000               35.834000
2023-03-01T10:05:00+00:00       66.420166                            0.0       124.778328          26.014147    16.349354             0.000000             0.984843             1.759948                        952.598511                     0.000000           123.819099           110.408333               0.000000                        0.0  0.820000      0.000000              26.600000               32.000000              0.000000                0.000000                -27.0             28.148001              28.327999              28.327999              28.688000               28.976000               29.660000               30.290001               30.865999               31.676001               32.377998               32.936001               33.692001               34.358002               35.186001               35.869999
2023-03-01T10:15:00+00:00       68.916489                            0.0         0.000000          25.575890    16.782480             0.000000             0.000000             1.401303                        952.777649                     0.000000           120.898613           154.427582               0.000000                        0.0  0.820000      0.000000              26.959999               32.000000              0.000000                0.000000                -27.0             28.166000              28.346001              28.292000              28.652000               28.958000               29.660000               30.290001               30.848000               31.676001               32.396000               32.900002               33.709999               34.321999               35.150002               35.834000
2023-03-01T10:25:00+00:00       65.434875                            0.0        88.994598          26.715914    16.674093             0.749440             1.272030             1.935294                        952.708618                     0.000000            81.195045           108.281425               0.000000                        0.0  0.810082      0.000000              27.139999               32.000000              0.758010                0.000000                -27.0             28.202000              28.382000              28.309999              28.652000               28.922001               29.642000               30.290001               30.865999               31.676001               32.396000               32.953999               33.638000               34.340000               35.186001               35.869999
2023-03-01T10:35:00+00:00       68.906563                            0.0         0.000000          26.122168    17.303349             0.000000             0.000000             1.464762                        952.903625                     0.000000           102.425133             0.000000               0.000000                        0.0  0.808477      0.000000              27.320000               32.000000              0.858546                0.000000                -27.0             28.202000              28.346001              28.309999              28.670000               28.922001               29.677999               30.271999               30.848000               31.658001               32.396000               32.936001               33.709999               34.340000               35.167999               35.815998
2023-03-01T10:45:00+00:00       70.694229                            0.0       332.104126          25.558685    17.356064             0.000000             0.000000             2.049247                        952.749146                     0.000000           331.936981             0.000000               0.000000                        0.0  0.820000      0.000000              27.320000               32.000000              0.000000                0.000000                -27.0             28.202000              28.382000              28.309999              28.688000               28.940001               29.660000               30.290001               30.848000               31.639999               32.431999               32.936001               33.674000               34.340000               35.167999               35.815998
2023-03-01T10:55:00+00:00       71.783638                            0.0       259.014832          25.325264    17.486176             0.000000             1.684138             4.310716                        952.843994                     0.000000           179.990616           198.116455               0.000000                        0.0  0.820000      0.000000              27.320000               32.000000              0.000000                0.000000                -27.0             28.202000              28.400000              28.327999              28.652000               28.940001               29.660000               30.290001               30.848000               31.658001               32.377998               32.953999               33.709999               34.394001               35.150002               35.852001
2023-03-01T11:05:00+00:00       70.456566                            0.0         0.000000          25.622818    17.339638             0.000000             1.142835             2.151067                        952.875183                     0.000000           271.903564             0.000000               0.000000                        0.0  0.820000      0.000000              27.320000               32.000000              0.000000                0.000000                -27.0             28.202000              28.382000              28.327999              28.688000               28.903999               29.660000               30.290001               30.848000               31.639999               32.414001               32.953999               33.692001               34.340000               35.150002               35.815998
2023-03-01T11:15:00+00:00       71.722542                            0.0         0.000000          24.881449    17.038628             0.000000             0.000000             1.582390                        952.886414                     0.000000           317.611084             0.000000               0.000000                        0.0  0.820000      0.000000              27.139999               32.000000              0.000000                0.000000                -27.0             28.220001              28.364000              28.346001              28.705999               28.922001               29.677999               30.271999               30.884001               31.658001               32.414001               32.936001               33.674000               34.375999               35.167999               35.834000
2023-03-01T11:25:00+00:00       71.864700                            0.0        50.553360          25.318829    17.506174             0.000000             0.000000             1.834341                        952.820923                     0.000000            52.221428            44.085255               0.000000                        0.0  0.820000      0.000000              27.139999               32.000000              0.000000                0.000000                -27.0             28.166000              28.364000              28.327999              28.670000               28.903999               29.677999               30.271999               30.812000               31.639999               32.360001               32.953999               33.674000               34.340000               35.150002               35.815998
2023-03-01T11:35:00+00:00       70.512886                            0.0        48.376377          25.028442    16.786350             0.000000             1.291429             1.631808                        952.773987                     0.000000            98.896942            56.201221               0.000000                        0.0  0.820000      0.000000              27.320000               32.000000              0.000000                0.000000                -27.0             28.256001              28.364000              28.327999              28.688000               28.940001               29.677999               30.290001               30.848000               31.676001               32.450001               32.917999               33.692001               34.340000               35.167999               35.815998
2023-03-01T11:45:00+00:00       69.019257                            0.0         7.514257          25.317318    16.568783             0.000000             0.756083             2.292206                        952.758057                     0.000000           352.215271            24.753567               0.000000                        0.0  0.820000      0.000000              26.779999               32.000000              0.000000                0.000000                -27.0             28.220001              28.400000              28.346001              28.688000               28.940001               29.660000               30.290001               30.812000               31.658001               32.396000               32.936001               33.709999               34.340000               35.150002               35.798000
2023-03-01T11:55:00+00:00       70.185287                            0.0       347.165588          24.626766    16.292362             0.000000             1.656917             2.576383                        952.684387                     0.000000           351.344177           354.824921               0.000000                        0.0  0.820000      0.000000              25.880001               32.000000              0.000000                0.000000                -27.0             28.220001              28.382000              28.309999              28.705999               28.940001               29.642000               30.271999               30.865999               31.676001               32.377998               32.936001               33.674000               34.358002               35.167999               35.852001
2023-03-01T12:05:00+00:00       71.559464                            0.0       324.337128          24.093094    16.226170             0.000000             0.000000             1.373902                        952.679382                     0.000000           331.369873           339.297913               0.000000                        0.0  0.820000      0.000000              25.520000               32.000000              0.000000                0.000000                -27.0             28.220001              28.382000              28.364000              28.688000               28.940001               29.660000               30.271999               30.865999               31.676001               32.414001               32.936001               33.709999               34.321999               35.132000               35.815998
2023-03-01T12:15:00+00:00       71.063133                            0.0       321.674683          23.854984    15.836304             0.000000             1.540643             2.712513                        952.586670                     0.000000           354.507355           340.764069               0.000000                        0.0  0.820000      0.000000              25.520000               32.000000              0.000000                0.000000                -27.0             28.220001              28.400000              28.346001              28.688000               28.940001               29.642000               30.308001               30.830000               31.676001               32.377998               32.917999               33.674000               34.358002               35.132000               35.798000
