Model,Epoch,Train Loss,Validation Loss,Train MSE,Validation MSE,Train MAE,Validation MAE
Wide LSTM,21,3652.02685546875,3579.310791015625,3652.02685546875,3579.310791015625,52.236385345458984,51.38616943359375
Wide LSTM,22,3602.57958984375,3533.51513671875,3602.57958984375,3533.51513671875,51.77350997924805,50.950626373291016
Wide LSTM,23,3557.025146484375,3489.070068359375,3557.025146484375,3489.070068359375,51.34624481201172,50.52908706665039
Wide LSTM,24,3512.5556640625,3445.538330078125,3512.5556640625,3445.538330078125,50.925106048583984,50.1089973449707
Wide LSTM,25,3468.825439453125,3402.64599609375,3468.825439453125,3402.64599609375,50.511016845703125,49.69586944580078
Wide LSTM,26,3425.710205078125,3360.299072265625,3425.710205078125,3360.299072265625,50.095977783203125,49.28567123413086
Wide LSTM,27,3383.119384765625,3318.566650390625,3383.119384765625,3318.566650390625,49.68996047973633,48.8787956237793
Wide LSTM,28,3341.00048828125,3277.16748046875,3341.00048828125,3277.16748046875,49.27994918823242,48.47135543823242
Wide LSTM,29,3299.421142578125,3236.181640625,3299.421142578125,3236.181640625,48.88113784790039,48.06688690185547
Wide LSTM,30,3258.124755859375,3195.75048828125,3258.124755859375,3195.75048828125,48.47504806518555,47.6673698425293
Wide LSTM,31,3217.375732421875,3155.607666015625,3217.375732421875,3155.607666015625,48.07077407836914,47.265621185302734
Wide LSTM,32,3177.005859375,3116.095458984375,3177.005859375,3116.095458984375,47.67321014404297,46.869140625
Wide LSTM,33,3137.059814453125,3076.823486328125,3137.059814453125,3076.823486328125,47.27519607543945,46.47290802001953
Wide LSTM,34,3097.5205078125,3037.907470703125,3097.5205078125,3037.907470703125,46.8804931640625,46.0783576965332
Wide LSTM,35,3058.3583984375,2999.507568359375,3058.3583984375,2999.507568359375,46.48646545410156,45.68746566772461
Wide LSTM,36,3019.6123046875,2961.531982421875,3019.6123046875,2961.531982421875,46.097076416015625,45.29851531982422
Wide LSTM,37,2981.267822265625,2923.913330078125,2981.267822265625,2923.913330078125,45.70631790161133,44.911407470703125
Wide LSTM,38,2943.3447265625,2886.778564453125,2943.3447265625,2886.778564453125,45.319725036621094,44.53739547729492
Wide LSTM,39,2905.82275390625,2849.695556640625,2905.82275390625,2849.695556640625,44.94047546386719,44.14451599121094
Wide LSTM,40,2868.524658203125,2813.22314453125,2868.524658203125,2813.22314453125,44.553565979003906,43.76224899291992
Wide LSTM,41,2831.613037109375,2776.912841796875,2831.613037109375,2776.912841796875,44.17038345336914,43.37940216064453
Wide LSTM,42,2795.1103515625,2741.021728515625,2795.1103515625,2741.021728515625,43.791404724121094,42.99953842163086
Wide LSTM,43,2758.9453125,2705.65966796875,2758.9453125,2705.65966796875,43.4109001159668,42.63059616088867
Wide LSTM,44,2723.178955078125,2670.7080078125,2723.178955078125,2670.7080078125,43.0372314453125,42.25937271118164
Wide LSTM,45,2687.839599609375,2635.892333984375,2687.839599609375,2635.892333984375,42.664913177490234,41.885398864746094
Wide LSTM,46,2652.83251953125,2601.602294921875,2652.83251953125,2601.602294921875,42.295169830322266,41.5144157409668
Wide LSTM,47,2618.2119140625,2567.708984375,2618.2119140625,2567.708984375,41.93077087402344,41.16490173339844
Wide LSTM,48,2583.972412109375,2534.095703125,2583.972412109375,2534.095703125,41.57078170776367,40.79700469970703
Wide LSTM,49,2550.099853515625,2500.83984375,2550.099853515625,2500.83984375,41.218101501464844,40.450111389160156
Wide LSTM,50,2516.47705078125,2468.029541015625,2516.47705078125,2468.029541015625,40.86058807373047,40.09254837036133
Wide LSTM,51,2483.26220703125,2435.51513671875,2483.26220703125,2435.51513671875,40.50361251831055,39.75522232055664
Wide LSTM,52,2450.454345703125,2403.17333984375,2450.454345703125,2403.17333984375,40.158992767333984,39.396644592285156
Wide LSTM,53,2417.473876953125,2370.90869140625,2417.473876953125,2370.90869140625,39.79767608642578,39.0504035949707
Wide LSTM,54,2385.146484375,2339.182861328125,2385.146484375,2339.182861328125,39.448062896728516,38.693153381347656
Wide LSTM,55,2353.26318359375,2308.024169921875,2353.26318359375,2308.024169921875,39.107391357421875,38.36522674560547
Wide LSTM,56,2321.77490234375,2277.234375,2321.77490234375,2277.234375,38.777198791503906,38.02978515625
Wide LSTM,57,2290.611083984375,2246.65771484375,2290.611083984375,2246.65771484375,38.44419860839844,37.709991455078125
Wide LSTM,58,2259.825439453125,2216.558349609375,2259.825439453125,2216.558349609375,38.12504577636719,37.39469528198242
Wide LSTM,59,2229.3017578125,2186.658935546875,2229.3017578125,2186.658935546875,37.79994201660156,37.06825256347656
Wide LSTM,60,2199.126953125,2157.275634765625,2199.126953125,2157.275634765625,37.48274612426758,36.76451110839844
Wide LSTM,61,2169.3623046875,2128.117919921875,2169.3623046875,2128.117919921875,37.1729736328125,36.4619255065918
Wide LSTM,62,2139.97998046875,2099.308349609375,2139.97998046875,2099.308349609375,36.86391067504883,36.1541748046875
Wide LSTM,63,2110.871337890625,2070.872314453125,2110.871337890625,2070.872314453125,36.56220245361328,35.85535430908203
Wide LSTM,64,2082.09130859375,2042.8538818359375,2082.09130859375,2042.8538818359375,36.26276397705078,35.572017669677734
Wide LSTM,65,2053.647216796875,2014.9595947265625,2053.647216796875,2014.9595947265625,35.97147750854492,35.266902923583984
Wide LSTM,66,2025.470703125,1987.3275146484375,2025.470703125,1987.3275146484375,35.67399597167969,34.98219299316406
Wide LSTM,67,1997.604248046875,1959.994140625,1997.604248046875,1959.994140625,35.383216857910156,34.69332504272461
Wide LSTM,68,1970.18017578125,1933.1162109375,1970.18017578125,1933.1162109375,35.10125732421875,34.42015075683594
Wide LSTM,69,1942.884521484375,1906.5013427734375,1942.884521484375,1906.5013427734375,34.814430236816406,34.1392707824707
Wide LSTM,70,1915.954345703125,1880.179931640625,1915.954345703125,1880.179931640625,34.53733825683594,33.862857818603516
Wide LSTM,71,1889.333251953125,1854.1031494140625,1889.333251953125,1854.1031494140625,34.26116943359375,33.593589782714844
Wide LSTM,72,1862.973388671875,1828.4495849609375,1862.973388671875,1828.4495849609375,33.98683166503906,33.33292007446289
Wide LSTM,73,1837.04248046875,1803.3466796875,1837.04248046875,1803.3466796875,33.71883773803711,33.089630126953125
Wide LSTM,74,1811.264404296875,1777.7132568359375,1811.264404296875,1777.7132568359375,33.453495025634766,32.814849853515625
Wide LSTM,75,1785.7359619140625,1752.8692626953125,1785.7359619140625,1752.8692626953125,33.19130325317383,32.550106048583984
Wide LSTM,76,1760.556396484375,1728.1697998046875,1760.556396484375,1728.1697998046875,32.923316955566406,32.30304718017578
Wide LSTM,77,1735.6446533203125,1703.765380859375,1735.6446533203125,1703.765380859375,32.68096923828125,32.067344665527344
Wide LSTM,78,1711.02978515625,1679.820556640625,1711.02978515625,1679.820556640625,32.42738342285156,31.808326721191406
Wide LSTM,79,1686.6728515625,1655.98193359375,1686.6728515625,1655.98193359375,32.16903305053711,31.55880355834961
Wide LSTM,80,1662.564208984375,1632.435546875,1662.564208984375,1632.435546875,31.91902732849121,31.324142456054688
Wide LSTM,81,1638.65869140625,1609.1182861328125,1638.65869140625,1609.1182861328125,31.666641235351562,31.085407257080078
Wide LSTM,82,1615.1558837890625,1585.9779052734375,1615.1558837890625,1585.9779052734375,31.426115036010742,30.82052230834961
Wide LSTM,83,1591.8218994140625,1563.306640625,1591.8218994140625,1563.306640625,31.179723739624023,30.62285614013672
Wide LSTM,84,1568.734619140625,1540.274169921875,1568.734619140625,1540.274169921875,30.935691833496094,30.36478042602539
Wide LSTM,85,1544.5057373046875,1516.6568603515625,1544.5057373046875,1516.6568603515625,30.629993438720703,30.054386138916016
Wide LSTM,86,1521.787353515625,1494.525634765625,1521.787353515625,1494.525634765625,30.39137840270996,29.821470260620117
Wide LSTM,87,1499.4368896484375,1472.482421875,1499.4368896484375,1472.482421875,30.15129852294922,29.599294662475586
Wide LSTM,88,1477.3751220703125,1451.1453857421875,1477.3751220703125,1451.1453857421875,29.91521644592285,29.39162826538086
Wide LSTM,89,1455.51025390625,1429.7099609375,1455.51025390625,1429.7099609375,29.685134887695312,29.157825469970703
Wide LSTM,90,1434.074462890625,1408.9326171875,1434.074462890625,1408.9326171875,29.45577049255371,28.904916763305664
Wide LSTM,91,1412.7744140625,1387.864990234375,1412.7744140625,1387.864990234375,29.22017478942871,28.68870735168457
Wide LSTM,92,1391.5426025390625,1367.1422119140625,1391.5426025390625,1367.1422119140625,28.987056732177734,28.4973201751709
Wide LSTM,93,1370.716064453125,1346.5133056640625,1370.716064453125,1346.5133056640625,28.759363174438477,28.250669479370117
Wide LSTM,94,1350.0535888671875,1326.2960205078125,1350.0535888671875,1326.2960205078125,28.529733657836914,28.0261287689209
Wide LSTM,95,1329.573486328125,1306.3515625,1329.573486328125,1306.3515625,28.296415328979492,27.792999267578125
Wide LSTM,96,1310.222900390625,1287.7177734375,1310.222900390625,1287.7177734375,28.093599319458008,27.635040283203125
Wide LSTM,97,1290.144775390625,1267.015625,1290.144775390625,1267.015625,27.87906265258789,27.33746337890625
Wide LSTM,98,1267.9693603515625,1245.7684326171875,1267.9693603515625,1245.7684326171875,27.5341796875,27.072214126586914
Wide LSTM,99,1248.26416015625,1227.843017578125,1248.26416015625,1227.843017578125,27.30196189880371,26.946609497070312
Wide LSTM,100,1229.836181640625,1208.3154296875,1229.836181640625,1208.3154296875,27.13661003112793,26.666837692260742
Wide LSTM,101,1209.9161376953125,1189.1964111328125,1209.9161376953125,1189.1964111328125,26.866554260253906,26.410242080688477
Wide LSTM,102,1190.9317626953125,1170.723876953125,1190.9317626953125,1170.723876953125,26.632478713989258,26.20100212097168
Wide LSTM,103,1172.3809814453125,1153.3759765625,1172.3809814453125,1153.3759765625,26.412357330322266,26.02754783630371
Wide LSTM,104,1153.8765869140625,1133.852783203125,1153.8765869140625,1133.852783203125,26.176944732666016,25.737106323242188
Wide LSTM,105,1135.337158203125,1116.9776611328125,1135.337158203125,1116.9776611328125,25.961898803710938,25.59851837158203
Wide LSTM,106,1117.7645263671875,1099.6810302734375,1117.7645263671875,1099.6810302734375,25.756750106811523,25.40438461303711
Wide LSTM,107,1100.071044921875,1081.9022216796875,1100.071044921875,1081.9022216796875,25.551301956176758,25.136857986450195
Wide LSTM,108,1082.6033935546875,1064.65576171875,1082.6033935546875,1064.65576171875,25.320802688598633,24.945022583007812
Wide LSTM,109,1065.4417724609375,1047.627197265625,1065.4417724609375,1047.627197265625,25.112590789794922,24.74079132080078
Wide LSTM,110,1048.2772216796875,1031.038330078125,1048.2772216796875,1031.038330078125,24.89642906188965,24.51154899597168
Wide LSTM,111,1031.859375,1016.21533203125,1031.859375,1016.21533203125,24.716693878173828,24.396438598632812
Wide LSTM,112,1015.4129638671875,999.2796630859375,1015.4129638671875,999.2796630859375,24.51312255859375,24.196866989135742
Wide LSTM,113,999.4638671875,983.8662109375,999.4638671875,983.8662109375,24.33186912536621,24.00499153137207
Wide LSTM,114,983.30615234375,967.7015991210938,983.30615234375,967.7015991210938,24.111370086669922,23.77379608154297
Wide LSTM,115,967.6202392578125,952.4645385742188,967.6202392578125,952.4645385742188,23.918779373168945,23.6253604888916
Wide LSTM,116,951.6870727539062,937.3226928710938,951.6870727539062,937.3226928710938,23.70516586303711,23.443662643432617
Wide LSTM,117,936.5387573242188,922.5081787109375,936.5387573242188,922.5081787109375,23.514230728149414,23.276227951049805
Wide LSTM,118,921.4468994140625,907.6168212890625,921.4468994140625,907.6168212890625,23.326793670654297,23.095218658447266
Wide LSTM,119,906.9926147460938,893.7611694335938,906.9926147460938,893.7611694335938,23.164169311523438,22.94988250732422
Wide LSTM,120,892.3228759765625,879.177490234375,892.3228759765625,879.177490234375,22.968923568725586,22.750656127929688
Wide LSTM,121,878.3236083984375,865.3656005859375,878.3236083984375,865.3656005859375,22.797374725341797,22.5753173828125
Wide LSTM,122,864.0639038085938,851.4288330078125,864.0639038085938,851.4288330078125,22.617076873779297,22.391014099121094
Wide LSTM,123,850.0606079101562,838.183349609375,850.0606079101562,838.183349609375,22.420490264892578,22.2427921295166
Wide LSTM,124,836.4671630859375,825.110107421875,836.4671630859375,825.110107421875,22.252153396606445,22.09287452697754
Wide LSTM,125,823.3761596679688,812.1884155273438,823.3761596679688,812.1884155273438,22.10367202758789,21.921401977539062
Wide LSTM,126,810.312255859375,799.7891235351562,810.312255859375,799.7891235351562,21.92417335510254,21.81097412109375
Wide LSTM,127,797.4518432617188,787.1954956054688,797.4518432617188,787.1954956054688,21.763946533203125,21.640981674194336
Wide LSTM,128,784.8915405273438,775.5142822265625,784.8915405273438,775.5142822265625,21.59905242919922,21.456018447875977
Wide LSTM,129,772.5499267578125,762.8389282226562,772.5499267578125,762.8389282226562,21.447656631469727,21.337310791015625
Wide LSTM,130,758.4674072265625,747.1295776367188,758.4674072265625,747.1295776367188,21.175386428833008,20.972810745239258
Wide LSTM,131,743.616943359375,733.84619140625,743.616943359375,733.84619140625,20.936294555664062,20.799894332885742
Wide LSTM,132,731.2611694335938,722.160888671875,731.2611694335938,722.160888671875,20.75548553466797,20.65796661376953
Wide LSTM,133,719.3474731445312,710.9141845703125,719.3474731445312,710.9141845703125,20.598167419433594,20.532752990722656
Wide LSTM,134,707.719970703125,699.06640625,707.719970703125,699.06640625,20.449047088623047,20.33779525756836
Wide LSTM,135,696.5328979492188,687.8524780273438,696.5328979492188,687.8524780273438,20.29844856262207,20.174121856689453
Wide LSTM,136,685.3314208984375,676.6756591796875,685.3314208984375,676.6756591796875,20.145084381103516,20.00645637512207
Wide LSTM,137,675.0050048828125,666.766845703125,675.0050048828125,666.766845703125,20.008296966552734,19.922382354736328
Wide LSTM,138,663.9041137695312,657.236083984375,663.9041137695312,657.236083984375,19.85000991821289,19.77330207824707
Wide LSTM,139,653.5623168945312,646.390625,653.5623168945312,646.390625,19.719072341918945,19.669700622558594
Wide LSTM,140,643.5472412109375,637.035400390625,643.5472412109375,637.035400390625,19.593719482421875,19.566442489624023
Wide LSTM,141,634.1748046875,627.7431640625,634.1748046875,627.7431640625,19.480819702148438,19.455360412597656
Wide LSTM,142,619.8563232421875,610.5325317382812,619.8563232421875,610.5325317382812,19.13654899597168,18.97970962524414
Wide LSTM,143,607.4674072265625,599.5484008789062,607.4674072265625,599.5484008789062,18.909658432006836,18.771060943603516
Wide LSTM,144,597.4522705078125,590.1788330078125,597.4522705078125,590.1788330078125,18.768735885620117,18.655006408691406
Wide LSTM,145,587.6941528320312,581.0717163085938,587.6941528320312,581.0717163085938,18.623371124267578,18.544025421142578
Wide LSTM,146,578.3568725585938,572.1524658203125,578.3568725585938,572.1524658203125,18.47814178466797,18.42063331604004
Wide LSTM,147,569.362060546875,562.799560546875,569.362060546875,562.799560546875,18.355363845825195,18.274744033813477
Wide LSTM,148,560.3786010742188,554.7914428710938,560.3786010742188,554.7914428710938,18.22270965576172,18.18451690673828
Wide LSTM,149,552.0704956054688,546.0120849609375,552.0704956054688,546.0120849609375,18.131807327270508,18.0694580078125
Wide LSTM,150,543.2376708984375,538.1832275390625,543.2376708984375,538.1832275390625,17.987375259399414,17.928564071655273
Deep and Wide LSTM,1,4497.7421875,4247.2060546875,4497.7421875,4247.2060546875,59.65742874145508,57.410362243652344
Deep and Wide LSTM,2,4146.82568359375,3961.642578125,4146.82568359375,3961.642578125,56.670711517333984,54.90401077270508
Deep and Wide LSTM,3,3903.887451171875,3751.229736328125,3903.887451171875,3751.229736328125,54.54036331176758,52.99287414550781
Deep and Wide LSTM,4,3704.851806640625,3565.39453125,3704.851806640625,3565.39453125,52.72444534301758,51.2580680847168
Deep and Wide LSTM,5,3525.15087890625,3395.044677734375,3525.15087890625,3395.044677734375,51.047916412353516,49.630516052246094
Deep and Wide LSTM,6,3358.602783203125,3236.087158203125,3358.602783203125,3236.087158203125,49.45709991455078,48.07791519165039
Deep and Wide LSTM,7,3202.42822265625,3086.380859375,3202.42822265625,3086.380859375,47.93880844116211,46.58724594116211
Deep and Wide LSTM,8,3055.0224609375,2944.8818359375,3055.0224609375,2944.8818359375,46.469276428222656,45.1519889831543
Deep and Wide LSTM,9,2915.49609375,2811.193359375,2915.49609375,2811.193359375,45.06574630737305,43.775596618652344
Deep and Wide LSTM,10,2783.039794921875,2683.78857421875,2783.039794921875,2683.78857421875,43.70963668823242,42.44779968261719
Deep and Wide LSTM,11,2657.33740234375,2563.05078125,2657.33740234375,2563.05078125,42.409244537353516,41.18307876586914
Deep and Wide LSTM,12,2537.894287109375,2448.2333984375,2537.894287109375,2448.2333984375,41.17331314086914,39.97811508178711
Deep and Wide LSTM,13,2424.38623046875,2339.393798828125,2424.38623046875,2339.393798828125,39.9881706237793,38.842254638671875
Deep and Wide LSTM,14,2316.63671875,2236.1962890625,2316.63671875,2236.1962890625,38.877662658691406,37.78303909301758
Deep and Wide LSTM,15,2214.338134765625,2138.509033203125,2214.338134765625,2138.509033203125,37.839683532714844,36.80288314819336
Deep and Wide LSTM,16,2117.371337890625,2045.4437255859375,2117.371337890625,2045.4437255859375,36.875816345214844,35.891422271728516
Deep and Wide LSTM,17,2025.449462890625,1957.513427734375,2025.449462890625,1957.513427734375,35.982749938964844,35.05310821533203
Deep and Wide LSTM,18,1938.4241943359375,1874.423095703125,1938.4241943359375,1874.423095703125,35.15961837768555,34.2891845703125
Deep and Wide LSTM,19,1856.1407470703125,1796.193359375,1856.1407470703125,1796.193359375,34.409271240234375,33.606910705566406
Deep and Wide LSTM,20,1777.681396484375,1719.9989013671875,1777.681396484375,1719.9989013671875,33.697689056396484,32.8965950012207
Deep and Wide LSTM,21,1688.5238037109375,1620.6605224609375,1688.5238037109375,1620.6605224609375,32.455718994140625,31.2399845123291
Deep and Wide LSTM,22,1595.5057373046875,1539.5858154296875,1595.5057373046875,1539.5858154296875,31.06666374206543,30.181692123413086
Deep and Wide LSTM,23,1517.3319091796875,1463.8663330078125,1517.3319091796875,1463.8663330078125,30.159168243408203,29.258342742919922
Deep and Wide LSTM,24,1442.3475341796875,1390.744873046875,1442.3475341796875,1390.744873046875,29.28630828857422,28.4079532623291
Deep and Wide LSTM,25,1370.0413818359375,1321.5635986328125,1370.0413818359375,1321.5635986328125,28.404932022094727,27.55598258972168
Deep and Wide LSTM,26,1301.5609130859375,1256.237060546875,1301.5609130859375,1256.237060546875,27.603946685791016,26.815473556518555
Deep and Wide LSTM,27,1235.174072265625,1191.3382568359375,1235.174072265625,1191.3382568359375,26.77568244934082,25.947376251220703
Deep and Wide LSTM,28,1171.5736083984375,1130.0933837890625,1171.5736083984375,1130.0933837890625,25.966672897338867,25.2884521484375
Deep and Wide LSTM,29,1111.0478515625,1070.602294921875,1111.0478515625,1070.602294921875,25.196834564208984,24.43207550048828
Deep and Wide LSTM,30,1052.43994140625,1015.0564575195312,1052.43994140625,1015.0564575195312,24.427471160888672,23.7049560546875
Deep and Wide LSTM,31,997.1572265625,961.7988891601562,997.1572265625,961.7988891601562,23.70109748840332,23.078222274780273
Deep and Wide LSTM,32,943.4890747070312,909.4403686523438,943.4890747070312,909.4403686523438,22.960447311401367,22.272079467773438
Deep and Wide LSTM,33,892.6438598632812,861.2628784179688,892.6438598632812,861.2628784179688,22.253324508666992,21.679147720336914
Deep and Wide LSTM,34,844.5140991210938,816.0625610351562,844.5140991210938,816.0625610351562,21.57633399963379,21.06795883178711
Deep and Wide LSTM,35,798.606201171875,773.9381103515625,798.606201171875,773.9381103515625,20.904315948486328,20.377134323120117
Deep and Wide LSTM,36,755.7101440429688,729.34375,755.7101440429688,729.34375,20.29762840270996,19.772750854492188
Deep and Wide LSTM,37,715.0345458984375,689.6886596679688,715.0345458984375,689.6886596679688,19.70546531677246,19.210603713989258
Deep and Wide LSTM,38,674.903076171875,652.498291015625,674.903076171875,652.498291015625,19.072872161865234,18.66090202331543
Deep and Wide LSTM,39,638.4876098632812,616.5667724609375,638.4876098632812,616.5667724609375,18.525590896606445,18.05452537536621
Deep and Wide LSTM,40,605.2234497070312,584.334228515625,605.2234497070312,584.334228515625,18.031436920166016,17.635923385620117
Deep and Wide LSTM,41,572.3989868164062,559.5158081054688,572.3989868164062,559.5158081054688,17.508750915527344,17.352367401123047
Deep and Wide LSTM,42,541.5978393554688,523.778076171875,541.5978393554688,523.778076171875,16.994319915771484,16.583589553833008
Deep and Wide LSTM,43,513.759033203125,497.1560363769531,513.759033203125,497.1560363769531,16.557666778564453,16.192489624023438
Deep and Wide LSTM,44,488.5555114746094,470.82281494140625,488.5555114746094,470.82281494140625,16.183334350585938,15.719478607177734
Deep and Wide LSTM,45,463.0591125488281,450.9454650878906,463.0591125488281,450.9454650878906,15.738274574279785,15.469940185546875
Deep and Wide LSTM,46,442.0901794433594,429.0419921875,442.0901794433594,429.0419921875,15.434778213500977,15.1297025680542
Deep and Wide LSTM,47,419.3067932128906,410.1781311035156,419.3067932128906,410.1781311035156,15.029366493225098,14.805231094360352
Deep and Wide LSTM,48,400.79486083984375,393.3186950683594,400.79486083984375,393.3186950683594,14.755321502685547,14.599531173706055
Deep and Wide LSTM,49,381.8982238769531,373.15899658203125,381.8982238769531,373.15899658203125,14.438249588012695,14.228448867797852
Deep and Wide LSTM,50,366.07525634765625,353.71942138671875,366.07525634765625,353.71942138671875,14.203981399536133,13.921660423278809
Deep and Wide LSTM,51,349.6150817871094,339.7869567871094,349.6150817871094,339.7869567871094,13.93284797668457,13.692890167236328
Deep and Wide LSTM,52,334.6219482421875,326.35791015625,334.6219482421875,326.35791015625,13.69747257232666,13.465353012084961
Deep and Wide LSTM,53,324.07269287109375,315.470458984375,324.07269287109375,315.470458984375,13.55599308013916,13.31496524810791
Deep and Wide LSTM,54,310.8326721191406,299.55401611328125,310.8326721191406,299.55401611328125,13.36212158203125,13.123703002929688
Deep and Wide LSTM,55,298.199951171875,293.47125244140625,298.199951171875,293.47125244140625,13.140423774719238,13.069034576416016
Deep and Wide LSTM,56,288.529541015625,283.8111267089844,288.529541015625,283.8111267089844,13.000053405761719,13.067429542541504
Deep and Wide LSTM,57,278.6877136230469,269.1255798339844,278.6877136230469,269.1255798339844,12.8388090133667,12.578843116760254
Deep and Wide LSTM,58,267.4458923339844,261.0869445800781,267.4458923339844,261.0869445800781,12.61655330657959,12.452027320861816
Deep and Wide LSTM,59,258.1839599609375,250.88331604003906,258.1839599609375,250.88331604003906,12.446393966674805,12.231138229370117
Deep and Wide LSTM,60,247.98812866210938,241.7886199951172,247.98812866210938,241.7886199951172,12.198532104492188,12.02148723602295
Deep and Wide LSTM,61,241.35958862304688,234.1257781982422,241.35958862304688,234.1257781982422,12.08205795288086,11.81285572052002
Deep and Wide LSTM,62,232.6804656982422,226.67550659179688,232.6804656982422,226.67550659179688,11.882407188415527,11.729209899902344
Deep and Wide LSTM,63,226.165283203125,221.6315155029297,226.165283203125,221.6315155029297,11.726890563964844,11.638603210449219
Deep and Wide LSTM,64,218.72413635253906,213.0727081298828,218.72413635253906,213.0727081298828,11.53712272644043,11.405471801757812
Deep and Wide LSTM,65,211.33311462402344,204.48779296875,211.33311462402344,204.48779296875,11.356103897094727,11.154833793640137
Deep and Wide LSTM,66,206.6636199951172,199.996826171875,206.6636199951172,199.996826171875,11.25595474243164,11.050529479980469
Deep and Wide LSTM,67,202.9678955078125,195.93572998046875,202.9678955078125,195.93572998046875,11.169232368469238,10.961753845214844
Deep and Wide LSTM,68,197.3806610107422,192.1271514892578,197.3806610107422,192.1271514892578,11.010927200317383,10.881036758422852
Deep and Wide LSTM,69,193.0897674560547,189.75022888183594,193.0897674560547,189.75022888183594,10.902448654174805,10.762517929077148
Deep and Wide LSTM,70,188.99082946777344,183.378173828125,188.99082946777344,183.378173828125,10.791977882385254,10.607396125793457
Deep and Wide LSTM,71,184.9463348388672,181.60421752929688,184.9463348388672,181.60421752929688,10.653525352478027,10.55469799041748
Deep and Wide LSTM,72,181.0725555419922,177.5164031982422,181.0725555419922,177.5164031982422,10.543606758117676,10.360905647277832
Deep and Wide LSTM,73,178.0368194580078,175.4193572998047,178.0368194580078,175.4193572998047,10.438190460205078,10.279685020446777
Deep and Wide LSTM,74,174.034912109375,177.45982360839844,174.034912109375,177.45982360839844,10.308784484863281,10.436700820922852
Deep and Wide LSTM,75,173.69345092773438,169.53147888183594,173.69345092773438,169.53147888183594,10.295029640197754,10.152274131774902
Deep and Wide LSTM,76,168.98077392578125,175.15635681152344,168.98077392578125,175.15635681152344,10.126107215881348,10.146111488342285
Deep and Wide LSTM,77,166.0203399658203,164.8560028076172,166.0203399658203,164.8560028076172,10.021610260009766,9.969615936279297
Deep and Wide LSTM,78,163.7081298828125,162.61734008789062,163.7081298828125,162.61734008789062,9.926246643066406,9.879027366638184
Deep and Wide LSTM,79,160.65753173828125,160.56459045410156,160.65753173828125,160.56459045410156,9.81557846069336,9.767871856689453
Deep and Wide LSTM,80,159.22735595703125,162.1038818359375,159.22735595703125,162.1038818359375,9.74681282043457,9.84213924407959
Deep and Wide LSTM,81,158.84120178222656,167.24554443359375,158.84120178222656,167.24554443359375,9.739164352416992,9.99377727508545
Deep and Wide LSTM,82,156.21864318847656,157.5652313232422,156.21864318847656,157.5652313232422,9.647907257080078,9.625259399414062
Deep and Wide LSTM,83,154.2871856689453,155.253173828125,154.2871856689453,155.253173828125,9.549240112304688,9.527154922485352
Deep and Wide LSTM,84,153.03814697265625,157.7920379638672,153.03814697265625,157.7920379638672,9.511025428771973,9.672929763793945
Deep and Wide LSTM,85,152.78201293945312,153.98434448242188,152.78201293945312,153.98434448242188,9.486676216125488,9.529450416564941
Deep and Wide LSTM,86,151.07054138183594,156.72735595703125,151.07054138183594,156.72735595703125,9.416141510009766,9.56918716430664
Deep and Wide LSTM,87,148.9998016357422,151.4630889892578,148.9998016357422,151.4630889892578,9.34716510772705,9.368376731872559
Deep and Wide LSTM,88,147.8270263671875,150.1953582763672,147.8270263671875,150.1953582763672,9.292865753173828,9.291053771972656
Deep and Wide LSTM,89,146.51182556152344,149.66708374023438,146.51182556152344,149.66708374023438,9.251641273498535,9.409330368041992
Deep and Wide LSTM,90,144.80259704589844,148.0544891357422,144.80259704589844,148.0544891357422,9.183679580688477,9.269691467285156
Deep and Wide LSTM,91,143.40818786621094,148.6393585205078,143.40818786621094,148.6393585205078,9.12113094329834,9.282203674316406
Deep and Wide LSTM,92,143.2345733642578,146.71849060058594,143.2345733642578,146.71849060058594,9.101394653320312,9.190391540527344
Deep and Wide LSTM,93,142.1317901611328,144.8125762939453,142.1317901611328,144.8125762939453,9.064180374145508,9.048137664794922
Deep and Wide LSTM,94,140.91262817382812,143.10592651367188,140.91262817382812,143.10592651367188,9.015145301818848,9.045661926269531
Deep and Wide LSTM,95,138.313720703125,142.9976348876953,138.313720703125,142.9976348876953,8.91820240020752,9.029233932495117
Deep and Wide LSTM,96,138.09239196777344,144.34149169921875,138.09239196777344,144.34149169921875,8.91096019744873,9.104361534118652
Deep and Wide LSTM,97,136.1547088623047,141.53182983398438,136.1547088623047,141.53182983398438,8.835042953491211,9.021472930908203
Deep and Wide LSTM,98,135.35935974121094,139.44300842285156,135.35935974121094,139.44300842285156,8.804221153259277,8.857215881347656
Deep and Wide LSTM,99,134.41207885742188,137.40542602539062,134.41207885742188,137.40542602539062,8.772726058959961,8.770400047302246
Deep and Wide LSTM,100,133.40139770507812,137.83599853515625,133.40139770507812,137.83599853515625,8.725114822387695,8.828630447387695
Deep and Wide LSTM,101,132.18820190429688,136.90025329589844,132.18820190429688,136.90025329589844,8.671209335327148,8.84528636932373
Deep and Wide LSTM,102,129.59156799316406,135.22862243652344,129.59156799316406,135.22862243652344,8.581006050109863,8.694788932800293
Deep and Wide LSTM,103,129.6295928955078,133.4773406982422,129.6295928955078,133.4773406982422,8.580551147460938,8.703926086425781
Deep and Wide LSTM,104,127.95750427246094,135.96998596191406,127.95750427246094,135.96998596191406,8.52173137664795,8.665356636047363
