              MeasureTime  Rel. Humidity%  Wind Direction�  Brightnesslx  Air Temperature�F  Wind Speed (act)mph  Precipitation Intensityin/h  Visibilitymiles  Saline Concentration%  Friction  Ice Percent%  Road Condition Lufft IRS31Prologic  Surface Temperature�F  Freezing Temperature�F  Sub Surface Temperature 3�F  Water Film Heightmil  ground temperature (0")�F  ground temperature (3")�F  ground temperature (6")�F  ground temperature (9")�F  ground temperature (12")�F  ground temperature (18")�F  ground temperature (24")�F  ground temperature (30")�F  ground temperature (36")�F  ground temperature (42")�F
2023-06-01T04:00:00+00:00       50.117523         0.581044           0.0          77.186822                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              83.976669                    85.0                         84.0              0.000000                        40.0                   73.940002                   71.348000                   68.539993                    66.649994                    64.705994                    62.725998                    61.033997                    59.881996                    58.784000
2023-06-01T04:09:00+00:00       50.581503         0.574863           0.0          77.043956                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              83.652527                    85.0                         84.0              0.000000                        40.0                   73.795998                   71.311996                   68.557999                    66.649994                    64.688004                    62.743999                    61.015999                    59.917999                    58.802002
2023-06-01T04:20:00+00:00       50.717340         0.574863           0.0          76.728022                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              83.223541                    85.0                         84.0              0.000000                        40.0                   73.669998                   71.311996                   68.576004                    66.703995                    64.742004                    62.708000                    60.998001                    59.881996                    58.820000
2023-06-01T04:30:00+00:00       51.378210         0.581044           0.0          76.530225                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              82.844704                    85.0                         84.0              0.000000                        40.0                   73.598000                   71.239998                   68.630005                    66.703995                    64.760002                    62.725998                    61.051998                    59.917999                    58.802002
2023-06-01T04:40:00+00:00       51.802509         0.574863           0.0          76.282977                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              82.464348                    85.0                         84.0              0.000000                        40.0                   73.543999                   71.239998                   68.576004                    66.703995                    64.778000                    62.743999                    61.033997                    59.917999                    58.820000
2023-06-01T04:50:00+00:00       51.947498         0.574863           0.0          76.173082                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              82.189133                    85.0                         84.0              0.000000                        40.0                   73.399994                   71.167999                   68.612000                    66.739998                    64.778000                    62.779999                    61.033997                    59.900002                    58.837997
2023-06-01T04:59:00+00:00       52.788464         0.581044           0.0          75.958794                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              82.089523                    85.0                         84.0              0.000000                        40.0                   73.328003                   71.095993                   68.647995                    66.739998                    64.795998                    62.798000                    60.998001                    59.936001                    58.802002
2023-06-01T05:09:00+00:00       52.837305         0.581044           0.0          75.719786                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              81.825844                    85.0                         84.0              0.000000                        40.0                   73.183998                   71.078003                   68.647995                    66.776001                    64.795998                    62.779999                    61.087997                    59.936001                    58.855999
2023-06-01T05:20:00+00:00       53.023505         0.574863           0.0          75.543960                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              81.489731                    85.0                         84.0              0.000000                        40.0                   73.093994                   71.024002                   68.612000                    66.811996                    64.867996                    62.779999                    61.033997                    59.936001                    58.837997
2023-06-01T05:30:00+00:00       53.035718         0.581044           0.0          75.456048                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              81.353508                    85.0                         84.0              0.000000                        40.0                   72.968002                   70.987999                   68.630005                    66.776001                    64.867996                    62.798000                    61.070000                    59.917999                    58.837997
2023-06-01T05:39:00+00:00       53.879736         0.574863           0.0          75.178576                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              81.073242                    85.0                         84.0              0.000000                        40.0                   72.841995                   70.933998                   68.593994                    66.865997                    64.867996                    62.816002                    61.033997                    59.900002                    58.874001
2023-06-01T05:49:00+00:00       55.847070         0.574863           0.0          74.192311                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              80.698181                    85.0                         84.0              0.000000                        40.0                   72.787994                   70.880005                   68.630005                    66.830002                    64.886002                    62.834000                    61.070000                    59.917999                    58.820000
2023-06-01T06:00:00+00:00       55.575397         0.574863           0.0          74.038471                  0.0                     0.000000         4.200468                   85.0  0.820000          85.0                                10.0              80.305557                    85.0                         84.0              0.000000                        40.0                   72.643997                   70.843994                   68.557999                    66.848000                    64.921997                    62.869999                    61.087997                    59.953999                    58.837997
2023-06-01T06:00:00+00:00       55.575397         0.574863           0.0          74.038471                  0.0                     0.000000         4.200468                   85.0  0.820000          85.0                                10.0              80.305557                    85.0                         84.0              0.000000                        40.0                   72.643997                   70.843994                   68.557999                    66.848000                    64.921997                    62.869999                    61.087997                    59.953999                    58.837997
