              MeasureTime  Rel. Humidity%  Wind Direction�  Brightnesslx  Air Temperature�F  Wind Speed (act)mph  Precipitation Intensityin/h  Visibilitymiles  Saline Concentration%  Friction  Ice Percent%  Road Condition Lufft IRS31Prologic  Surface Temperature�F  Freezing Temperature�F  Sub Surface Temperature 3�F  Water Film Heightmil  ground temperature (0")�F  ground temperature (3")�F  ground temperature (6")�F  ground temperature (9")�F  ground temperature (12")�F  ground temperature (18")�F  ground temperature (24")�F  ground temperature (30")�F  ground temperature (36")�F  ground temperature (42")�F
2023-07-01T04:00:00+00:00       57.590051         0.574863           0.0          75.664843                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              86.983398                    85.0                         84.0              0.000000                        40.0                   79.627998                   78.098000                   75.811996                    73.994003                    72.068001                    69.872002                    68.125999                    67.117996                    66.110001
2023-07-01T04:10:00+00:00       56.761298         0.581044           0.0          75.703305                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              86.686081                    85.0                         84.0              0.000000                        40.0                   79.483994                   78.026001                   75.848000                    74.012001                    72.085999                    69.907997                    68.162003                    67.099998                    66.127998
2023-07-01T04:20:00+00:00       57.184070         0.568681           0.0          75.645606                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              86.403595                    85.0                         84.0              0.000000                        40.0                   79.358002                   77.936005                   75.811996                    74.029999                    72.122002                    69.889999                    68.180000                    67.117996                    66.127998
2023-07-01T04:29:00+00:00       57.615997         0.581044           0.0          75.634619                  0.0                     0.000000         4.057553                   85.0  0.820000          85.0                                10.0              86.214828                    85.0                         84.0              0.000000                        40.0                   79.231995                   77.917999                   75.848000                    74.048004                    72.122002                    69.925995                    68.143997                    67.117996                    66.145996
2023-07-01T04:39:00+00:00       57.800677         0.581044           0.0          75.549454                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              85.978371                    85.0                         84.0              0.000000                        40.0                   79.124001                   77.863998                   75.793999                    74.084000                    72.139999                    69.925995                    68.143997                    67.117996                    66.127998
2023-07-01T04:50:00+00:00       58.568378         0.581044           0.0          75.208800                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              85.637924                    85.0                         84.0              0.000000                        40.0                   78.979996                   77.845993                   75.776001                    74.066002                    72.157997                    69.925995                    68.197998                    67.153999                    66.127998
2023-07-01T05:00:00+00:00       58.832422         0.581044           0.0          75.019231                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              85.380592                    85.0                         84.0              0.000000                        40.0                   78.889999                   77.774002                   75.776001                    74.101997                    72.157997                    69.961998                    68.162003                    67.136002                    66.181999
2023-07-01T05:00:00+00:00       58.832422         0.581044           0.0          75.019231                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              85.380592                    85.0                         84.0              0.000000                        40.0                   78.889999                   77.774002                   75.776001                    74.101997                    72.157997                    69.961998                    68.162003                    67.136002                    66.181999
2023-07-01T05:09:00+00:00       59.201776         0.581044           0.0          74.865389                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              85.031364                    85.0                         84.0              0.000000                        40.0                   78.800003                   77.701996                   75.793999                    74.138000                    72.157997                    69.925995                    68.197998                    67.153999                    66.145996
2023-07-01T05:19:00+00:00       59.748169         0.581044           0.0          74.516486                  0.0                     0.000000         4.411734                   85.0  0.820000          85.0                                10.0              84.528107                    85.0                         84.0              0.000000                        40.0                   78.655998                   77.612000                   75.757996                    74.101997                    72.175995                    69.944000                    68.180000                    67.082001                    66.145996
