              MeasureTime  Rel. Humidity%  Precipitation Type Lufftlogic  Wind Direction°  Air Temperature°F  Dew Point°F  Wind Speed (act)mph  Wind Speed (avg)mph  Absolute Atmospheric PressurehPa  Precipitation Intensityin/h  Wind Direction (max)°  Wind Direction (avg)°  Saline Concentration%  Road Condition Lufftlogic  Surface Temperature°F  Freezing Temperature°F  Sub Surface Temperature 1°F  Water Film Heightmil  Ice Percent%  Road Condition Lufft IRS31Prologic
2023-04-01T04:02:00+00:00      100.000000                            0.0        56.662983          34.736294    34.736290            18.887434            16.577787                        964.645691                     0.000000              57.182114              58.771439               0.000000                        0.0              37.271824               31.885904                    41.171547              2.414336           0.0                                15.0
2023-04-01T04:12:00+00:00      100.000000                            0.0        53.820194          34.736294    34.736290            15.151486            16.770124                        964.311523                     0.000000              58.626495              53.764210               0.000000                        0.0              37.241798               31.885904                    41.176140              2.600054           0.0                                15.0
2023-04-01T04:22:00+00:00      100.000000                            0.0        40.161804          34.876190    34.876194            17.216532            15.280368                        964.356384                     0.000000              57.278908              56.582222               0.000000                        0.0              37.228912               31.885904                    41.157806              2.166712           0.0                                15.0
2023-04-01T04:32:00+00:00      100.000000                            0.0        51.664459          34.876190    34.876194            18.031946            15.063605                        964.200134                     0.000000              38.379940              53.331127               0.000000                        0.0              37.190235               31.885904                    41.148651              2.847679           0.0                                15.0
2023-04-01T04:42:00+00:00      100.000000                            0.0        46.509697          34.876190    34.876194            12.224778            13.811159                        964.534241                     0.000000              41.213951              53.523529               0.000000                        0.0              37.254650               31.885904                    41.098248              2.104806           0.0                                15.0
2023-04-01T04:52:00+00:00      100.000000                            0.0        34.988464          35.015457    35.015457             5.001935            11.043117                        965.868469                     0.000000              33.800365              40.708019               0.000000                        0.0              37.336063               31.885904                    40.445560              2.414336           0.0                                15.0
2023-04-01T05:02:00+00:00      100.000000                            0.0        30.935364          34.955841    34.955841             7.930355            10.440486                        966.085205                     0.000000              44.927151              61.515678               0.000000                        0.0              37.383129               31.885904                    40.788067              2.414336           0.0                                15.0
2023-04-01T05:12:00+00:00      100.000000                           69.0       331.836151          35.035301    35.035301             5.053329             4.374124                        966.742615                     0.000000              33.772282             318.784973               0.000000                        0.0              37.418308               31.885904                    40.818684              5.138203           0.0                                15.0
2023-04-01T05:22:00+00:00      100.000000                           69.0        36.555809          35.449234    35.449230             5.996646             7.053332                        966.374634                     0.023622              15.355545              22.779137               0.000000                        0.0              37.422802               31.885904                    40.836140              7.614445           0.0                                15.0
2023-04-01T05:32:00+00:00      100.000000                            0.0        45.689297          35.154137    35.154137             6.607912             6.848849                        966.152161                     0.000000              24.415310              33.097626               0.000000                        0.0              37.454384               31.885904                    41.001804              6.933478           0.0                                15.0
2023-04-01T05:42:00+00:00      100.000000                            0.0        42.993168          35.292187    35.292187             8.970366             6.109683                        966.033264                     0.000000              35.514755              20.505068               0.000000                        0.0              37.467926               31.885904                    40.988655              5.200109           0.0                                15.0
2023-04-01T05:52:00+00:00      100.000000                            0.0        35.118580          34.876190    34.876194            10.741778             7.932360                        965.919922                     0.000000               6.140363              21.143032               0.000000                        0.0              37.427334               31.885904                    40.975632              5.076296           0.0                                15.0
2023-04-01T06:02:00+00:00      100.000000                            0.0        46.614159          34.736294    34.736290             7.069578             9.461191                        965.604553                     0.000000              35.987755              36.314369               0.000000                        0.0              37.409252               31.885904                    40.958202              4.890578           0.0                                15.0
2023-04-01T06:12:00+00:00      100.000000                            0.0        25.815159          34.515224    34.515224             7.691828             9.407774                        965.383118                     0.000000              56.461433              33.599266               0.000000                        0.0              37.353195               31.885904                    40.945160              5.200109           0.0                                15.0
2023-04-01T06:22:00+00:00      100.000000                            0.0        51.453476          34.595795    34.595795             8.810866             8.702721                        965.461121                     0.000000              45.631798              41.749924               0.000000                        0.0              37.314682               31.885904                    39.656925              2.847679           0.0                                15.0
2023-04-01T06:32:00+00:00      100.000000                            0.0        46.938957          34.876190    34.876194             5.159203             5.354893                        965.495483                     0.000000              54.914635              47.467751               0.000000                        0.0              37.366035               31.885904                    39.719879              6.128700           0.0                                15.0
2023-04-01T06:42:00+00:00      100.000000                            0.0        24.052738          34.756321    34.756321             4.594956             6.202194                        965.190918                     0.000000              40.465832              54.290714               0.000000                        0.0              37.353195               31.885904                    39.778233              3.590551           0.0                                15.0
2023-04-01T06:52:00+00:00      100.000000                            0.0       279.353058          35.015457    35.015457             3.003024             3.723578                        965.507080                     0.000000              38.653835              11.021138               0.000000                        0.0              37.374580               31.885904                    39.805161              4.085800           0.0                                15.0
2023-04-01T07:02:00+00:00      100.000000                            0.0       347.712830          34.595795    34.595795             4.114933             2.929214                        965.584290                     0.000000             349.999329             288.267212               0.000000                        0.0              37.378841               31.885904                    39.849976              4.147706           0.0                                15.0
2023-04-01T07:12:00+00:00      100.000000                            0.0       327.646057          35.154137    35.154137             5.377141             4.756724                        965.657043                     0.000000             311.892181             331.005768               0.000000                        0.0              37.383129               31.885904                    39.778233              3.157209           0.0                                15.0
2023-04-01T07:22:00+00:00      100.000000                            0.0       329.406860          35.015457    35.015457             4.128081             5.285561                        965.721741                     0.000000             322.154266             323.847534               0.000000                        0.0              37.366035               31.885904                    39.724358              4.271518           0.0                                15.0
2023-04-01T07:32:00+00:00      100.000000                            0.0       321.784485          34.876190    34.876194             7.414267             5.870510                        965.634094                     0.000000             309.971619             325.963379               0.000000                        0.0              37.276093               31.885904                    39.724358              3.900082           0.0                                15.0
2023-04-01T07:42:00+00:00      100.000000                            0.0       322.523315          34.736294    34.736290             5.961323             5.884273                        965.656311                     0.000000             303.325165             316.012634               0.000000                        0.0              37.258949               31.885904                    39.751316              3.590551           0.0                                15.0
2023-04-01T07:52:00+00:00      100.000000                            0.0       294.732483          34.876190    34.876194             3.406948             5.490914                        965.778137                     0.000000             322.638489             327.262054               0.000000                        0.0              37.246071               31.885904                    39.719879              3.466739           0.0                                15.0
2023-04-01T08:02:00+00:00      100.000000                            0.0       343.705444          34.876190    34.876194             5.095585             5.830963                        965.804321                     0.000000             327.868988             327.992889               0.000000                        0.0              37.224609               31.885904                    39.692894              4.209612           0.0                                15.0
2023-04-01T08:12:00+00:00      100.000000                            0.0       323.268738          34.776325    34.776325             5.169500             6.626631                        965.884827                     0.000000             308.111359             319.216400               0.000000                        0.0              37.151543               31.885904                    39.733364              3.404833           0.0                                15.0
2023-04-01T08:22:00+00:00      100.000000                            0.0       328.839996          34.836285    34.836285             3.795326             6.296451                        965.908569                     0.000000             332.632111             321.449432               0.000000                        0.0              37.078339               31.885904                    39.643414              3.528645           0.0                                15.0
2023-04-01T08:32:00+00:00      100.000000                            0.0       345.465881          34.876190    34.876194             6.145905             6.761525                        965.958435                     0.000000             356.840820             355.836792               0.000000                        0.0              37.138630               31.885904                    39.683907              3.714363           0.0                                15.0
2023-04-01T08:42:00+00:00      100.000000                            0.0         0.853710          34.595795    34.595795             6.638443             8.723260                        965.856873                     0.000000               2.124867             355.585327               0.000000                        0.0              37.061096               31.885904                    39.746815              3.404833           0.0                                15.0
2023-04-01T08:52:00+00:00      100.000000                            0.0       342.234924          34.676151    34.676155             8.119565             6.707813                        965.965393                     0.000000             345.007721             356.046204               0.000000                        0.0              36.996342               31.885904                    39.697403              3.714363           0.0                                15.0
2023-04-01T09:02:00+00:00       99.718575                            0.0       353.070984          34.716255    34.645401             5.499949             6.390089                        965.927429                     0.000000             340.491577             350.409576               0.000000                        0.0              36.974731               31.885904                    39.908138              2.847679           0.0                                15.0
2023-04-01T09:12:00+00:00       98.452156                            0.0       358.580078          34.595795    34.204102             6.785624             7.185583                        965.947876                     0.000000             345.576355             353.216797               0.000000                        0.0              36.966087               31.885904                    39.674915              3.652457           0.0                                15.0
2023-04-01T09:22:00+00:00       98.509865                            0.0       357.660187          34.595795    34.218800             3.924139             7.088137                        965.963562                     0.000000               6.754455               3.166469               0.000000                        0.0              36.914165               31.885904                    39.692894              3.528645           0.0                                15.0
2023-04-01T09:32:00+00:00       97.843025                            0.0        14.074776          34.736294    34.188602             7.474871             7.174391                        965.884766                     0.000000               4.293863               5.398304               0.000000                        0.0              36.870834               31.885904                    39.692894              3.900082           0.0                                15.0
2023-04-01T09:42:00+00:00       98.452156                            0.0         0.354837          34.595795    34.204102             6.197076             7.892287                        965.871887                     0.000000               3.643388               6.571630               0.000000                        0.0              36.818768               31.885904                    39.692894              4.457236           0.0                                15.0
2023-04-01T09:52:00+00:00       97.910278                            0.0       350.163818          34.312912    33.783482             7.950035             8.640632                        966.063110                     0.000000             350.913605             356.566772               0.000000                        0.0              36.762276               31.885904                    39.679394              3.219115           0.0                                15.0
2023-04-01T10:02:00+00:00       97.884415                            0.0       351.303741          34.170521    33.634823             7.163327            10.508432                        966.193481                     0.000000               9.039753               0.445818               0.000000                        0.0              36.683937               31.885904                    39.602852              3.157209           0.0                                15.0
2023-04-01T10:12:00+00:00       97.398796                            0.0         4.752005          34.190899    33.530724             8.079582             7.635507                        966.232178                     0.000000               5.329517               0.945809               0.000000                        0.0              36.657764               31.885904                    39.674915              3.157209           0.0                                15.0
2023-04-01T10:22:00+00:00       97.737473                            0.0       359.643402          34.312912    33.739254             8.223828             7.671089                        966.470825                     0.000000             352.469147             356.755829               0.000000                        0.0              36.526726               31.885904                    39.921555              2.414336           0.0                                15.0
2023-04-01T10:32:00+00:00       97.072701                            0.0       348.834503          34.454659    33.709732             6.377273             6.617824                        966.587708                     0.000000             357.249634             351.470367               0.000000                        0.0              36.456615               31.885904                    40.335125              2.538148           0.0                                15.0
2023-04-01T10:42:00+00:00       96.394310                            0.0       343.069916          34.353474    33.433502             5.963118             7.330122                        966.883423                     0.000000             355.102692             348.248871               0.000000                        0.0              36.377621               31.885904                    39.593842              2.290524           0.0                                15.0
2023-04-01T10:52:00+00:00       96.501747                            0.0       341.526825          34.312912    33.420956             7.749911             7.920566                        966.966919                     0.000000               2.526480             349.403870               0.000000                        0.0              36.254353               31.885904                    39.557781              2.104806           0.0                                15.0
2023-04-01T11:02:00+00:00       95.900032                            0.0       338.735138          34.312912    33.264656             7.155326             8.276171                        967.208374                     0.000000               5.300986             348.082611               0.000000                        0.0              36.241116               31.885904                    39.674915              2.166712           0.0                                15.0
2023-04-01T11:12:00+00:00       96.014526                           70.0       358.947327          34.312912    33.294460             9.942357             9.734475                        967.501709                     0.000000               4.437281               5.265054               0.000000                        0.0              36.174923               31.885904                    40.476418              2.538148           0.0                                15.0
2023-04-01T11:22:00+00:00       95.702896                           70.0        14.358749          34.170521    33.071575            12.270499            12.139979                        967.657410                     0.023622              16.235006               2.271819               0.000000                        0.0              35.886559               31.885904                    40.441139              2.661960           0.0                                15.0
2023-04-01T11:32:00+00:00       95.748695                            0.0        17.081972          33.945496    32.859604            12.645470            12.208771                        967.935364                     0.000000               1.932678               9.547735               0.000000                        0.0              35.895462               31.885904                    40.467609              2.785773           0.0                                15.0
2023-04-01T11:42:00+00:00       95.137672                            0.0        25.143789          33.883846    32.638733            15.970048            14.667789                        968.199402                     0.000000             358.435638              16.004517               0.000000                        0.0              35.775074               31.885904                    40.467609              4.023893           0.0                                15.0
2023-04-01T11:52:00+00:00       95.626862                            0.0        16.698048          33.742924    32.626312            13.972905            12.581852                        968.390564                     0.000000              14.791792              12.172052               0.000000                        0.0              35.618397               31.885904                    39.701881              4.023893           0.0                                15.0
2023-04-01T12:02:00+00:00       96.221344                            0.0        11.469309          33.547207    32.585873            16.110048            13.490074                        968.653503                     0.000000              10.827549              17.001421               0.000000                        0.0              35.494370               31.885904                    39.701881              5.323921           0.0                                15.0
2023-04-01T12:12:00+00:00       96.465523                            0.0        18.530914          33.152008    32.255413            20.012251            16.485380                        968.555298                     0.000000              25.563770              13.180524               0.000000                        0.0              34.898804               31.885904                    39.733364              6.871572           0.0                                15.0
2023-04-01T12:22:00+00:00       96.182861                            0.0        16.870955          33.012470    32.043533            15.863850            16.988113                        969.057007                     0.000000              17.299938              18.273439               0.000000                        0.0              34.760254               31.885904                    40.028698              6.685854           0.0                                15.0
2023-04-01T12:32:00+00:00       96.776802                            0.0        16.058777          32.812042    31.996826            11.102008            14.818552                        969.532898                     0.000000              16.349669              14.490294               0.000000                        0.0              34.703835               31.885904                    39.863415              7.614445           0.0                                15.0
2023-04-01T12:42:00+00:00       96.378082                           70.0        28.657928          32.346088    31.430311            17.483891            21.620043                        969.616638                     0.000000               8.685819              14.969287               0.000000                        0.0              34.612457               31.885904                    39.724358              6.933478           0.0                                15.0
2023-04-01T12:52:00+00:00       97.045692                            0.0        23.894310          32.079605    31.335804            20.680244            19.345270                        970.151917                     0.000000               6.589669              21.429100               0.000000                        0.0              34.833923               31.885904                    40.077721              8.109694           0.0                                20.0
2023-04-01T13:02:00+00:00       96.791679                            0.0        85.000000          32.100178    31.291414            85.000000            18.894226                        970.582214                     0.000000               0.000000              13.596030               0.000000                        0.0              34.760254               31.885904                    40.064354             10.671678           0.0                                20.0
2023-04-01T13:12:00+00:00       97.421806                           70.0        27.149759          31.782204    31.135082            20.670666            17.380878                        970.895935                     0.000000              33.943470              21.770704               0.000000                        0.0              34.032772               31.885904                    40.050987             11.656057           0.0                                20.0
