              MeasureTime  Rel. Humidity%  Precipitation Type Lufftlogic  Wind Direction°  Air Temperature°F  Dew Point°F  Wind Speed (act)mph  Wind Speed (max)mph  Absolute Atmospheric PressurehPa  Wind Speed (vct)mph  Precipitation Intensityin/h  Saline Concentration%  Road Condition Lufftlogic  Friction  Ice Percent%  Surface Temperature°F  Freezing Temperature°F  Water Film Heightmil  Road Condition Lufft IRS31Prologic  Sub Surface Temperature 1°F
2023-02-01T05:09:00+00:00             0.0                     228.077164         1.408200                0.0          0.0                241.0                  0.0                               0.0             5.967104                          0.0               4.881720                        0.0       0.0           0.0                    0.0                     0.0                   0.0                           85.000000                          0.0
2023-02-01T05:19:00+00:00             0.0                     227.760376         0.819729                0.0          0.0                241.0                  0.0                               0.0             4.019324                          0.0               4.640581                        0.0       0.0           0.0                    0.0                     0.0                   0.0                           85.000000                          0.0
2023-02-01T05:29:00+00:00             0.0                     246.193878         0.963871                0.0          0.0                241.0                  0.0                               0.0             4.086986                          0.0               4.410959                        0.0       0.0           0.0                    0.0                     0.0                   0.0                           85.000000                          0.0
2023-02-01T05:39:00+00:00             0.0                     227.127670         1.492483                0.0          0.0                241.0                  0.0                               0.0             5.441531                          0.0               4.183649                        0.0       0.0           0.0                    0.0                     0.0                   0.0                           85.000000                          0.0
2023-02-01T05:49:00+00:00             0.0                     229.934189         1.166321                0.0          0.0                241.0                  0.0                               0.0             4.892475                          0.0               3.968468                        0.0       0.0           0.0                    0.0                     0.0                   0.0                           85.000000                          0.0
2023-02-01T05:59:00+00:00             0.0                     202.544479         0.834555                0.0          0.0                241.0                  0.0                               0.0             3.510498                          0.0               3.819017                        0.0       0.0           0.0                    0.0                     0.0                   0.0                           85.000000                          0.0
2023-02-01T06:09:00+00:00             0.0                     233.199402         1.118536                0.0          0.0                241.0                  0.0                               0.0             3.620030                          0.0               3.619818                        0.0       0.0           0.0                    0.0                     0.0                   0.0                           85.000000                          0.0
2023-02-01T06:19:00+00:00             0.0                       0.000000         0.000000                0.0          0.0                241.0                  0.0                               0.0             3.159055                          0.0               3.497478                        0.0       0.0           0.0                    0.0                     0.0                   0.0                           85.000000                          0.0
2023-02-01T06:29:00+00:00             0.0                     198.551941         0.865428                0.0          0.0                241.0                  0.0                               0.0             5.642064                          0.0               4.064373                        0.0       0.0           0.0                    0.0                     0.0                   0.0                           85.000000                          0.0
2023-02-01T06:39:00+00:00             0.0                       0.000000         0.739053                0.0          0.0                241.0                  0.0                               0.0             2.813008                          0.0               4.687160                        0.0       0.0           0.0                    0.0                     0.0                   0.0                           85.000000                          0.0
2023-02-01T06:49:00+00:00             0.0                     197.595566         1.079184                0.0          0.0                241.0                  0.0                               0.0             5.436389                          0.0               5.017780                        0.0       0.0           0.0                    0.0                     0.0                   0.0                           85.000000                          0.0
2023-02-01T06:59:00+00:00             0.0                     198.390533         1.299975                0.0          0.0                241.0                  0.0                               0.0             5.217536                          0.0               5.405170                        0.0       0.0           0.0                    0.0                     0.0                   0.0                           85.000000                          0.0
2023-02-01T07:09:00+00:00             0.0                     216.573395         1.814706                0.0          0.0                241.0                  0.0                               0.0             4.539113                          0.0               5.715216                        0.0       0.0           0.0                    0.0                     0.0                   0.0                           85.000000                          0.0
2023-02-01T07:19:00+00:00             0.0                     206.145935         1.970288                0.0          0.0                241.0                  0.0                               0.0             6.543070                          0.0               5.969671                        0.0       0.0           0.0                    0.0                     0.0                   0.0                           85.000000                          0.0
2023-02-01T07:29:00+00:00             0.0                     206.023300         1.997428                0.0          0.0                241.0                  0.0                               0.0             4.977630                          0.0               6.170279                        0.0       0.0           0.0                    0.0                     0.0                   0.0                           85.000000                          0.0
2023-02-01T07:39:00+00:00             0.0                     206.618835         2.356524                0.0          0.0                241.0                  0.0                               0.0             6.434700                          0.0               6.276878                        0.0       0.0           0.0                    0.0                     0.0                   0.0                           85.000000                          0.0
2023-02-01T07:49:00+00:00             0.0                     205.738403         1.753662                0.0          0.0                241.0                  0.0                               0.0             6.078515                          0.0               6.419741                        0.0       0.0           0.0                    0.0                     0.0                   0.0                           85.000000                          0.0
2023-02-01T07:59:00+00:00             0.0                     212.333618         2.543993                0.0          0.0                241.0                  0.0                               0.0             5.928675                          0.0               6.570837                        0.0       0.0           0.0                    0.0                     0.0                   0.0                           85.000000                          0.0
2023-02-01T08:09:00+00:00             0.0                     213.840775         1.592630                0.0          0.0                241.0                  0.0                               0.0             4.775083                          0.0               6.689199                        0.0       0.0           0.0                    0.0                     0.0                   0.0                           85.000000                          0.0
