              MeasureTime  Rel. Humidity%  Precipitation Type Lufftlogic  Wind Direction°  Air Temperature°F  Dew Point°F  Wind Speed (act)mph  Wind Speed (avg)mph  Wind Speed (max)mph  Absolute Atmospheric PressurehPa  Precipitation Intensityin/h  wind direction max°  wind direction avg°  Saline Concentration%  Road Condition Lufftlogic  Friction  Ice Percent%  Surface Temperature°F  Freezing Temperature°F  Water Film Heightmil  ICE Layer Thicknessmil  NIRS Service Level%  SubSurface Temp 0"°F  SubSurface Temp -3"°F  SubSurface Temp -6"°F  SubSurface Temp -9"°F  SubSurface Temp -12"°F  SubSurface Temp -18"°F  SubSurface Temp -24"°F  SubSurface Temp -30"°F  SubSurface Temp -36"°F  SubSurface Temp -42"°F  SubSurface Temp -48"°F  SubSurface Temp -54"°F  SubSurface Temp -60"°F  SubSurface Temp -66"°F  SubSurface Temp -72"°F
2023-04-01T04:05:00+00:00      100.000000                           70.0        26.066231          30.130850    30.130850             0.000000             6.518043            18.818403                        940.772827                    15.354330           347.757751             9.512717               0.000000                        8.0  0.114451    100.000000              31.459999               32.000000              0.000000               29.838320                -31.0             34.250000              34.610001              34.574001              34.826000               34.952000               35.203999               35.312000               35.239998               35.330002               35.492001               35.419998               35.563999               35.725998               36.068001               36.284000
2023-04-01T04:15:00+00:00      100.000000                           70.0         6.351504          29.996490    29.996489             0.000000             7.519578            19.673458                        940.363037                     9.842520           354.383972             9.054680               0.000000                        8.0  0.113182    100.000000              31.280001               32.000000              0.000000               30.287489                -31.0             34.304001              34.610001              34.556000              34.862000               34.916000               35.203999               35.312000               35.203999               35.312000               35.473999               35.402000               35.582001               35.708000               36.085999               36.265999
2023-04-01T04:25:00+00:00      100.000000                           70.0        20.565716          29.981884    29.981884             0.000000             6.762088            17.704813                        939.995361                    11.417323           358.794037            13.415371               0.000000                        8.0  0.110436    100.000000              31.280001               32.000000              0.000000               32.100246                -31.0             34.285999              34.610001              34.556000              34.807999               34.916000               35.186001               35.293999               35.222000               35.312000               35.473999               35.402000               35.582001               35.743999               36.085999               36.265999
2023-04-01T04:35:00+00:00      100.000000                           70.0       356.151764          29.861792    29.861795             0.000000             7.038332            18.175249                        939.601501                     7.874016            26.415833            11.411989               0.000000                        8.0  0.108351    100.000000              31.100000               32.000000              0.000000               33.422447                -31.0             34.231998              34.591999              34.591999              34.862000               34.916000               35.186001               35.312000               35.239998               35.330002               35.438000               35.383999               35.563999               35.743999               36.104000               36.265999
2023-04-01T04:45:00+00:00      100.000000                           70.0       354.409882          29.744194    29.744190             0.000000             7.727481            22.451813                        939.217651                     8.267716            11.902399            15.278543               0.000000                        8.0  0.108336    100.000000              31.100000               32.000000              0.000000               33.313721                -31.0             34.268002              34.574001              34.537998              34.771999               34.916000               35.186001               35.276001               35.222000               35.312000               35.473999               35.366001               35.563999               35.725998               36.068001               36.284000
2023-04-01T04:55:00+00:00      100.000000                           70.0         2.678852          29.729481    29.729481             0.864234             8.803741            19.058788                        938.576477                    11.023622            19.848597             9.973878               0.000000                        8.0  0.110958    100.000000              31.100000               32.000000              0.000000               31.384943                -31.0             34.268002              34.574001              34.556000              34.807999               34.880001               35.186001               35.293999               35.222000               35.276001               35.473999               35.383999               35.582001               35.762001               36.049999               36.284000
2023-04-01T05:05:00+00:00      100.000000                           70.0         4.061473          29.610083    29.610085             0.000000             8.882476            20.859070                        938.018005                    11.417323           350.285400            11.336419               0.000000                        8.0  0.109583    100.000000              30.920000               32.000000              0.000000               32.118988                -31.0             34.250000              34.610001              34.556000              34.790001               34.916000               35.167999               35.257999               35.239998               35.348000               35.492001               35.383999               35.563999               35.743999               36.104000               36.248001
2023-04-01T05:15:00+00:00      100.000000                           70.0        20.444227          29.589027    29.589027             0.000000             7.765949            18.414070                        938.048523                    11.023622           346.778717            16.298954               0.000000                        8.0  0.109061    100.000000              30.920000               32.000000              0.000000               32.530659                -31.0             34.268002              34.610001              34.574001              34.807999               34.880001               35.167999               35.257999               35.239998               35.330002               35.492001               35.438000               35.563999               35.743999               36.085999               36.248001
2023-04-01T05:25:00+00:00      100.000000                           70.0       352.147339          29.592041    29.592043             0.000000             8.502376            20.044146                        937.914612                    13.385828             7.292383            12.515439               0.000000                        8.0  0.108453    100.000000              30.740000               32.000000              0.000000               32.708321                -31.0             34.250000              34.556000              34.520000              34.807999               34.897999               35.150002               35.276001               35.203999               35.312000               35.456001               35.402000               35.582001               35.743999               36.104000               36.284000
2023-04-01T05:35:00+00:00      100.000000                           70.0        37.970482          29.447996    29.447994             0.000000             8.305988            23.481174                        937.867432                     9.842520            72.653168            18.818436               0.000000                        8.0  0.107532    100.000000              30.740000               32.000000              0.000000               33.538998                -31.0             34.250000              34.556000              34.484001              34.790001               34.897999               35.203999               35.257999               35.239998               35.312000               35.438000               35.383999               35.563999               35.762001               36.085999               36.284000
