              MeasureTime  Rel. Humidity%  Precipitation Type Lufftlogic  Wind Direction°  Air Temperature°F  Dew Point°F  Wind Speed (act)mph  Wind Speed (avg)mph  Wind Speed (max)mph  Absolute Atmospheric PressurehPa  Precipitation Intensityin/h  Saline Concentration%  Friction  Ice Percent%  Road Condition Lufft IRS31Prologic  Surface Temperature°F  Freezing Temperature°F  Sub Surface Temperature 1°F  Water Film Heightmil
2023-09-01T04:01:00+00:00       82.926392                            0.0       136.381958          63.143814    57.868706             1.977293             1.966875             6.482476                        996.730530                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.555603              0.000000
2023-09-01T04:11:00+00:00       81.874199                            0.0       126.178459          63.222717    57.590248             2.087463             1.930109             5.689937                        996.640747                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.562164              0.000000
2023-09-01T04:21:00+00:00       83.017906                            0.0       130.103699          62.985359    57.744507             1.420808             2.329804             5.350174                        996.602661                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.568687              0.000000
2023-09-01T04:31:00+00:00       83.560165                            0.0       137.709015          62.958855    57.899921             1.651737             2.244193             6.899971                        996.614075                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.575249              0.000000
2023-09-01T04:41:00+00:00       84.390831                            0.0       127.652763          62.745953    57.967133             2.514924             2.268990             5.079009                        996.705872                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.575249              0.000000
2023-09-01T04:51:00+00:00       85.031982                            0.0       132.150055          62.612091    58.046913             2.262743             2.511910             5.782264                        996.730164                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.575249              0.000000
2023-09-01T05:01:00+00:00       86.123604                            0.0       123.334648          62.226475    58.024109             2.842065             3.343235             6.964821                        996.747314                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.575249              0.000000
2023-09-01T05:11:00+00:00       88.369209                            0.0       119.286812          61.492962    58.020168             1.130788             3.372751             6.333190                        996.687256                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.568687              0.000000
2023-09-01T05:21:00+00:00       89.866737                            0.0       119.693634          61.306480    58.305016             0.959970             2.856314             6.877444                        996.802979                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.562164              0.000000
2023-09-01T05:31:00+00:00       89.377541                            0.0       123.853111          61.492962    58.336681             1.867622             1.989738             5.499014                        997.010620                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.555603              0.000000
2023-09-01T05:41:00+00:00       89.781212                            0.0       182.101273          61.492962    58.462509             1.087989             1.630183             4.567237                        996.890991                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.549088              0.000000
2023-09-01T05:51:00+00:00       90.473755                            0.0       140.870407          61.492962    58.677231             1.995177             1.499636             4.673887                        997.022949                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.535957              0.000000
2023-09-01T06:01:00+00:00       89.752396                            0.0        43.008915          61.492962    58.453545             1.300662             1.418288             3.935062                        997.044800                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.522873              0.000000
2023-09-01T06:11:00+00:00       88.886917                            0.0       302.651276          61.306480    57.999218             1.395165             1.302509             5.345093                        996.971375                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.509781              0.000000
2023-09-01T06:21:00+00:00       93.606750                            0.0       195.990952          59.446449    57.600647             1.124487             1.222742             4.201729                        996.913940                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.490128              0.000000
2023-09-01T06:31:00+00:00       94.727585                            0.0       101.253014          58.877548    57.366898             2.689025             0.890190             4.348407                        996.856750                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.470505              0.000000
2023-09-01T06:41:00+00:00       95.250900                            0.0       274.938293          58.372116    57.017620             1.072492             0.915838             2.974869                        997.011414                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.450836              0.000000
2023-09-01T06:51:00+00:00       97.155807                            0.0       269.596558          58.129303    57.325932             0.744275             0.824532             4.487223                        997.031433                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.431168              0.000000
2023-09-01T07:01:00+00:00       98.464020                            0.0         0.000000          57.938881    57.507919             0.000000             0.771709             3.628844                        997.150330                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.411484              0.000000
2023-09-01T07:11:00+00:00       98.187317                            0.0       293.871918          57.359379    56.851418             1.055623             0.000000             3.350062                        997.195190                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.385269              0.000000
2023-09-01T07:21:00+00:00       99.906746                            0.0       242.784622          57.165329    57.139420             1.043356             0.000000             3.317619                        997.154541                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.365578              0.000000
2023-09-01T07:31:00+00:00      100.000000                            0.0         0.000000          56.790073    56.790077             0.000000             0.000000             2.249485                        997.198853                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.339348              0.000000
2023-09-01T07:41:00+00:00       99.488770                            0.0       256.241394          56.790073    56.647991             1.075036             0.835820             5.406819                        997.212463                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.313065              0.000000
2023-09-01T07:51:00+00:00      100.000000                            0.0       272.181549          56.326958    56.326958             0.890545             0.000000             3.586287                        997.306519                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.280273              0.000000
2023-09-01T08:01:00+00:00      100.000000                            0.0       273.660034          56.022827    56.022831             1.430790             0.855851             4.612765                        997.357910                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.253967              0.000000
2023-09-01T08:11:00+00:00      100.000000                            0.0       275.300171          55.827446    55.827446             1.769366             0.757386             6.511424                        997.397583                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.227699              0.000000
2023-09-01T08:21:00+00:00      100.000000                            0.0        18.389349          55.630577    55.630577             0.712014             1.234993             5.764442                        997.344604                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.194839              0.000000
2023-09-01T08:31:00+00:00       98.652435                            0.0        80.971039          56.022827    55.648163             0.908940             1.260974             4.724796                        997.477539                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.161957              0.000000
2023-09-01T08:41:00+00:00       98.650841                            0.0        25.577454          54.858292    54.485069             1.010294             0.000000             2.227293                        997.566833                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.129059              0.000000
2023-09-01T09:01:00+00:00       97.449448                            0.0         6.999199          54.469475    53.761295             2.381459             0.000000             5.283784                        997.638489                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.063232              0.000000
2023-09-01T09:11:00+00:00       97.323715                            0.0       241.778290          54.413452    53.670124             1.006501             0.986007             6.527109                        997.879211                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    76.023727              0.000000
2023-09-01T09:21:00+00:00       97.908546                            0.0         0.000000          53.283112    52.706581             0.000000             1.297678             2.600745                        997.885559                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    75.990784              0.000000
2023-09-01T09:31:00+00:00       97.355621                            0.0       353.947357          53.932171    53.199348             1.496303             0.996822             5.864980                        997.976868                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    75.951202              0.000000
2023-09-01T09:41:00+00:00       92.844032                            0.0         0.000000          56.078384    54.034882             0.000000             2.048883             6.932306                        998.010559                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    75.911652              0.000000
2023-09-01T09:51:00+00:00       93.926292                            0.0       334.359192          57.553936    55.817177             0.966844             2.235230             7.735720                        998.063965                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    75.878654              0.000000
2023-09-01T10:01:00+00:00       92.495232                            0.0        17.627573          58.318352    56.150909             1.388771             1.592077             4.962282                        997.911011                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    75.839020              0.000000
2023-09-01T10:11:00+00:00       90.997780                            0.0       102.824966          58.318352    55.699993             3.467475             2.748463             6.047428                        997.949829                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    75.792786              0.000000
2023-09-01T10:21:00+00:00       89.421165                            0.0       146.493042          58.877548    55.769867             4.025286             2.112340             7.049747                        997.910828                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    75.753159              0.000000
2023-09-01T10:31:00+00:00       88.388893                            0.0       124.504921          59.064400    55.633636             2.380526             2.030800             7.832853                        997.949768                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    75.713463              0.000000
2023-09-01T10:41:00+00:00       87.845367                            0.0       129.983643          59.256111    55.652264             4.137136             3.756681             7.812883                        998.018982                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    75.673752              0.000000
2023-09-01T10:51:00+00:00       88.049011                            0.0       122.350594          59.091858    55.554405             2.628504             2.459384             6.659892                        998.109741                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    75.627419              0.000000
2023-09-01T11:01:00+00:00       87.385353                            0.0       303.106628          59.064400    55.318794             0.743678             3.895295             8.291461                        998.190186                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    75.581070              0.000000
2023-09-01T11:11:00+00:00       87.298134                            0.0       346.550354          58.506081    54.741997             5.169413             1.808350             7.908843                        998.158875                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    75.541328              0.000000
2023-09-01T11:21:00+00:00       86.182495                            0.0       150.695267          58.692451    54.571838             2.778896             1.365520             6.880785                        998.280945                     0.000000                    0.0  0.000000           0.0                                 0.0               0.000000                    0.00                    75.494919              0.000000
