              MeasureTime  Rel. Humidity%  Precipitation Type Lufftlogic  Wind Direction°  Air Temperature°F  Dew Point°F  Wind Speed (act)mph  Wind Speed (avg)mph  Absolute Atmospheric PressurehPa  Precipitation Intensityin/h  Wind Direction (max)°  Wind Direction (avg)°  Saline Concentration%  Road Condition Lufftlogic  Surface Temperature°F  Freezing Temperature°F  Sub Surface Temperature 1°F  Water Film Heightmil  Ice Percent%  Road Condition Lufft IRS31Prologic
2023-06-01T04:02:00+00:00        0.000000                            0.0         0.000000           0.000000     0.000000             0.000000             0.000000                          0.000000                     0.000000               0.000000               0.000000                    0.0                        0.0               0.000000                     0.0                     0.000000              0.000000           0.0                                 0.0
2023-06-01T04:12:00+00:00       69.141556                            0.0         0.000000          72.705406    62.001205             0.000000             0.000000                        990.813171                     0.000000               0.000000               0.000000                    0.0                        0.0               0.000000                     0.0                     0.000000              0.000000           0.0                                 0.0
2023-06-01T04:22:00+00:00       69.190598                            0.0         0.000000          72.861267    62.170296             0.000000             0.000000                        991.102783                     0.000000               0.000000               0.000000                    0.0                        0.0               0.000000                     0.0                     0.000000              0.000000           0.0                                 0.0
2023-06-01T04:32:00+00:00       71.847282                            0.0        68.682083          71.867645    62.287872             3.356044             3.299304                        991.055542                     0.000000              66.898132              65.980057                   85.0                        0.0              74.128830                    85.0                    78.121902              0.309531          85.0                                10.0
2023-06-01T04:42:00+00:00       65.419334                            0.0        72.309761          73.808655    61.484474             1.929912             1.837084                        990.993896                     0.000000              64.617889              55.911575                   85.0                        0.0              73.980682                    85.0                    78.101669              0.495249          85.0                                10.0
2023-06-01T04:52:00+00:00       67.517052                            0.0        55.268471          73.431076    62.019470             2.852618             2.327048                        991.019592                     0.000000              58.656380              62.325905                   85.0                        0.0              73.722305                    85.0                    78.088120              0.495249          85.0                                10.0
2023-06-01T05:02:00+00:00       76.459785                            0.0        93.878677          71.224991    63.439445             3.334311             4.270558                        991.057861                     0.000000              93.849144              90.114395                   85.0                        0.0              73.411148                    85.0                    78.067886              0.309531          85.0                                10.0
2023-06-01T05:12:00+00:00       77.995041                            0.0        90.913086          70.537918    63.340927             3.383679             3.852475                        991.006042                     0.000000              88.716690              88.535370                   85.0                        0.0              73.157730                    85.0                    78.047592              0.309531          85.0                                10.0
2023-06-01T05:22:00+00:00       80.815895                            0.0       110.553436          69.998184    63.830612             4.193058             4.000339                        991.048767                     0.000000             108.238823             108.541512                   85.0                        0.0              73.034073                    85.0                    77.334747              0.309531          85.0                                10.0
2023-06-01T05:32:00+00:00       80.268600                            0.0       119.546646          69.470947    63.123245             3.836071             4.634531                        990.930969                     0.000000             122.530357             124.703125                   85.0                        0.0              72.873032                    85.0                    77.321121              0.309531          85.0                                10.0
2023-06-01T05:42:00+00:00       78.161713                            0.0       137.672867          69.817230    62.702553             1.021153             3.003985                        990.822266                     0.000000             132.556213             124.898010                   85.0                        0.0              72.761307                    85.0                    77.307487              0.309531          85.0                                10.0
2023-06-01T05:52:00+00:00       76.786903                            0.0       121.005257          70.358536    62.722427             1.295549             1.659472                        990.800232                     0.000000             138.710754             127.740448                   85.0                        0.0              72.580978                    85.0                    77.287010              0.371437          85.0                                10.0
2023-06-01T06:02:00+00:00       76.910431                            0.0       123.527351          70.178635    62.593937             4.157650             4.685125                        990.918152                     0.000000             127.095390             132.862167                   85.0                        0.0              72.425171                    85.0                    77.259735              0.433342          85.0                                10.0
2023-06-01T06:12:00+00:00       78.040047                            0.0       146.850189          69.791763    62.633545             3.967253             5.357154                        990.885925                     0.000000             125.417343             127.071693                   85.0                        0.0              72.350266                    85.0                    77.232407              0.371437          85.0                                10.0
2023-06-01T06:22:00+00:00       78.737350                            0.0       126.930046          69.495697    62.599091             5.891779             5.541692                        991.019897                     0.000000             135.718124             131.258041                   85.0                        0.0              72.269073                    85.0                    77.205116              0.371437          85.0                                10.0
2023-06-01T06:32:00+00:00       80.101486                            0.0       131.707565          69.123497    62.725723             7.074139             6.981560                        991.032654                     0.000000             122.824966             128.580856                   85.0                        0.0              72.125114                    85.0                    77.170959              0.371437          85.0                                10.0
2023-06-01T06:42:00+00:00       80.843300                            0.0       139.115677          68.949005    62.818085             6.757921             4.858302                        990.927917                     0.000000             147.666138             131.773865                   85.0                        0.0              72.012306                    85.0                    77.143654              0.309531          85.0                                10.0
2023-06-01T06:52:00+00:00       81.584572                            0.0       135.570313          68.774002    62.907272             8.142236             5.574077                        990.899353                     0.000000             142.816864             138.758057                   85.0                        0.0              71.842728                    85.0                    77.109467              0.309531          85.0                                10.0
2023-06-01T07:02:00+00:00       84.033806                            0.0       119.164192          68.195328    63.184364             3.704656             4.976536                        990.926208                     0.000000             143.404953             128.510422                   85.0                        0.0              71.641251                    85.0                    77.075287              0.309531          85.0                                10.0
2023-06-01T07:12:00+00:00       82.892563                            0.0        97.025307          68.245865    62.844345             2.957795             3.813996                        991.130798                     0.000000             135.423126             115.789772                   85.0                        0.0              71.483261                    85.0                    77.041077              0.309531          85.0                                10.0
