              MeasureTime  Rel. Humidity%  Precipitation Type Lufftlogic  Wind Direction°  Air Temperature°F  Dew Point°F  Wind Speed (act)mph  Wind Speed (avg)mph  Wind Speed (max)mph  Absolute Atmospheric PressurehPa  Precipitation Intensityin/h  wind direction max°  wind direction avg°  Saline Concentration%  Road Condition Lufftlogic  Friction  Ice Percent%  Surface Temperature°F  Freezing Temperature°F  Water Film Heightmil  ICE Layer Thicknessmil  NIRS Service Level%  SubSurface Temp 0"°F  SubSurface Temp -3"°F  SubSurface Temp -6"°F  SubSurface Temp -9"°F  SubSurface Temp -12"°F  SubSurface Temp -18"°F  SubSurface Temp -24"°F  SubSurface Temp -30"°F  SubSurface Temp -36"°F  SubSurface Temp -42"°F  SubSurface Temp -48"°F  SubSurface Temp -54"°F  SubSurface Temp -60"°F  SubSurface Temp -66"°F  SubSurface Temp -72"°F
2023-02-01T05:05:00+00:00       70.670609                            0.0       227.620911           2.026966    -5.319321             0.000000             3.166918            11.243524                        960.459595                     0.000000           190.582840           223.547424               0.000000                        3.0  0.144120    100.000000               3.020000               32.000000              0.000000               10.993441                -23.0             23.468000              25.232000              26.779999              28.238001               29.282000               30.506001               31.316000               32.018002               33.116001               33.962002               34.627998               35.563999               36.284000               37.166000               37.903999
2023-02-01T05:15:00+00:00       71.101997                            0.0       204.129944           1.748356    -5.461651             0.000000             2.878094             7.876325                        960.547668                     0.000000           228.705154           228.602554               0.000000                        3.0  0.149980    100.000000               2.840000               32.000000              0.000000               10.502512                -23.0             23.468000              25.232000              26.726000              28.238001               29.299999               30.524000               31.298000               32.000000               33.062000               33.944000               34.627998               35.528000               36.248001               37.130001               37.903999
2023-02-01T05:25:00+00:00       71.435165                            0.0       271.733032           1.883692    -5.233898             0.000000             2.214663             6.835252                        960.595398                     0.000000           240.224731           236.791794               0.000000                        3.0  0.146623    100.000000               2.660002               32.000000              0.000000               10.771741                -23.0             23.450001              25.214001              26.726000              28.256001               29.282000               30.488001               31.280001               32.035999               33.062000               33.962002               34.627998               35.492001               36.284000               37.166000               37.903999
2023-02-01T05:35:00+00:00       71.696632                            0.0       258.559357           1.882229    -5.159340             0.000000             3.159779             8.589143                        960.619019                     0.000000           240.628723           235.999512               0.000000                        3.0  0.144186    100.000000               2.480001               32.000000              0.000000               10.987543                -23.0             23.414001              25.214001              26.726000              28.256001               29.282000               30.524000               31.316000               32.000000               33.062000               33.962002               34.591999               35.546001               36.265999               37.147999               37.886002
2023-02-01T05:55:00+00:00       72.349495                            0.0       260.868073           1.694149    -5.152531             0.000000             3.506614             7.651171                        960.703430                     0.000000           219.094742           252.538452               0.000000                        3.0  0.143158    100.000000               2.300001               32.000000              0.000000               11.070086                -23.0             23.414001              25.178001              26.672001              28.238001               29.264000               30.488001               31.261999               32.000000               33.062000               33.980000               34.610001               35.528000               36.265999               37.130001               37.903999
2023-02-01T06:05:00+00:00       72.146652                            0.0       249.384171           1.738400    -5.168156             0.000000             4.689399            10.531509                        960.721436                     0.000000           269.915131           258.014679               0.000000                        3.0  0.145887    100.000000               2.120001               32.000000              0.000000               10.830772                -23.0             23.431999              25.178001              26.672001              28.238001               29.228001               30.488001               31.261999               32.035999               33.098000               33.962002               34.610001               35.528000               36.248001               37.147999               37.886002
2023-02-01T06:15:00+00:00       72.046860                            0.0       264.245514           1.590319    -5.340027             0.000000             4.700253            11.014012                        960.602417                     0.000000           261.164001           256.987000               0.000000                        3.0  0.144546    100.000000               1.939999               32.000000              0.000000               10.962560                -23.0             23.414001              25.160000              26.653999              28.202000               29.282000               30.488001               31.280001               32.018002               33.062000               33.962002               34.610001               35.509998               36.248001               37.130001               37.886002
2023-02-01T06:25:00+00:00       72.314148                            0.0       259.580139           1.450077    -5.398624             0.747789             4.372969             9.854959                        960.610046                     0.000000           265.343445           252.062653               0.000000                        3.0  0.145724    100.000000               1.939999               32.000000              0.000000               10.856005                -23.0             23.378000              25.178001              26.636000              28.184000               29.228001               30.469999               31.280001               32.000000               33.043999               33.944000               34.627998               35.509998               36.265999               37.166000               37.922001
2023-02-01T06:35:00+00:00       72.779053                            0.0       242.242691           1.232100    -5.476307             0.000000             4.110951            12.295942                        960.656311                     0.000000           270.036530           250.821274               0.000000                        3.0  0.147675    100.000000               1.760002               32.000000              0.000000               10.688394                -23.0             23.341999              25.142000              26.672001              28.148001               29.246000               30.469999               31.280001               32.000000               33.062000               33.962002               34.646000               35.528000               36.265999               37.112000               37.922001
2023-02-01T06:45:00+00:00       73.042542                            0.0       250.327118           0.890036    -5.732258             0.000000             3.207458             7.727386                        960.578186                     0.000000           271.395264           253.318100               0.000000                        3.0  0.145498    100.000000               1.760002               32.000000              0.000000               10.872341                -23.0             23.341999              25.142000              26.636000              28.184000               29.246000               30.524000               31.298000               32.035999               33.062000               33.944000               34.646000               35.509998               36.265999               37.166000               37.903999
2023-02-01T06:55:00+00:00       73.945793                            0.0       263.397766           0.463694    -5.890320             0.000000             2.369569             7.584850                        960.535828                     0.000000           252.663345           245.903275               0.000000                        3.0  0.145597    100.000000               1.400002               32.000000              0.000000               10.863823                -23.0             23.341999              25.142000              26.636000              28.148001               29.174000               30.506001               31.298000               32.018002               33.043999               33.944000               34.646000               35.509998               36.284000               37.130001               37.903999
2023-02-01T07:05:00+00:00       74.530472                            0.0       294.878357           0.183018    -5.999233             0.000000             1.935659             5.591402                        960.525818                     0.000000           259.353088           230.496613               0.000000                        3.0  0.144312    100.000000               1.219999               32.000000              0.000000               10.976331                -23.0             23.341999              25.106001              26.600000              28.166000               29.174000               30.469999               31.280001               32.000000               33.026001               33.980000               34.610001               35.528000               36.265999               37.130001               37.939999
2023-02-01T07:15:00+00:00       74.958740                            0.0       233.895142          -0.267021    -6.317234             0.000000             2.161974             5.105541                        960.559998                     0.000000           222.952423           209.957916               0.000000                        3.0  0.144697    100.000000               1.039999               32.000000              0.000000               11.006570                -23.0             23.306000              25.070000              26.600000              28.129999               29.174000               30.488001               31.298000               32.000000               33.043999               33.925999               34.591999               35.509998               36.265999               37.130001               37.886002
