              MeasureTime  Rel. Humidity%  Precipitation Type Lufftlogic  Wind Direction°  Air Temperature°F  Dew Point°F  Wind Speed (act)mph  Absolute Atmospheric PressurehPa  Wind Speed (vct)mph  Precipitation Intensityin/h  Wind Direction (max)°  Saline Concentration%  Road Condition Lufftlogic  Friction  Surface Temperature°F  Freezing Temperature°F  Water Film Heightmil  Ice Percent%  Road Condition Lufft IRS31Prologic
2023-04-01T04:00:00+00:00       99.361626                           69.0        15.854158          34.774204    34.613182            18.617456                        963.289246            17.617331                     0.401575              45.809525               0.000000                        2.0  0.805918              36.474102               31.820000              2.410465           0.0                                15.0
2023-04-01T04:10:00+00:00       99.283691                           69.0        21.600512          34.350857    34.170460            13.265852                        962.628052            19.624525                     0.566929              29.289133               0.000000                        2.0  0.810954              36.417011               31.820000              1.548450           0.0                                15.0
2023-04-01T04:20:00+00:00       99.307854                           70.0        22.482262          34.328865    34.154591            16.803635                        961.853577            17.790030                     0.023622              25.817413               0.000000                        2.0  0.809611              36.351044               31.820000              1.778321           0.0                                15.0
2023-04-01T04:30:00+00:00       99.308441                            0.0        24.906069          34.179333    34.005325            22.807396                        961.377747            18.806175                     0.000000              19.392498               0.000000                        2.0  0.814983              36.267319               31.820000              0.858839           0.0                                15.0
2023-04-01T04:40:00+00:00       99.335762                           69.0        37.238819          34.174736    34.007629            22.335470                        961.065735            22.624706                     0.023622              10.439530               0.000000                        2.0  0.811961              36.201080               31.820000              1.376048           0.0                                15.0
2023-04-01T04:50:00+00:00       99.363029                           69.0        34.524178          34.322765    34.162426            18.902760                        960.656860            21.892853                     0.047244              34.198643               0.040503                        2.0  0.809611              36.209938               31.820000              1.778321           0.0                                15.0
2023-04-01T05:00:00+00:00       99.334007                           69.0        33.532787          34.318150    34.150494            17.103125                        960.448669            18.954329                     0.047244              26.883345               0.047703                        2.0  0.809611              36.311417               31.820000              1.778321           0.0                                15.0
2023-04-01T05:00:00+00:00       99.334007                           69.0        33.532787          34.318150    34.150494            17.103125                        960.448669            18.954329                     0.047244              26.883345               0.047703                        2.0  0.809611              36.311417               31.820000              1.778321           0.0                                15.0
2023-04-01T05:10:00+00:00       99.297470                           69.0        27.930347          34.272495    34.095642            14.356218                        960.897644            21.335875                     0.047244              16.818535               0.054827                        2.0  0.810282              36.306992               31.820000              1.663386           0.0                                15.0
2023-04-01T05:20:00+00:00       99.276917                            0.0        31.921019          34.160839    33.978889            17.472309                        961.251404            17.935633                     0.000000              36.979015               0.054297                        2.0  0.811625              36.346657               31.820000              1.433515           0.0                                15.0
2023-04-01T05:30:00+00:00       99.252518                            0.0        34.329792          34.181484    33.993359             4.886027                        961.922852            13.602118                     0.000000              37.181103               0.061812                        2.0  0.810954              36.412636               31.820000              1.548450           0.0                                15.0
2023-04-01T05:40:00+00:00       99.247284                            0.0        13.702621          34.459377    34.269688            13.008831                        962.661804            12.656893                     0.000000              28.132635               0.062152                        2.0  0.809947              36.469700               31.820000              1.720853           0.0                                15.0
2023-04-01T05:50:00+00:00       99.217896                            0.0        26.112457          34.606369    34.409119             4.866619                        963.193787            13.558676                     0.000000              28.300087               0.070028                        2.0  0.813304              36.465332               31.820000              1.146177           0.0                                15.0
2023-04-01T06:00:00+00:00       99.132454                           69.0        20.648609          34.601738    34.382862            11.051257                        963.268311             5.533785                     0.165354              21.623629               0.054529                        2.0  0.783089              36.609840               31.820000              6.318263           0.0                                15.0
2023-04-01T06:00:00+00:00       99.132454                           69.0        20.648609          34.601738    34.382862            11.051257                        963.268311             5.533785                     0.165354              21.623629               0.054529                        2.0  0.783089              36.609840               31.820000              6.318263           0.0                                15.0
2023-04-01T06:10:00+00:00       99.165520                           69.0        41.542164          34.474716    34.264332             8.943237                        962.971985             9.207738                     0.047244              40.926582               0.000000                        2.0  0.805582              36.513554               31.820000              2.467932           0.0                                15.0
2023-04-01T06:20:00+00:00       99.195946                           69.0        22.552004          34.333519    34.130962            10.500086                        962.960999             9.929739                     0.047244              31.651850               0.000000                        2.0  0.800882              36.408230               31.820000              3.272479           0.0                                15.0
2023-04-01T06:30:00+00:00       99.170143                           69.0        28.641907          34.193226    33.984280            13.188428                        962.760437            12.856153                     0.023622              27.890608               0.000000                        2.0  0.804575              36.289371               31.820000              2.640335           0.0                                15.0
2023-04-01T06:40:00+00:00       99.143066                            0.0        27.643400          34.199432    33.983635            11.462936                        962.466980            11.950879                     0.000000              23.692503               0.000000                        2.0  0.799875              36.245251               31.820000              3.444882           0.0                                15.0
2023-04-01T06:50:00+00:00       99.059074                            0.0        16.700651          34.202366    33.965328             8.027023                        962.321289            10.740130                     0.000000              19.136251               0.039912                        2.0  0.805247              36.258499               31.820000              2.525400           0.0                                15.0
2023-04-01T07:00:00+00:00       98.781090                           70.0        21.284094          34.221447    33.913967            10.116195                        962.115234            10.190006                     0.023622              29.915218               0.041357                        2.0  0.801218              36.368664               31.820000              3.215011           0.0                                15.0
2023-04-01T07:00:00+00:00       98.781090                           70.0        21.284094          34.221447    33.913967            10.116195                        962.115234            10.190006                     0.023622              29.915218               0.041357                        2.0  0.801218              36.368664               31.820000              3.215011           0.0                                15.0
2023-04-01T07:10:00+00:00       98.073059                            0.0        18.642033          34.345848    33.857944             6.692638                        962.103455             8.105206                     0.000000              28.706694               0.039633                        2.0  0.800211              36.482868               31.820000              3.387414           0.0                                15.0
2023-04-01T07:20:00+00:00       98.016243                            0.0        29.469179          34.342636    33.840225             4.656166                        962.077942             6.763749                     0.000000              16.287262               0.000000                        2.0  0.798868              36.487263               31.820000              3.617285           0.0                                15.0
