              MeasureTime  Rel. Humidity%  Precipitation Type Lufftlogic  Wind Direction°  Air Temperature°F  Dew Point°F  Wind Speed (act)mph  Wind Speed (max)mph  Absolute Atmospheric PressurehPa  Wind Speed (vct)mph  Precipitation Intensityin/h  Saline Concentration%  Road Condition Lufftlogic  Friction  Ice Percent%  Surface Temperature°F  Freezing Temperature°F  Water Film Heightmil  Road Condition Lufft IRS31Prologic  Sub Surface Temperature 1°F
2023-07-01T04:09:00+00:00        0.000000                       0.000000         0.000000           0.000000     0.000000           241.000000             0.000000                          0.000000             1.074413                          0.0              80.691910                        0.0       0.0           0.0               0.000000                     0.0              0.000000                                85.0                     0.000000
2023-07-01T04:19:00+00:00        0.000000                       0.000000         0.000000           0.000000     0.000000           241.000000             0.000000                          0.000000             0.895293                          0.0              80.238098                        0.0       0.0           0.0               0.000000                     0.0              0.000000                                85.0                     0.000000
2023-07-01T04:29:00+00:00        0.000000                       0.000000         0.000000           0.000000     0.000000           241.000000             0.000000                          0.000000             1.232861                          0.0              79.780807                        0.0       0.0           0.0               0.000000                     0.0              0.000000                                85.0                     0.000000
2023-07-01T04:39:00+00:00        0.000000                     145.986771         1.023128           0.000000     0.000000           241.000000             0.000000                          0.000000             1.283981                          0.0              79.404892                        0.0       0.0           0.0               0.000000                     0.0              0.000000                                85.0                     0.000000
2023-07-01T04:49:00+00:00        0.000000                       0.000000         0.000000           0.000000     0.000000           241.000000             0.000000                          0.000000             0.000000                          0.0              78.964233                        0.0       0.0           0.0               0.000000                     0.0              0.000000                                85.0                     0.000000
2023-07-01T04:59:00+00:00        0.000000                       0.000000         0.000000           0.000000     0.000000           241.000000             0.000000                          0.000000             1.292872                          0.0              78.573380                        0.0       0.0           0.0               0.000000                     0.0              0.000000                                85.0                     0.000000
2023-07-01T05:09:00+00:00        0.000000                       0.000000         0.000000           0.000000     0.000000           241.000000             0.000000                          0.000000             1.307989                          0.0              78.284134                        0.0       0.0           0.0               0.000000                     0.0              0.000000                                85.0                     0.000000
2023-07-01T05:19:00+00:00        0.000000                     209.749664         0.000000           0.000000     0.000000           241.000000             0.000000                          0.000000             1.350048                          0.0              78.135742                        0.0       0.0           0.0               0.000000                     0.0              0.000000                                85.0                     0.000000
2023-07-01T05:29:00+00:00        0.000000                     272.949829         0.790555           0.000000     0.000000           241.000000             0.000000                          0.000000             2.392983                          0.0              77.817833                        0.0       0.0           0.0               0.000000                     0.0              0.000000                                85.0                     0.000000
2023-07-01T05:39:00+00:00        0.000000                       0.000000         0.000000           0.000000     0.000000           241.000000             0.000000                          0.000000             1.396824                          0.0              77.539536                        0.0       0.0           0.0               0.000000                     0.0              0.000000                                85.0                     0.000000
2023-07-01T05:49:00+00:00        0.000000                       0.000000         0.000000           0.000000     0.000000           241.000000             0.000000                          0.000000             0.000000                          0.0              77.130615                        0.0       0.0           0.0               0.000000                     0.0              0.000000                                85.0                     0.000000
2023-07-01T05:59:00+00:00        0.000000                      74.984245         0.000000           0.000000     0.000000           241.000000             0.000000                          0.000000             1.382909                          0.0              76.738594                        0.0       0.0           0.0               0.000000                     0.0              0.000000                                85.0                     0.000000
2023-07-01T06:09:00+00:00        0.000000                       0.000000         0.000000           0.000000     0.000000           241.000000             0.000000                          0.000000             0.958338                          0.0              76.372101                        0.0       0.0           0.0               0.000000                     0.0              0.000000                                85.0                     0.000000
2023-07-01T06:19:00+00:00        0.000000                       0.000000         0.000000           0.000000     0.000000           241.000000             0.000000                          0.000000             0.000000                          0.0              76.017136                        0.0       0.0           0.0               0.000000                     0.0              0.000000                                85.0                     0.000000
2023-07-01T06:29:00+00:00        0.000000                       0.000000         0.000000           0.000000     0.000000           241.000000             0.000000                          0.000000             0.978430                          0.0              75.739929                        0.0       0.0           0.0               0.000000                     0.0              0.000000                                85.0                     0.000000
2023-07-01T06:39:00+00:00        0.000000                     150.794235         0.902730           0.000000     0.000000           241.000000             0.000000                          0.000000             1.379778                          0.0              75.468422                        0.0       0.0           0.0               0.000000                     0.0              0.000000                                85.0                     0.000000
2023-07-01T06:49:00+00:00        0.000000                      70.051483         1.071621           0.000000     0.000000           241.000000             0.000000                          0.000000             1.562438                          0.0              75.202621                        0.0       0.0           0.0               0.000000                     0.0              0.000000                                85.0                     0.000000
