              MeasureTime  Rel. Humidity%  Precipitation Type Lufftlogic  Wind Direction°  Air Temperature°F  Dew Point°F  Wind Speed (act)mph  Wind Speed (avg)mph  Wind Speed (max)mph  Absolute Atmospheric PressurehPa  Precipitation Intensityin/h  wind direction max°  wind direction avg°  Saline Concentration%  Road Condition Lufftlogic  Friction  Ice Percent%  Surface Temperature°F  Freezing Temperature°F  Water Film Heightmil  ICE Layer Thicknessmil  NIRS Service Level%  SubSurface Temp 0"°F  SubSurface Temp -3"°F  SubSurface Temp -6"°F  SubSurface Temp -9"°F  SubSurface Temp -12"°F  SubSurface Temp -18"°F  SubSurface Temp -24"°F  SubSurface Temp -30"°F  SubSurface Temp -36"°F  SubSurface Temp -42"°F  SubSurface Temp -48"°F  SubSurface Temp -54"°F  SubSurface Temp -60"°F  SubSurface Temp -66"°F  SubSurface Temp -72"°F
2023-05-01T04:05:00+00:00       99.590805                            0.0       348.373230          32.223083    32.121166             4.569187            10.070940            20.838272                        941.221863                     0.000000           348.929443           346.581604                    0.0                        2.0  0.752051      0.000000              36.139999                    32.0              5.619079                0.000000                -35.0             41.054001              41.683998              41.989998              42.619999               43.051998               43.862000               44.293999               44.239998               43.987999               43.753998               43.141998               42.745998               42.529999               42.349998               42.043999
2023-05-01T04:15:00+00:00       99.707565                           70.0       342.922302          32.229225    32.156422             0.000000             9.683930            24.420568                        940.591675                     0.393701           330.012054           346.454895                    0.0                        2.0  0.741781      0.000000              35.959999                    32.0              6.726182                0.000000                -35.0             41.018002              41.702000              41.954002              42.584000               43.015999               43.897999               44.257999               44.204002               43.952000               43.753998               43.160000               42.745998               42.512001               42.349998               42.080002
2023-05-01T04:25:00+00:00       99.637833                           70.0       348.292511          32.164909    32.074749             0.772189             9.195792            22.063471                        940.811890                     0.787402           345.350281           343.143036                    0.0                        2.0  0.743867      0.000000              35.779999                    32.0              6.525412                0.000000                -35.0             41.018002              41.683998              42.007999              42.584000               43.015999               43.862000               44.257999               44.186001               43.987999               43.753998               43.160000               42.764000               42.529999               42.349998               42.062000
2023-05-01T04:35:00+00:00       99.709526                            0.0       341.168610          32.084110    32.011845             3.760611            10.465855            21.170370                        940.867432                     0.000000             1.270036           346.858887                    0.0                        2.0  0.742467      0.000000              35.779999                    32.0              6.663325                0.000000                -35.0             41.035999              41.683998              41.954002              42.566002               42.980000               43.826000               44.204002               44.186001               44.006001               43.718002               43.160000               42.799999               42.529999               42.332001               42.043999
2023-05-01T04:45:00+00:00      100.000000                            0.0       349.458923          31.963696    31.963696             0.000000             8.696773            19.521324                        940.606079                     0.393701           343.620758           341.336578                    0.0                        2.0  0.731942      0.000000              35.419998                    32.0              7.765015                0.000000                -35.0             41.035999              41.702000              41.989998              42.566002               42.944000               43.807999               44.222000               44.150002               43.952000               43.736000               43.160000               42.764000               42.529999               42.368000               42.080002
2023-05-01T04:55:00+00:00       99.771080                            0.0       314.021851          31.948809    31.891909             2.540827            11.058577            22.824814                        940.689819                     0.393701           357.435089           345.550964                    0.0                        2.0  0.729950      0.000000              35.419998                    32.0              7.987091                0.000000                -35.0             41.000000              41.666000              41.917999              42.584000               42.944000               43.826000               44.204002               44.167999               43.952000               43.700001               43.160000               42.745998               42.548000               42.332001               42.062000
2023-05-01T05:05:00+00:00       99.251419                            0.0       349.931519          31.948868    31.762371             1.101071            10.740702            23.722704                        940.245483                     0.000000           358.113312           345.098419                    0.0                        2.0  0.727227      0.000000              35.599998                    32.0              8.287239                0.000000                -35.0             41.000000              41.647999              41.954002              42.548000               42.944000               43.771999               44.186001               44.167999               43.970001               43.736000               43.141998               42.764000               42.512001               42.349998               42.043999
2023-05-01T05:15:00+00:00       98.995522                            0.0       345.563385          31.968294    31.717739             1.655904            10.045628            19.437756                        940.178650                     0.000000             1.136617           344.291046                    0.0                        2.0  0.726890      0.000000              35.599998                    32.0              8.324674                0.000000                -35.0             40.964001              41.647999              41.936001              42.512001               42.925999               43.771999               44.132000               44.132000               43.952000               43.736000               43.160000               42.781998               42.529999               42.386002               42.080002
2023-05-01T05:25:00+00:00       98.241646                            0.0       347.866638          32.094852    31.654509             1.572874            11.488561            25.070997                        940.105774                     0.000000           350.345245           346.489685                    0.0                        2.0  0.728785      0.000000              35.599998                    32.0              8.067164                0.000000                -35.0             40.964001              41.629997              41.936001              42.512001               42.889999               43.718002               44.132000               44.113998               43.933998               43.736000               43.160000               42.799999               42.566002               42.386002               42.043999
2023-05-01T05:35:00+00:00       98.358345                            0.0       351.845123          31.947342    31.536716             1.898210            11.008214            25.153101                        939.961243                     0.000000           338.442352           345.448792                    0.0                        2.0  0.729854      0.000000              35.599998                    32.0              7.903246                0.000000                -35.0             40.945999              41.612000              41.863998              42.493999               42.889999               43.753998               44.167999               44.167999               43.952000               43.718002               43.141998               42.818001               42.548000               42.386002               42.080002
2023-05-01T05:45:00+00:00       97.956940                            0.0       342.902588          31.951962    31.439997             1.531786            13.087785            27.856791                        939.851257                     0.000000           356.892670           344.073242                    0.0                        2.0  0.738949      0.000000              35.419998                    32.0              7.323842                0.000000                -35.0             40.945999              41.612000              41.882000              42.512001               42.872002               43.700001               44.132000               44.113998               43.933998               43.736000               43.195999               42.818001               42.548000               42.368000               42.062000
