Epoch,Learning Rate,Train Loss,Train MAE,Val Loss,Val MAE
66,4.844450520349998e-06,22.455071509353758,3.207413143060339,23.05494511615799,3.071324625072709
67,4.844450520349998e-06,22.415994253684218,3.199019481166791,23.042085645285,3.081831046759364
68,4.844450520349998e-06,22.227458555867354,3.1892377515044235,22.934417616602886,3.060043030187308
69,4.844450520349998e-06,22.47539932954535,3.2008989600251474,23.087267305764808,3.083170186755169
70,3.3911153642449986e-06,22.35885382131834,3.2008546794421164,23.177677930119525,3.0954452523265976
71,3.3911153642449986e-06,22.36767639816349,3.2029764081838272,23.02862137254462,3.0730080532740396
72,3.3911153642449986e-06,22.41855018027691,3.200982571009215,22.98615413114249,3.0718504486313787
73,3.3911153642449986e-06,22.291974817746194,3.189845529778086,22.991349816609578,3.075563782956227
74,3.3911153642449986e-06,22.377498454862764,3.1978938016365834,22.941715262309614,3.0671980326434216
75,2.373780754971499e-06,22.10784125515795,3.1832671099038357,22.961342156651508,3.0722722019057676
76,2.373780754971499e-06,22.307810969095677,3.1894243774379403,22.96055073450847,3.0687649907835994
77,2.373780754971499e-06,22.246300827005573,3.185987737307326,22.932023578092277,3.0682185141437026
78,2.373780754971499e-06,22.310778624501683,3.194501470609696,23.061836462135776,3.0833098219101687
79,2.373780754971499e-06,22.112249272437186,3.1837827109481838,22.969331859680544,3.068072570662901
80,1.661646528480049e-06,22.33132034500464,3.191310571151239,22.988891559049307,3.072576380063252
81,1.661646528480049e-06,22.27520064279428,3.1915291534778496,22.953977276905473,3.068085242179503
82,1.661646528480049e-06,22.1682598543196,3.1806821145843838,22.97378684239215,3.0697389881294894
83,1.661646528480049e-06,22.273431580114337,3.190080244349105,22.970616223438675,3.0704695744686816
84,1.661646528480049e-06,22.27634333437822,3.1899971565573524,22.937451135106834,3.0651743842894774
85,1.1631525699360342e-06,22.201707866825817,3.1804356845056265,22.937944512194896,3.0653876994029585
86,1.1631525699360342e-06,22.16633585219958,3.1884300414899274,22.980261717646954,3.073788619041443
87,1.1631525699360342e-06,22.269529965918835,3.193739267423758,22.92796128859003,3.066496523029833
88,1.1631525699360342e-06,22.106456539978915,3.1867741557917832,22.898274733072302,3.0619124254548407
89,1.1631525699360342e-06,22.181775194164626,3.176346393515311,22.929987970604955,3.0674242062741017
90,8.142067989552239e-07,22.25824158123809,3.1867563329560333,22.9504377514483,3.070080743640302
91,8.142067989552239e-07,22.061574048377903,3.1711136407378513,22.925120075639473,3.066547815770988
92,8.142067989552239e-07,22.22792915948444,3.182873836580296,22.896972248353155,3.0640710046492425
93,8.142067989552239e-07,22.123428285807858,3.180566926279767,22.89692734522992,3.06417083223182
94,8.142067989552239e-07,22.210363749949444,3.183338150986753,22.9457833485431,3.0701720372740047
95,5.699447592686567e-07,22.1388779368132,3.1782590554455132,22.91203495738018,3.0650324591671128
96,5.699447592686567e-07,22.12850062620416,3.1809456178017057,22.930250681452005,3.0658018876271074
97,5.699447592686567e-07,22.184499387954812,3.1837719626891694,22.91573813335005,3.0638594503862313
98,5.699447592686567e-07,22.289855094045528,3.189469807585538,22.926418269973205,3.066027433900948
99,5.699447592686567e-07,22.265200501712865,3.1851764377285536,22.90704902051443,3.0643857217696775
100,3.989613314880597e-07,22.141904289111594,3.1767357528606808,22.904766469978423,3.0647507986390448
101,3.989613314880597e-07,22.191759606551432,3.185145176301791,22.892800687307336,3.06259404607566
102,3.989613314880597e-07,22.12561359902283,3.1772205803626816,22.91563956938594,3.066942004697869
103,3.989613314880597e-07,22.121672114193764,3.179520565043934,22.897962885017854,3.0640915336379084
104,3.989613314880597e-07,22.157831357508844,3.184621302378243,22.91606221716088,3.0667241633656515
105,2.7927293204164176e-07,22.09447599511519,3.1807885985891433,22.910810807239578,3.0657668906522084
106,2.7927293204164176e-07,22.117860878979634,3.1781794203909004,22.91128781904657,3.0665305557021174
107,2.7927293204164176e-07,22.21236448241753,3.189057604895441,22.899359570928368,3.063283573863018
108,2.7927293204164176e-07,22.147373278598796,3.1770296766135564,22.91786395268268,3.066353469009859
109,2.7927293204164176e-07,22.164261284486805,3.1848935733629964,22.895430166175565,3.0632533840386262
110,1.9549105242914923e-07,22.108828842964844,3.175287404470484,22.902038036484317,3.06367560668164
111,1.9549105242914923e-07,22.05149745248001,3.173790882530536,22.904018276858043,3.064545182722161
112,1.9549105242914923e-07,22.210038460651216,3.181126431072935,22.90342848329659,3.064284100302731
113,1.9549105242914923e-07,22.23397779638012,3.1824090251194788,22.894652922756702,3.0626966312707187
114,1.9549105242914923e-07,22.261039990934005,3.1873800096043956,22.898401577501414,3.063521105697356
115,1.3684373670040445e-07,22.236482243332844,3.184139704646521,22.900001162793263,3.0636284130165374
116,1.3684373670040445e-07,22.12750073738491,3.1795448942808293,22.899990331121238,3.063467556022736
117,1.3684373670040445e-07,22.267031738355186,3.187081268308814,22.90157499428255,3.0634479249816344
118,1.3684373670040445e-07,22.171327846256766,3.178176783706693,22.894567209266754,3.062737512588501
119,1.3684373670040445e-07,22.159173315326637,3.1840907577165756,22.891778891919607,3.0621597666338265
120,9.579061569028311e-08,22.120987201300192,3.1785324500012875,22.890124172762217,3.061601109389799
121,9.579061569028311e-08,22.208410000237894,3.181556576385706,22.89045521724655,3.0616492202483028
122,9.579061569028311e-08,22.173581606543188,3.1772583110775825,22.893495525222228,3.06233393571463
123,9.579061569028311e-08,22.140415934776986,3.17532094603665,22.8965442944722,3.0626620166273004
124,9.579061569028311e-08,22.163346326979344,3.178171296252546,22.90093054254371,3.063761737834976
125,6.705343098319818e-08,22.143347685298075,3.1763425721752507,22.89963377987046,3.0637330313762985
126,6.705343098319818e-08,22.124220536160944,3.1759338843901905,22.89693655220859,3.06345524816628
127,6.705343098319818e-08,22.147492997650666,3.183684733403516,22.896753644368733,3.063398372121604
128,6.705343098319818e-08,22.270419598781,3.1847579770200833,22.901558859951525,3.064206212687205
129,6.705343098319818e-08,22.13044705353384,3.176865338123906,22.901846614515925,3.064189632829413
130,4.693740168823872e-08,22.12418180895458,3.179931401484378,22.90106582756502,3.0640476763966573
131,4.693740168823872e-08,22.128029033388245,3.1757413642035335,22.90121471795691,3.0641943207706315
132,4.693740168823872e-08,22.218688209586833,3.1864565113398036,22.900508138357875,3.064131019776126
133,4.693740168823872e-08,22.263734668764037,3.1849180893201963,22.898365202294777,3.063824916747679
134,4.693740168823872e-08,22.10639766373106,3.1770717091158907,22.898131627921597,3.063761171949915
135,3.28561811817671e-08,22.10489668115423,3.177753865105105,22.89804394503674,3.063682831339089
136,3.28561811817671e-08,22.122721191177508,3.175543355263052,22.89857951474477,3.0637701821614463
137,3.28561811817671e-08,22.204217966797135,3.184977398793817,22.896074679960687,3.0633760210979415
138,3.28561811817671e-08,22.192158269275687,3.1826720807423814,22.895564635403186,3.0632482769977614
139,3.28561811817671e-08,22.169397615794338,3.1748767932352333,22.894029920646943,3.0630502904754087
140,2.2999326827236968e-08,22.211955078582488,3.1809554292100044,22.894184043608515,3.0631538011941566
141,2.2999326827236968e-08,22.110565080417423,3.179076882003655,22.892242328230157,3.0627193057393454
142,2.2999326827236968e-08,22.14495990869856,3.180585488054263,22.89355494832418,3.06299666151943
143,2.2999326827236968e-08,22.03656595566286,3.1740318393071876,22.894465100621602,3.063178764193891
144,2.2999326827236968e-08,22.067658454703245,3.1765802312373825,22.894344595254186,3.0632169077195317
145,1.6099528779065876e-08,21.99865745588334,3.1653354210538764,22.894271870119027,3.0631315176745497
146,1.6099528779065876e-08,22.0146632647962,3.172844277592156,22.895201146459005,3.0632236515183044
147,1.6099528779065876e-08,22.164802304619663,3.1791114752975687,22.89464262422309,3.063109530311033
148,1.6099528779065876e-08,22.089315078245516,3.1775543953273457,22.893815209492143,3.0629928884736026
149,1.6099528779065876e-08,22.03485005353885,3.1773989025135605,22.893217826751343,3.0629800566707748
150,1.1269670145346112e-08,22.119224442921574,3.180274376285791,22.894206214812865,3.063154115447079
151,1.1269670145346112e-08,22.216106727583924,3.1872783242248173,22.89433443115418,3.063168057763433
152,1.1269670145346112e-08,22.30867999485231,3.1866125791885866,22.894396578547465,3.0632351924137895
153,1.1269670145346112e-08,22.114273412670965,3.1752747080674104,22.89447571398264,3.063256966062339
154,1.1269670145346112e-08,22.08410009653333,3.179372211285319,22.89426547475608,3.0632294410682586
155,7.888769101742278e-09,22.201605777752032,3.1812217215347984,22.893979802189104,3.063183716406305
156,7.888769101742278e-09,22.141744801667443,3.181388082827748,22.89382521043341,3.063171150023679
157,7.888769101742278e-09,22.179402796446663,3.1831321117012954,22.893845184739813,3.063173662610801
158,7.888769101742278e-09,22.10427827534713,3.1781896348435685,22.893751415574407,3.063137896089669
159,7.888769101742278e-09,22.087964338652657,3.17922020478367,22.8934280659779,3.0630825335720937
160,5.522138371219595e-09,22.09649230551532,3.1756317269650465,22.89331356071564,3.06307339237397
161,5.522138371219595e-09,22.1273758672787,3.175929077317107,22.893516168249658,3.0631087216986232
162,5.522138371219595e-09,22.10328055814423,3.1755214236419467,22.893694754680954,3.0631422370313164
163,5.522138371219595e-09,22.237465750730667,3.1868561144527847,22.893858283399098,3.0631750632481403
164,5.522138371219595e-09,22.1126559400183,3.1792324940267296,22.89384453440287,3.0631877807249506
165,3.865496859853716e-09,22.16975424551083,3.1805121586728573,22.893848370931234,3.0631909312972105
166,3.865496859853716e-09,22.13149064818994,3.1812232230952984,22.893772589442243,3.063185749283756
167,3.865496859853716e-09,22.128530984355205,3.179546976436058,22.893751792448114,3.0631755679486745
168,3.865496859853716e-09,22.048173217034066,3.1741158605560544,22.893739565883774,3.0631765356983047
169,3.865496859853716e-09,22.160435404797745,3.183696463929748,22.89368420106819,3.0631686219249863
170,2.705847801897601e-09,22.101264042106273,3.173521145916505,22.893814938326916,3.063191489139235
171,2.705847801897601e-09,22.282794184716522,3.1859862957485947,22.893825483896645,3.0631982484495786
172,2.705847801897601e-09,22.24902850277564,3.1901574682857254,22.893837774805277,3.0632026238613816
173,2.705847801897601e-09,22.07514238039845,3.1697888949074793,22.893827439503497,3.0632035376077673
174,2.705847801897601e-09,22.19030431947298,3.182078547509492,22.89385458704937,3.0632078782621637
175,1.8940934613283207e-09,22.040415758945088,3.172878280254944,22.893873150377388,3.0632128370813576
176,1.8940934613283207e-09,22.02580007735633,3.175933026747585,22.893859212944307,3.0632124762937245
177,1.8940934613283207e-09,22.218186284035788,3.182409934532563,22.893878703519523,3.0632177071399
178,1.8940934613283207e-09,22.31246012185719,3.1871640768143568,22.893893230392273,3.063221203562725
179,1.8940934613283207e-09,22.176743872161346,3.180007929082786,22.89388498053493,3.0632212308515987
180,1.3258654229298245e-09,22.092075968279687,3.1736847852519756,22.893879464160964,3.0632209789322085
181,1.3258654229298245e-09,22.086181214908482,3.1788418869911577,22.89386772707284,3.063219483789191
182,1.3258654229298245e-09,22.14901938718568,3.1779242184290664,22.893853031296327,3.0632188906152567
183,1.3258654229298245e-09,22.14314263290091,3.177414824571269,22.893874429220176,3.0632230166929313
184,1.3258654229298245e-09,22.134505390037845,3.175697084053728,22.893870295099465,3.0632237247673864
185,9.28105796050877e-10,22.12069083848626,3.1765571391488625,22.89387259425887,3.06322447018451
186,9.28105796050877e-10,22.18700234634381,3.1814144018705797,22.89386911392212,3.063224463290479
187,9.28105796050877e-10,22.046344299882488,3.1730579411456397,22.893872396629977,3.063224747956517
188,9.28105796050877e-10,22.196858505131186,3.1837317842486987,22.893861207617334,3.063223605845348
189,9.28105796050877e-10,22.206402210233286,3.1842499371372086,22.893854539940158,3.063223003766623
190,6.496740572356139e-10,22.127839065623384,3.1833663412760704,22.893858798153428,3.0632237764726202
191,6.496740572356139e-10,22.21097522703248,3.1860146449595637,22.893863120710993,3.063224357294749
192,6.496740572356139e-10,22.07857837596133,3.17221791321115,22.893868015473146,3.063225151544594
193,6.496740572356139e-10,22.115331112002693,3.17776404923197,22.89387076044657,3.063225973657815
194,6.496740572356139e-10,22.153217204768033,3.1824917846705105,22.893866054121272,3.063225329927651
195,4.547718400649297e-10,22.114088316963052,3.17877125617304,22.89386689864009,3.0632254726915473
196,4.547718400649297e-10,22.214232486641674,3.1850690125408208,22.893868438307063,3.063225916494806
197,4.547718400649297e-10,22.119740464194916,3.1816550063624804,22.893869844689426,3.063226309454585
198,4.547718400649297e-10,22.186667804209698,3.1785125251541277,22.893869355213212,3.063226500189448
199,4.547718400649297e-10,21.93255511000256,3.16882280080265,22.893868492310304,3.063226321231888
